FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.28E+06,826861,930978,227219,434539,280023,931079,154116,884601,2026.76,98620.4,86832.5,24579,8881.03,10689.6,799.715,0
1.77E+06,1.30E+06,815710,213928,294928,226119,782582,176061,729048,2067.5,5157.69,283622,13090.7,17648.5,58347.4,-53.3459,0.0463
1.34E+06,919815,871459,311735,445589,339036,788569,249054,751007,2538.68,36649.3,56699,10221,10711.5,6161.03,1113.08,0.0972
1.46E+06,1.07E+06,815842,300615,550772,423837,779695,252960,713034,2687.66,5772.06,151506,8957.84,9028.81,6090.95,1035.61,0.1517
1.52E+06,1.12E+06,813660,141929,197463,149002,795142,120635,705909,1910.13,18924.4,52553.6,23671.4,3408.95,6709.53,276.491,0.182
1.86E+06,1.35E+06,824239,211830,350594,270134,778712,179901,706487,1848.9,9240.93,115491,59269.9,16135.3,9286.29,435.455,0.2021
1.46E+06,845405,1.04E+06,460486,737615,464627,952525,322609,856429,2463.93,11191.9,199644,42021.8,19531.6,13229.2,1453.6,0.2172
1.32E+06,735538,1.08E+06,353436,508243,329665,925016,257303,824171,3190.47,13798.5,381683,74080.8,35947.3,10323.7,1203.57,0.2383
1.54E+06,887836,1.04E+06,322617,565600,359962,942766,228762,846164,2129.94,21963.7,68776.1,11043.2,15518.3,7226.7,700.637,0.2442
1.35E+06,988726,820805,172058,302542,238334,761642,150441,686213,1599.18,90262.6,95217.7,7770.99,4985.95,3113.93,280.247,0.2714
1.81E+06,1.21E+06,899102,317541,518920,353072,881837,232992,817729,2137.71,125429,132411,27083.2,13381.9,9350.67,1168.41,0.3075
1.63E+06,1.01E+06,967581,311941,446009,293260,912519,235481,794818,3850.38,17372.4,170347,87253.2,24736.5,31366.4,-11.7432,0.3204
1.20E+06,854339,841143,355810,611485,444407,825574,272997,782009,3330.88,4591.72,63754.6,15864.7,15499.3,10849.6,1082.7,0.3286
1.59E+06,1.21E+06,789506,226027,407454,330866,738886,197458,686811,1186.34,82810,28117.8,9414.48,3246.19,5297.55,1323.9,0.3321
692760,477054,871297,157623,313350,195865,959896,104577,904345,1611.95,2520.32,1264.39,2459.56,82.7648,330.364,576.619,0.3413
2.32E+06,1.49E+06,937222,439244,569375,399454,855229,325062,810758,2415.43,29934.6,115703,28893,10148.8,4974.07,569.491,0.3526
1.41E+06,926040,912172,335113,634940,439843,866136,255253,787720,1669.92,6769.13,67431.2,8899.9,9661,4535.27,1299.98,0.4554
1.30E+06,962153,807651,131197,216519,172626,752558,118278,665536,694.066,23651.9,107132,5286.72,2951.7,1635.42,217.512,0.5031
1.76E+06,1.08E+06,975746,269093,397395,270408,881767,203450,793589,1970.58,1277.11,124277,54360.7,15696.6,31630.4,-13.5771,0.5062
1.97E+06,1.27E+06,932324,335745,526903,366293,863084,264154,762612,2846.62,51247.1,93397.7,16074.1,4938.6,4168.84,901.326,0.5408
1.58E+06,1.16E+06,815559,245524,433853,329706,789527,202158,728708,2314.65,12242.7,81281.6,9726.55,12167.2,6776.42,1220.98,0.5762
1.91E+06,1.40E+06,820593,205759,258037,203194,761943,174756,706444,1226.34,19818.5,76088.5,14040.4,3131.01,2750.39,758.202,0.5962
1.37E+06,976987,838607,450278,543305,394342,826651,361334,747692,2017.34,19520.8,103530,14169.2,14681.9,9093.02,850.753,0.6021
1.90E+06,1.44E+06,793557,215982,406536,316174,771478,179900,720342,2533.15,25276.8,45357.5,10829.1,10745.9,4851.37,932.465,0.6076
1.91E+06,1.34E+06,856919,203393,360409,272894,792415,166487,733006,1051.97,6901.81,73962.8,26389.1,8051.05,8538.9,466.18,0.6152
1.93E+06,1.30E+06,891936,246146,438414,297790,883336,188146,784962,1315.74,4731.92,100670,9952.89,5487.15,5510.69,311.248,0.6488
2.02E+06,1.52E+06,800294,165028,256805,198884,774737,137115,722143,1263.43,38023.1,40512.8,7117.26,3916.16,2589.69,799.627,0.6793
1.57E+06,1.17E+06,809395,259222,460939,356817,775085,220063,706765,2219.18,89330.1,51121.7,6964.39,9057.44,6018.13,1677.42,0.741
1.54E+06,1.04E+06,888064,346375,582849,433873,806018,296667,700532,2468.64,24962.8,68312.5,14530.8,9094.05,5437.92,1187.02,0.7637
998008,652232,918086,279679,481104,342768,842151,218539,767859,2922.15,35938.8,72749.7,12204.5,10347.2,5829.73,254.989,0.7642
784169,473860,992913,338398,548184,354691,927315,248920,815679,5211.56,89916.6,57742.3,12755.9,13629.7,8730.01,1424.61,0.7692
1.75E+06,1.26E+06,833761,213327,368985,287745,769399,186953,684644,2339.77,21236.4,53272.1,8137.02,7241.5,6181.23,874.166,0.8678
673313,416267,970502,234367,364654,249946,875358,178005,789979,1116.67,11071.5,70643.8,10922.7,7353.17,4630.55,272.251,0.8814
1.68E+06,1.20E+06,838668,278424,487083,365546,799488,228537,730973,3109.13,88038.6,151494,12755.6,8136.69,5702.33,855.897,0.8892
1.35E+06,825222,982423,606836,760058,444259,1.03E+06,421300,864233,5572.47,64927.2,82210.8,20883.6,17257.6,11689.3,2030.39,0.8958
1.47E+06,1.11E+06,795976,246293,437492,334889,783828,193838,762369,2168.96,3585.09,116543,7087.53,12107.7,6155.75,709.885,0.9938
2.52E+06,1.61E+06,939868,383428,616521,427083,866138,293401,784103,8178.34,31018.1,79034.6,11995.6,11636.8,4642.37,1093.42,1.0014
1.73E+06,1.18E+06,880585,308904,553469,400707,828739,255503,725402,2151.03,14547.1,98334.9,9634.64,13293.3,6305.53,1083.41,1.0158
1.60E+06,1.18E+06,816696,300183,562452,402590,838250,236832,760497,2174.22,7959.46,44182.9,8505.08,19098.9,7069.76,716.138,1.0296
1.79E+06,1.21E+06,891951,406080,667950,466590,858935,317318,767836,1999.37,25070.2,53070.6,14267.5,17488.8,7972.26,636.642,1.0818
1.34E+06,1.07E+06,748176,128989,246937,214977,689200,117209,660302,754.586,20948.6,49537.2,1350.5,3135.05,2119.6,-725.823,1.0946
1.35E+06,1.00E+06,804808,212665,276985,212270,782923,171889,742334,1768.53,89426,59691,18906.2,10798.2,4719.34,421.142,1.1029
1.80E+06,1.39E+06,776044,179587,221130,184397,719524,159520,675478,519.979,19628.6,42674.3,4440.29,3771.44,3513.28,-534.663,1.1105
1.40E+06,1.00E+06,841418,315550,356279,277265,770986,268899,704094,2315.48,17969.4,49989,11312.5,2575.37,3443.37,430.349,1.1301
1.34E+06,879591,915343,310053,525831,371456,849356,241760,769490,2211.79,276.975,103436,10874.6,12762,6044.37,359.68,1.1631
1.45E+06,1.13E+06,770700,175416,342309,288388,712185,155002,679019,1743.46,8046.16,34288.4,10148.1,3307.98,2724.25,338.491,1.2023
1.53E+06,1.09E+06,848254,274400,516887,399119,777043,236041,697507,1971.81,23608.5,41801.2,6769.25,7320.35,5399.03,706.275,1.242
1.65E+06,1.16E+06,854279,321690,543408,416730,782389,263824,731601,1413.95,56578,50978.8,11674.4,8610.71,4385.98,1702.29,1.2642
1.44E+06,1.06E+06,810531,210294,357719,274481,781953,180784,697939,1218.15,11872,37527.1,4509.72,6349.09,3013.69,-252.778,1.2914
1.75E+06,1.32E+06,796051,150390,227819,179739,760499,125927,716558,3691.83,25693.9,80113.6,5645.95,3788.45,4922.58,676.072,1.3266
1.65E+06,1.18E+06,840154,304434,529941,385850,824062,234990,777312,3170.7,44593.6,55976.2,13452.2,13338.1,9355.19,1103.56,1.3441
1.45E+06,987872,883541,367291,447148,318613,842053,276230,797794,3037.63,79544.7,43592.9,8932.43,6731.8,7597.21,811.491,1.3574
1.52E+06,1.12E+06,819231,168438,250532,190166,790464,142225,710583,989.652,39842.5,58719.2,11343,3312.37,5356.45,123.439,1.42
1.59E+06,1.15E+06,830020,165113,262202,207444,758380,145565,680573,1019.8,10547.3,63704.6,4767.88,2818.25,2800.73,176.689,1.4234
1.27E+06,907478,839110,205398,341229,239384,855268,165662,743915,3424.21,47636.4,109135,13682.6,7298.94,6113.15,1155.02,1.4742
1.30E+06,946153,827436,332718,394770,280376,844802,259806,768384,2717.52,23973.5,87677.8,12666.7,10272.4,6871.29,335.046,1.4867
930122,605535,921620,252816,425125,299916,850488,200264,757447,892.695,5306.26,103212,16480.5,8063.68,4791.54,645.459,1.5629
1.69E+06,1.32E+06,767288,200786,339175,281401,723185,174244,691396,4228.5,15766.4,47128.7,5431.39,3071.94,3669.92,2027.02,1.5794
762957,581205,787630,202522,234338,188250,746895,174107,697924,1214.75,7543.51,51842.1,14689.5,7055.12,3558.36,215.331,1.6127
1.61E+06,1.07E+06,900472,377362,667893,481472,832314,294015,770088,2307.3,24597.5,87739.1,17419.8,9278.02,7915.19,801.186,1.6659
