"Comp-Alexa Fluor 647-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A"
1518.01,4177.59,2334.88,-163.554
1695.82,15583.9,2051.55,3215
2089.15,4885.27,715.47,643.192
4258,16983.1,4337.36,969.992
1637.12,3113.11,3702.61,384.977
3614.69,18422.6,916.191,3197.38
2709.5,11979.9,1547.92,4848.72
2308.35,4974.78,2836.66,566.224
1739.12,2631.7,4451.58,8.24127
510.747,2883.78,1486.8,801.767
3499.44,4167.16,3694.02,816.756
1797.85,3817.52,6284.41,557.968
1235.08,1853.81,2377.07,151.05
2365.11,6362.56,4921.44,495.693
1434.09,7005.87,431.674,700.522
6345.17,22446.6,5874.69,5803.54
2148.37,6951.51,3120.15,1777.54
4788.09,7353.99,2632.97,36.1265
2068.75,3416.75,2506.56,-752.673
2359.84,8754.17,190.528,1738.55
2617.99,11288.5,2786.02,1993.92
5940.36,12323.9,3730.99,1708.34
299.365,513.822,2276.9,393.456
2714.96,8139.45,339.156,582.013
2479.32,7383.81,5744.1,85.168
3013.35,23486.1,1274.07,4046.47
1373.85,10660.9,2577.06,2260
2931.88,10699.1,3139.56,1854.82
2057.97,10428.1,3306.61,2549.39
4284.8,12945.5,2188.68,3959.57
1610.66,9243.85,3381.82,7239
2473.42,2668.22,7383.78,214.717
3899.57,5423.16,3338.23,559.429
3844.09,11155.5,1884.2,3929.79
3004.4,10690.3,6772.98,2604.04
2624.32,4722.62,1583.05,195.997
1551.58,5127.5,2659.5,419.153
6288.79,13976,9955.72,391.471
6270.12,2999.07,1837.46,1128.23
3898.16,24298.4,2026.27,5070.86
2205.85,11554.4,1106.45,4063.58
6860.85,22820.8,19391.2,2437.15
925.92,4598.29,2284.89,597.773
4740.56,10715.2,4356.52,2037.24
1502.43,1504.62,2370.16,323.797
3205.31,8894.67,5189.53,838.22
819.103,2702.5,2164.52,314.77
2870.17,10519.2,-747.287,2603.5
4078.45,10734.9,3235.63,1874.5
3726,12043.4,2210.14,2520.64
3911.94,4371.78,2192.35,491.169
4419.5,7568.91,3496.59,1037.08
1101.66,2252.18,3229.81,70.5951
2364.27,4813.42,1800.66,-73.6104
2381.07,2868.33,5334.65,398.955
1880.61,5707.06,6675.52,352.299
3930.48,14675.2,1098.9,3210.86
351.723,2740.62,2197.1,24.5014
2640.61,4459.49,1116.59,381.31
2533.83,3717.52,1375.95,506.273
514.578,1907.17,2477.95,432.764
2660.04,3221.14,4161.4,212.664
851.648,1248.2,1638.7,277.251
2306.73,3420.54,2715.49,830.084
4279.44,7571.13,503.01,2392.69
