"Comp-Alexa Fluor 647-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A"
995.643,8514.49,852.762,1903.83
2646.62,8773.76,3952.11,5797.16
1080.5,6477.56,779.965,1014.44
1181.48,6448.1,2245.05,2382.62
1077.66,7735.14,1119.9,2302.91
991.414,7657.39,411.4,1611.63
1630.96,6868.74,3654.63,1291.82
1009.59,7191.41,-412.429,1641.27
1341.77,7158.93,1415.12,1312.25
2107.23,8546.37,2500.87,1616.97
1121.52,6584.89,3461.62,1293.78
527.456,7186.48,1549.26,1139.02
1122.8,10505.3,2626.48,1131.54
2005.32,7469.08,1348.07,4728.09
1864.41,10049.3,2399.25,3812.18
1110.53,9305.97,1213.19,1310.94
853.826,7667.25,3892.61,1460.3
1855.34,8607.02,2847.01,2376.37
1536.77,9443.26,1404.38,738.801
1348.93,9057.28,3489.72,2003.25
1197.63,8389.69,1555.25,2692.85
988.739,7262.35,1249.29,1273.25
1164.12,7362.25,-234.203,2074.39
1074.64,10752.9,4410.45,2034.8
1175.44,5540.25,3830,889.547
1515.2,7814.94,2941.18,1484.99
1393.8,10193.8,2002.07,1423.16
1469.69,9663.48,1989.64,2107.25
1469,10673,1132.75,2440.79
1009.7,8448.4,2596.26,1771.23
1935.17,6622.11,505.42,1247.91
1078.06,7812.74,1698.15,1933.7
1232.2,7193.59,2984.56,1492.59
995.158,7507.09,1643.28,803.452
1096.93,10866.8,935.288,2335.64
1074.4,5475.36,3332.16,1033
1814.98,6647.5,3703.66,1240.05
1372.64,9851.14,2179.72,1893.45
1096.84,8369.53,610.441,1863.82
897.693,6519.12,716.784,1105.7
1523.84,7286.25,983.492,956.476
1500.26,8205.7,1795.13,2582.59
1446.06,7557.8,1943.61,1203.15
706.936,6513.23,1725.45,1902.99
1590.59,8195.46,2129.38,1252.1
1437.43,6903.31,1834.35,2069.69
1325.2,8303.43,1488.81,2058.33
1576.77,10584,1429.95,2901.46
1024.76,6332.66,1373.6,1700.66
1384.39,9174.01,964.189,2419.44
1349.15,9226.57,1389.41,1563.27
1651.62,7612.4,2137.46,1672.04
1584.3,8433.39,1695.21,1894.18
1000.93,6481.45,534.29,1581.05
1162.03,5762.69,2167.58,1569.02
2069.31,9576.64,1443.6,6210.27
1204.34,6875.35,1807.98,1395.36
1317.16,7646.72,2314.31,2210.51
1017.02,12003.1,3450.46,1416.41
1338.02,6433.13,4113.54,1214.26
1176.88,7202.97,3451.57,1179.45
1007.32,7798.71,2686.6,1372.56
1149.97,6634.88,2708.8,1305.52
922.667,8463.25,667.833,1418.63
1031.3,6488.62,-197.602,2310.34
1113.96,9299.17,2588.52,1347.23
935.314,9471.2,1749.93,1243.5
1234.1,7145.72,4102.38,1337.03
883.485,6701.83,1860.34,1402.53
1418.7,7964.13,1247.47,1674.69
1617.97,5972.85,2275.36,1257.29
766.711,6584.15,1998.85,1836.31
1151.66,7169.54,2376.26,1988.76
662.679,7497.09,1859.04,1088.6
2664.8,8688.71,3140.68,1776.79
1128.13,7122.01,1783.32,1686.94
1271.44,8482.59,1101.86,1945.41
1740.61,9518.49,1006.76,2012.57
1842.74,7882.28,2732.32,1779.77
9898.65,15057.4,40399.6,4711.51
1452.27,8562.39,1302.26,3975.77
1106.25,8401.67,3352.38,646.038
1725.41,7249.06,3215.73,1903.9
1607.66,9130.23,2656.36,1487.08
1916.03,8817.74,3315.11,2028.56
1593.99,7383.84,2975.17,1215.37
1683.71,7904.4,767.213,782.174
1524.34,15943.5,247.225,2440.91
606.599,7000.39,2873.2,816.336
1132.63,7702.79,1591.76,2183.31
422.695,6597.84,1478.45,1198.42
629.182,7656.76,1995.61,1253.13
2230.71,12368.7,3599.43,3603.89
821.764,4398.56,3301.08,1582.89
1159.51,13812.1,4297.01,2645.57
1312.97,6283.43,1696.32,2068.94
978.902,8428.06,2232.99,2260.89
