"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
18023.9,16131,73226.5,723.75,695,68247,193.845,1320.02,855.795,328.566,856.979,189.95,0.561648
20232.3,16480,80457.8,742.5,660,73728,27.0863,5142.13,3984.25,1483.69,-99.5834,1107.7,0.567808
16974.5,15296,72727.7,611.25,560,71533.7,2948.07,3584.84,1676.42,1403.89,153.093,921.525,0.584237
11065.6,8609,84236.6,888.75,769,75741.4,463.615,4651.57,2427.72,1128.44,385.286,524.796,0.595531
15239.4,13156,75914.4,780.75,704,72680.7,3200.32,3399.35,1615.72,1248.8,912.668,931.572,0.664326
14687,13074,73621.4,699,646,70912.8,15332.4,2827.11,1047.75,509.45,-335.473,534.54,0.696156
14359.6,12200,77137.1,819.75,780,68875.8,1506.9,4216.23,1995.41,1987.45,673.261,723.63,0.716691
21842.7,19719,72594.1,690,631,71663.8,1721.37,2923.43,866.055,271.541,21.9122,768.595,0.726959
22746.2,19844,75120.8,465,432,70542.2,1724.01,2845.81,1592.27,1590.74,226.839,787.199,0.757762
20458.7,18038,74330.9,538.5,498,70865.7,2790.4,3412.47,1136.89,670.294,-51.0861,833.075,0.861467
13250.2,11069,78450,597,541,72319.8,598.617,4808.49,5207.45,1582.44,23.0576,458.15,0.95285
23057.8,20014,75502.8,813,734,72589.6,1389.39,5050.91,1455.44,1196.75,125.924,650.556,0.953877
16068.4,12960,81254.3,851.25,756,73793,2738.7,4471.46,1782.15,1394.77,864.298,794.439,0.955931
16087.5,14108,74731.4,826.5,732,73996.6,2925.51,3972.85,927.684,1619.93,717.79,788.106,0.956957
18205.4,16548,72100.1,570,544,68668.2,4622.81,2827.75,5707.47,1369.32,123.088,198.236,0.97852
21828.2,18533,77188.4,605.25,549,72250.8,637.335,3772.11,5354.45,3157.52,-40.3633,837.898,0.983654
