"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
23678.8,21112,73503.9,642,572,73556.1,2580.87,3406.73,1151.21,1523.05,522.997,671.303,0.527177
22935.7,19993,75181.9,810,745,71253.9,2732.99,4695.51,2019.22,1140.72,716.246,1250.08,0.636962
16532.3,14151,76564.4,640.5,583,71999.7,25149.8,3900.88,1085.3,925.57,-163.442,830.257,0.662855
14158.3,12517,74129.6,741,689,70482.1,760.9,3487.43,1412.46,521.218,363.981,664.393,0.679427
18591.5,16589,73447.2,606.75,573,69396.1,192.472,2371.7,1451.88,591.879,553.593,323.574,0.708427
18625.9,16906,72203,500.25,474,69165.4,4147.55,2692.42,622.018,422.224,9.38095,15.0038,0.751926
20798.6,18884,72180.5,654,624,68686.8,1358.39,677.948,629.621,507.632,677.134,-75.0014,0.792319
18826.5,16497,74790.2,498.75,453,72154.7,20959.1,3209.06,652.954,407.165,57.1788,392.095,0.838926
23594.3,16988,91021.8,732,648,74031.4,1152.46,6607.79,3064.41,2486.66,360.151,539.745,0.85239
13739.9,11840,76052.1,857.25,800,70225.9,1674.85,3952.36,2859.35,728.45,273.962,245.671,1.01189
18695.8,16669,73504.7,600,589,66759.9,1347.99,3162.88,963.212,344.897,40.7808,774.283,1.03364
13424.4,10972,80184.2,773.25,716,70776.1,173.651,3672.74,2773.75,1535.02,345.986,627.572,1.03985
21523.9,19153,73648.6,600.75,549,71713.6,5330.61,3667.62,1014.9,1612.6,82.5374,613.843,1.0471
18247,15196,78694.2,570.75,536,69784.8,620.201,3852.68,2228.93,1239.77,-13.9013,712.418,1.05643
14832.2,12624,76999.5,589.5,564,68499.1,136.816,4232.34,1709.87,1172.51,-56.0628,166.729,1.06471
8498.16,7393,75332.8,568.5,497,74964.2,-9.76472,3901.47,3173.63,1555.26,117.704,408.98,1.06575
15679.6,13809,74413.8,731.25,673,71208.3,655.948,3863.99,3359.52,705.649,111.96,473.016,1.073
27574.8,24536,73652.7,429,408,68909.2,2330.76,3395.6,1502.17,377.018,270.554,-103.916,1.07403
24940.7,22836,71576.3,631.5,592,69908.8,3864.54,3188.37,684.983,868.846,391.913,492.316,1.11028
16179.2,14216,74586.6,658.5,620,69605.6,619.499,908.366,463.013,-51.0819,789.558,-133.676,1.13928
10670.9,7881,88735.8,878.25,745,77257.7,1836.45,5028.7,3082.33,2461.48,445.669,869.906,1.16
18946.6,16892,73507.3,675.75,604,73321.1,244.05,575.053,296.642,857.257,786.199,333.892,1.1745
9360.78,7448,82366.8,788.25,700,73798.2,817.526,3646.58,2305.48,1114.65,25.8318,250.412,1.19521
13516.1,11245,78772.2,831,761,71564.3,3091.52,3804.6,1959.95,363.104,745.838,974.132,1.22525
18608,14987,81370.3,1137.75,971,76790.5,97.4722,7646.27,11026,3682.13,714.52,1225.81,1.23767
11688.6,10348,74026.3,522.75,504,67974.1,26429.8,2054.38,472.907,220.373,453.042,398.659,1.31328
26136.7,23108,74125.5,351,336,68461.7,194.629,4094.87,2588.35,1217.75,3.67838,136.754,1.35989
24358.6,21985,72611.6,606,561,70792.9,1391.93,3425.06,792.171,1174.1,662.75,568.391,1.37646
10496.6,8021,85763.3,858,693,81139.8,349.467,5471.32,2149.26,2815.4,202.134,887.406,1.39717
20042.9,17696,74227.5,552,528,68514.9,3450.59,3583.8,1615.47,1114.99,375.205,424.387,1.41064
20846.1,18420,74167.8,379.5,372,66857.3,379.296,2736.18,805.06,1113.37,456.825,319.471,1.44067
26800,21868,80316.5,356.25,364,64140.7,2094.58,4640.13,771.21,1880.83,279.583,361.188,1.47796
10576.5,8180,84736.1,599.25,548,71665,954.908,4134.4,5538.66,726.764,536.62,801.805,1.50385
