FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.99E+06,1.39E+06,857691,229634,460808,361860,764066,188197,732108,2215.66,44173.4,70523.7,16702.9,25278.4,10965.2,2047.25,0
1.48E+06,1.05E+06,843566,302021,340224,234984,868715,229894,788245,1571.22,36854.7,65469.6,19778.5,20189.6,8352.33,1930.35,0.0003
1.11E+06,785463,844340,401796,512802,390160,788603,323175,745966,2191.89,17743.7,59270.9,28448.8,13414.5,6823.73,1524.98,0.005
1.75E+06,1.26E+06,832928,236310,435362,312822,835034,184249,769535,1175.04,21045.9,66614.4,14168.8,31200.1,7820.89,2021.85,0.0167
1.07E+06,744134,859289,300404,367692,262217,841347,236031,763640,2154.15,56434.1,74741.8,50338.5,15657.9,9590.45,657.958,0.0178
1.71E+06,1.16E+06,884135,299457,488319,368814,794415,247822,725012,3161.66,16924.6,103151,37023.9,19653.5,14019,2294.1,0.0325
1.67E+06,1.18E+06,848744,234299,404815,298674,813225,188072,747478,2007.04,15534.8,65728,10863.4,22443.4,9553.98,2003.28,0.0402
1.29E+06,997572,775937,155828,177636,137669,774186,131782,709482,660.47,71353,28599.8,31961.1,5368.9,9668.76,156.373,0.0787
1.49E+06,1.07E+06,833948,311107,394231,280033,844682,240860,774990,2462.65,54178.5,72229.7,28058.5,23056.3,7776.97,1088.83,0.0835
1.88E+06,1.28E+06,880078,247856,388854,279418,834995,200887,740285,1414.39,123492,46331.9,41066.2,11229,28605.2,1605.4,0.1218
1.62E+06,1.01E+06,961510,320519,427430,250536,1.02E+06,202195,951119,2678.8,110520,53069.5,14631.9,12262.1,10929,1092.23,0.1252
1.64E+06,1.05E+06,933291,207979,297045,202865,878551,146623,851078,2189.48,18203.4,59915,13083,16720,7547.98,1740.75,0.131
1.49E+06,1.09E+06,820035,249603,409629,296713,828333,192866,776507,1540.56,37274.4,63109.4,12246.7,19791.7,9262.29,1637.05,0.1312
1.38E+06,994321,831815,292519,462469,340545,814816,224046,783371,2856.67,101478,61791.5,20239.9,14630.8,11877.1,1465.88,0.1342
1.25E+06,862693,872802,363161,456043,308222,887755,274597,793515,1751.32,55947.7,65909.7,15460.7,19483.4,11757.6,1625.94,0.1376
1.31E+06,874135,900879,496187,687932,465486,886728,365109,815407,4088.07,65213.5,78329.8,26798.5,14386.8,13146.9,2455.51,0.1382
