FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.12E+06,654500,1.02E+06,311418,598230,408321,879058,224660,831704,2510.98,8287.58,59556.9,20287.5,12841.9,10284.5,1061.86,3.8586
1.18E+06,877009,809306,141607,205507,150510,819244,114349,743026,3039.95,12015.6,32626.2,3591.37,3601.06,2273.05,127.652,3.8646
1.76E+06,1.24E+06,852377,445281,556544,390535,855049,346237,771636,1786.48,121571,69439.1,22586.4,12662.8,6746.01,1548.98,3.8845
1.96E+06,1.46E+06,805653,165899,272830,219092,747166,144445,689115,1552.44,27523.8,51276.6,42473.2,5102.3,11002,1291.74,3.9017
1.70E+06,1.28E+06,798156,272991,439852,317561,831056,210467,778242,6989.74,9189.31,83360.4,13012.5,14400.2,6664.34,3084.66,3.945
1.29E+06,809569,955673,286490,460479,315914,874564,213170,806370,1342.04,7039.28,58034.1,15506.4,10070,5925.89,788.079,3.9634
1.51E+06,937824,964768,582735,898991,600173,898732,428313,816321,3322.94,25882.6,77893.9,27270.9,22721.3,13094.6,1776.07,3.9968
1.44E+06,999686,863775,317518,549162,400959,821774,248767,765820,1810.74,9196.31,72216.1,24621.3,19247.3,10226.4,1651.33,4.0066
2.07E+06,1.41E+06,879821,417959,614590,438600,840752,320460,782548,1472.15,26876.5,59820.5,18391.2,11769.1,9771.18,1486.19,4.0238
1.52E+06,1.13E+06,805121,217582,410951,322936,763528,181429,719559,1753.17,65590.6,59143.1,14676.4,18736.1,7474.71,3027.26,4.0274
1.30E+06,869440,900545,222945,374026,264735,847698,173227,772206,1694.55,5061.46,38447.9,17365,8255.04,5645.13,1283.56,4.0298
904867,572637,948106,387435,510766,358681,854407,299028,777389,2231.43,30011.6,55505.6,19924,15932.2,6871.16,1233.56,4.0761
1.45E+06,1.04E+06,839960,325411,466711,326374,857994,250355,779880,2247.03,20444.9,95042,33376,20746.8,9247.47,3439.44,4.0766
1.47E+06,1.08E+06,819809,292762,396318,288146,825245,237134,740751,1421.77,69982.8,51017.8,16144.5,14771.8,6010.51,1052.03,4.1163
2.49E+06,1.68E+06,887385,295990,594197,422890,843052,228497,777226,3520.85,37343,104240,26676.7,13042,7168.16,2278.46,4.1277
1.99E+06,1.34E+06,891461,490533,655867,450123,874250,367681,800476,2261.62,92019,57653.1,18010.1,13490.9,10079.7,1967.71,4.143
1.09E+06,752915,867793,320948,478649,338135,849333,254089,757879,1726.11,10932.4,103815,54696.8,11891.7,7002.99,1421.19,4.1457
1.19E+06,806651,887096,418621,581215,400431,870884,318207,789337,3491.22,31317.8,95205.3,37012,21564.2,7211.94,1442.67,4.1559
2.18E+06,1.59E+06,824931,217188,403905,309069,784106,179133,727464,1841.12,1707.33,68835.1,9733.96,13373.6,5891.94,1132.2,4.1894
642099,322076,1.20E+06,195028,338344,183121,1.11E+06,104836,1.12E+06,1820.07,12276.8,2887.82,2777.73,33.4027,-334.867,1649.5,4.1913
1.13E+06,804685,840005,263668,345528,263556,786614,219319,721328,2645.1,34260.4,77733.7,15263.4,10838.3,7561.34,776.312,4.21
1.78E+06,1.33E+06,799649,292884,505250,364955,830651,228173,770164,2423.61,73684.8,70289.5,14877.9,11391,8547.96,1143.75,4.2182
1.73E+06,1.18E+06,882232,268399,401077,282241,852626,204097,789034,1970.76,16164.9,50260.8,10470.1,10259.9,6995.69,1032.72,4.2476
1.61E+06,1.21E+06,802786,255101,419542,327377,768915,209503,730589,1574,7682.71,54850.6,13933.6,16207,7394.66,1180.06,4.2549
1.42E+06,1.03E+06,831789,296388,557889,410596,815238,236166,752999,1936.9,32883.9,59590.4,18230.1,14353.3,9505.8,1004.89,4.279
1.30E+06,955020,816319,232591,390544,288850,811240,188338,740980,869.819,52186.5,46881.5,16613,8757.14,7057.28,751.296,4.2809
1.73E+06,1.06E+06,976693,368076,693946,429844,968649,253148,872398,6446.73,145147,61233.5,20461.6,13592.8,10369,2845.34,4.2932
1.78E+06,1.23E+06,872856,292474,438879,330808,796012,232020,756332,1414.65,418815,231165,39852.5,8005.72,6671.59,2661.6,4.2979
1.52E+06,1.12E+06,814847,311313,454255,338490,805202,249298,749255,1891.86,196482,39905.5,11767.7,9398.34,7761.04,1677.07,4.3001
859032,562523,916264,190663,262318,195983,803083,152697,749181,2012.34,26512.3,240230,75969.4,9078.25,21471.2,417.856,4.3116
1.95E+06,1.42E+06,824049,262773,436400,351285,745378,225376,699559,1812.1,26472.8,277928,46161,13016.7,11635.9,1542.58,4.325
1.45E+06,1.05E+06,827706,240370,413484,304655,814333,197735,729370,2241.27,28345.2,48946.8,11321.7,11247.3,6249.27,1391.08,4.351
1.49E+06,1.09E+06,821168,266493,453541,346120,786214,221074,723268,1965.45,6877.05,37875.3,18288.1,8561.93,5469.14,1464.77,4.3541
