"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
23801.6,20568,75839.2,504.75,460,71911.5,5947.27,4053.19,4820.77,2014.41,-20.2599,681.951,0.607255
18738.7,16676,73642.4,585.75,548,70050.6,1784.46,3683.69,1862.77,1219.53,-42.9604,570.34,0.609424
26085.2,23593,72458.7,460.5,441,68433.9,599.979,3425.47,587.847,1657.4,-297.778,698.264,0.609424
13217.8,11500,75325.5,845.25,792,69942.3,1666.08,854.704,1183.99,673.236,417.138,257.601,0.613762
24903.1,21509,75877.6,481.5,469,67282.7,3521.01,5057.37,2465.75,1805.23,100.481,779.976,0.615931
34005.8,24115,92415.8,1097.25,883,81437.6,484.031,8484.36,3341.19,4689.25,540.26,1252.23,0.618099
27196,24232,73552.1,485.25,444,71624.7,1055.31,3868.98,903.101,1239.33,-92.2593,1015.79,0.630028
33702.2,24504,90136.7,968.25,824,77008.8,870.418,10624,4786.43,6069.7,75.6566,2010.33,0.632196
17871.5,13563,86354.4,601.5,543,72596.5,660.87,4687.87,1913.53,1305.61,265.428,1051.75,0.632196
24032.6,21065,74768.5,482.25,457,69157,1812.8,4511.42,1303.68,1863.26,66.0002,405.648,0.633281
26883.8,24847,70908.2,491.25,447,72023.6,1931.17,4517.79,2214.76,1934.42,181.291,477.174,0.635449
36024.8,30076,78498.5,598.5,552,71056.7,571.529,5234.71,2322.8,3554.75,-425.129,1116.3,0.636534
49685.5,40089,81223.9,554.25,477,76149.5,922.809,10849.5,2562.03,2975.32,16.4612,641.887,0.637618
26875.2,23053,76401.9,510,461,72501.9,1880.93,4989.87,4552.87,2388.4,-70.1815,755.674,0.638703
19099.7,17738,70567.2,501.75,462,71174.6,1320.07,2605.54,378.988,768.007,52.238,236.601,0.640871
25854.8,18831,89980.5,1023,853,78597.1,1777.3,8803.09,4080.77,3993.05,176.234,2343.51,0.644125
23737.6,20061,77546.7,528,493,70188.7,1090.47,4143.51,1835.77,1124.33,-215.642,867.534,0.647378
29883.5,19956,98138.1,1412.25,1124,82342.7,1161.73,7572.19,5298.61,5324.42,129.262,1789.01,0.653884
8430.18,5705,96841.4,653.25,557,76860.7,4463.85,4594.32,1050.1,2153.91,-34.4061,1045.26,0.657137
48966.7,37472,85639.5,695.25,608,74940.6,1860.6,8614.18,5407.91,3885.59,-49.5904,2249.8,0.663643
16733.6,14276,76818.1,741.75,660,73653.5,6245.59,4095.35,1294,456.528,431.789,876.349,0.665812
22201.7,18111,80338.6,800.25,735,71354,1978.54,6158.92,2771.01,857.428,-309.62,956.268,0.667981
19801.3,13908,93306,1401,1204,76259.1,804.213,7045.53,3425.32,3249.88,477.085,1337.54,0.673403
