FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.97E+06,1.23E+06,958500,278106,402044,290734,829715,216725,769933,3556.32,80844.2,137733,24718.5,17356.8,14232.7,3530.49,0
1.54E+06,1.15E+06,801506,268569,395595,297205,798630,214928,749745,1725.43,32037.9,64426.1,13773.4,12748.7,7660.51,2545.96,0.0147
1.27E+06,878099,864510,361815,651888,482754,810211,286245,758403,1962.09,31933.9,107040,21046.2,18615.3,8288.73,2348.87,0.0151
1.05E+06,627440,1.00E+06,148026,221615,135176,983674,102279,868363,2381.15,11625.8,2896.75,3955.22,-103.077,298.27,1167.49,0.0564
1.30E+06,902602,866647,362066,572813,417734,822743,280763,773748,1433.34,40927,55958,12461.5,8261.72,8020.71,1267.71,0.0785
714176,470224,911280,306200,322824,228906,846174,246524,745241,2215.49,33153.9,32383.9,10999.6,6571.92,8126.18,511.205,0.114
2.23E+06,1.38E+06,971035,478203,705506,478875,883954,360366,796196,4338.36,57567.7,220859,29984.7,27278.8,15467.5,2890.07,0.1501
2.10E+06,1.38E+06,914864,307729,527807,390609,810745,254959,724185,3766,11862.7,136616,131640,17475.4,31486.2,1935.16,0.1609
836108,655875,764878,390045,698421,681626,614784,379954,615935,1324.42,2596.32,2006.77,2005.22,407.699,701.189,37.3867,0.163
1.82E+06,1.39E+06,784049,158154,263697,193147,819159,128739,737092,2205.84,16096.2,71513.2,14706.7,4704.98,5607.16,1551.36,0.1727
1.27E+06,949302,803790,252575,292228,227642,770229,213676,709228,3030.62,15670.5,68376.2,20740.8,17319.4,6840.42,1086.72,0.2014
1.51E+06,1.11E+06,817880,243886,276081,212794,778446,206786,707647,2242.62,3695.05,111952,18464.5,6265.5,5453.88,368.37,0.225
