FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
2.23E+06,1.41E+06,950217,888027,698761,452197,927155,640607,831736,-292.351,27573.3,66929,54224.2,25642.5,15548.8,8657.47,9.68088
1.65E+06,1.23E+06,804171,487853,409963,301863,814865,386074,758175,-1050.94,50501.1,32688.1,7506.8,11724.9,6309.54,5243.34,9.68424
1.70E+06,1.33E+06,764039,386815,232843,172447,810138,307211,755471,-2110.42,130202,30479.2,10665.1,12104.2,6170.91,4029.48,9.68518
1.05E+06,786616,802417,466717,234382,181204,776081,396165,706852,-1451.39,99456.6,26331.7,30133.1,4633.82,5916.01,2658.67,9.68907
1.89E+06,1.50E+06,754428,343048,239333,171427,837674,273189,753430,-1537.22,30620.6,36322.6,15914.7,16257.2,7567.66,4999.21,9.69081
1.81E+06,1.17E+06,926626,756534,568773,384107,888461,537196,844981,-240.894,100655,126154,64319.3,9827.41,9693.27,7070.59,9.69511
2.42E+06,1.82E+06,798650,447481,294786,217483,813266,347810,771940,-1353.02,52962,36086.8,14642,24782.6,9471.45,9586.91,9.69551
1.69E+06,1.30E+06,779663,348108,290120,231983,750364,286743,728405,-584.214,49597.5,30513,10873.5,9375.74,4527.44,4238.99,9.69699
1.61E+06,1.15E+06,839129,632184,462617,324720,854798,472307,803101,-612.214,55357.6,46974.6,18853.6,12938.8,8758.26,7678.76,9.69699
2.47E+06,1.66E+06,896094,626137,492436,344673,857223,485028,774558,-1334.75,14703.4,57561.5,39733.9,12873.6,10902.7,13679.3,9.69846
1.80E+06,1.32E+06,817743,535267,431427,318100,813758,425233,755257,-1229.71,545074,32992.4,12859,22950.1,12120.9,5597.96,9.6986
2.17E+06,1.44E+06,903447,752796,642344,410509,938850,520655,867518,-707.928,43992.2,41138.1,36242.2,23658.3,10770.1,7620.14,9.70101
1.25E+06,928569,809250,462998,374586,286141,785457,393110,706669,-1545.84,40738.2,41326.5,23711.2,9103.34,5056.87,6176.05,9.70276
1.55E+06,1.08E+06,866036,661543,465844,330041,846883,534986,741937,-1436.87,47004.7,29000,20434,11153.3,7091.25,5191.88,9.70477
2.59E+06,1.88E+06,826714,514624,425052,294599,865689,367871,839355,-683.081,37154.6,52556.1,19839.7,15967,10244.2,7428.08,9.71135
1.23E+06,895643,826986,566137,470092,359791,783942,452097,751348,-1008.05,45032.4,35395.8,16643.7,15458.3,8991.79,5232.41,9.71269
1.48E+06,1.10E+06,808478,641582,505786,374346,810672,529171,727457,-1819.68,76457,41397.2,23964.8,16487.8,8869.85,4667.43,9.7135
2.53E+06,1.60E+06,948241,664183,449543,313518,860320,516523,771524,-266.011,32671.4,90141.1,33186.2,9427.7,7975.79,5685.83,9.7198
1.33E+06,764687,1.05E+06,1.06E+06,549725,341750,965135,731201,866986,703.879,54127.8,40586.8,25407,13697.8,10803.8,7880.48,9.72182
1.75E+06,1.22E+06,864251,430150,371563,266937,835169,331223,779204,-1639.08,45149,40090.6,19249.9,12735.5,8581.35,2829.41,9.72598
2.38E+06,1.70E+06,838752,597598,389239,294856,792059,490730,730665,117.437,67728.1,37324.9,35708.1,12916.9,14595.7,5935.34,9.73363
1.82E+06,1.29E+06,847142,702088,436664,304586,860179,527372,798778,27.3395,44167.6,61202.9,36598.4,13338.9,9175.7,7916.9,9.73752
2.43E+06,1.61E+06,902752,773611,569051,390762,873756,552492,840133,802.568,95960.2,52980.9,15809,28612.4,11006.4,8187.93,9.74208
2.34E+06,1.68E+06,832739,427098,330469,245193,808675,354637,722595,-1501.17,27974.9,78805.5,21984.6,8064.59,4354.77,4828.85,9.74356
1.82E+06,1.51E+06,723917,258126,190237,155804,732600,219148,706716,-875.063,47234.4,19027.6,9412.41,5636.62,4543.65,2773.59,9.74423
