"Comp-Alexa Fluor 647-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A"
2576.58,21157.4,2141.11,2195.23
1449.58,12243.1,3492.1,1467.05
618.65,9100.42,2363.81,750.116
2247.3,23732.5,2308.03,945.121
1244.23,10348.7,4955.94,806.048
1758.09,22619.7,1480.88,891.605
1358.03,21885.8,2104.76,1450.51
2509.53,41429.6,2255.83,1930.25
2533.64,26695.2,2817.8,1218.68
2216.81,19868.7,2378.75,1926.6
2199.54,48747.6,3636.21,1820.13
1296.88,15968.4,586.541,627.443
2234.76,14149.8,3214.84,1477.52
2983.79,18199.3,4320.54,1860.22
1996.44,20656.9,1859.13,1511.56
1780.3,19965.3,1585.08,1774.6
1314.37,12760.1,3596.23,1130.64
1937.28,14366.9,3438.83,2486.02
2532.74,10066.7,5126.92,1274.85
1938.1,46021.8,161.725,1629.55
2639.54,9923.2,2748.9,1767.69
2212.22,14140.1,4463.92,1643.31
2219.28,23584.8,4353.88,2042.72
2462.63,13886,2889.91,1974.49
2277.35,14040.9,4056.9,1946.5
2358.04,17264.8,3425.12,1558.88
1795.18,15860.6,1934.01,1958.63
1607.74,15835.2,2171.88,1438.68
1760.45,12296.5,2357.64,1362.26
2522.05,19255.6,2001.51,1755.88
1696.68,10963.6,1579.96,1230.83
2081.2,24257.1,1486.15,882.396
1362.49,10043.2,1776.37,1559.52
1543.94,10672.6,43635.6,1324.98
2997.98,14718.6,1192.13,7431.85
1451.38,9930.94,2316.94,1503.02
2592.28,13469.2,5111.15,1447.26
2569.41,20802.1,-21.8272,1376.41
808.96,9310.42,-808.673,508.016
2438.04,8455,8731.02,-0.263885
1683.41,48858.2,1947.49,709.006
2022.32,11298.3,1301.33,675.756
2216.3,13906.3,939.093,2364.83
4251.09,33395.7,4764.6,2925.09
2060.1,13047.4,3341.52,1970.64
1122.49,13580,684.911,966.961
1811.17,19237.1,2608.55,334.513
2390.22,11132.2,1374.69,2153.16
1432.48,12865.9,3229.43,1903.88
1804.82,11407.8,783.448,1014.36
1663.04,11301.3,3167.73,1325.98
2564.15,12269.1,490.926,2095.53
2079.11,20308.3,910.147,1975.37
1775.42,17764.1,1440.87,1622.29
3251.72,45766.5,-16.1667,1331.56
4077.97,70771.4,7057.77,3516.09
1755.89,12484.2,3164.49,1103.02
1560.89,24123,3416.56,2084.02
1704.99,27381.5,3244.88,965.686
2215.98,53659.8,2256.14,909.017
1160.2,12785.9,1070.44,1199.24
1820.35,13666,1282.2,2697.35
2983.58,21267.5,2859.07,1172.38
3053.19,13044.3,716.507,2493.16
1844.55,13368.7,2198.87,1203.4
497.002,3927.44,3056.05,398.938
2588.57,22441.3,3221.93,2863.96
2152.47,15696.1,3177.99,1209.26
1452.6,9977.17,1407.04,919.3
1311.87,12858.5,1665.27,1571.96
1859.07,21969.7,3198.56,1703.71
2524.22,14196.4,463.077,2045.08
1797.42,13510.6,1255.9,1477.87
2528.06,23775.1,2792.07,3879.37
1857.72,9587.98,2060.91,1162.68
1699.09,15998.3,1301.18,843.623
2309.91,21147.5,1790.27,1667.84
4151.62,43005.5,20643.2,3736.82
2403.22,18734.7,1568.98,2084.77
1844.33,20587.4,1063.15,213.282
1612.87,12368.7,-726.168,1935.23
1804.76,13106.1,1426.75,1944.62
1770.76,19814.7,216.656,895.018
1419.3,16419.9,2257.01,1458.8
1362.37,10845.8,2111.73,545.585
1163.81,11754.2,2606.51,1760.65
2387.13,19433.3,2589.09,1998.79
1982.78,13743.8,1250.36,1099.68
2063.4,12868.3,2066.32,1410.11
2026.64,10613.6,670.806,1896.22
1646.9,15129.1,1519.52,1324.28
2203.63,13610.6,809.004,4748.5
1649.41,15643.2,2406.36,2343.4
2020.61,11209,2866.25,2524.31
1845.39,10926.3,1352.79,1048.29
2076.25,18344,152.728,1842.91
1981.89,16589.7,2092.34,1608.75
1289.13,12763.3,5866.49,1020.89
3598.7,26644.5,3454.95,2212.37
1530.64,17823.4,2766.85,1420.5
1853.61,11464,1913.05,2639.73
2828.91,32640.9,3246.2,807.998
768.12,11016.7,812.889,1090.95
2325.53,14358.6,3532.84,2832.64
3539.63,23790.5,4729.31,2381.86
1726.8,13440.7,284.671,1307.87
1929.75,13588.3,3542.25,2113.08
1701.41,12516.3,4688.25,1547.5
1777.25,23348.3,3296.2,544.715
1589.96,15379.6,153.309,2459.16
1805.54,9519.82,2594.91,401.26
1927.46,12998.9,1683.44,1328.86
1588.89,19995.6,1827.33,2070.68
3279.08,15507.2,4056.22,1785.88
1628.75,14216.2,378.709,1237.58
1116.44,19035.7,1506.74,2063.14
1138.95,17972.3,832.295,598.848
1484.12,8618.58,-204.611,1508.1
1800.67,13614.1,399.687,1848.46
1101.87,14695.9,1281.95,900.808
2426.49,21271.6,3725.06,1718.93
2722.25,15934,2494.22,2165.78
1598.17,14481.8,2855.69,1799.39
1280.3,11611.5,1288.53,1649.81
1418.2,12540.4,4824.71,2070.43
1852.75,19455.6,2616.64,591.646
2537.03,50172.2,883.163,970.616
1145.42,13266.8,1847.9,1043.67
1331.29,11182.6,2183.22,521.479
1941.18,14297.3,2283.13,2813.6
1728.38,8646.09,1991.84,542.664
1622,21423.8,1759.92,1695.54
2736.98,26164,4168.07,1714.49
773.182,10160,136.645,505.621
1648.75,11392.5,715.832,1572.99
1860.27,16130.8,630.779,1078.47
3337.54,52080.4,3026.73,3802.11
1405.68,13118.9,1657.9,1050.44
2286.8,8916.93,3364.61,1489.26
1352.26,14429.9,2882.5,2261.29
1035.48,8936.01,334.924,1250.13
