"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
13622.4,12097,73799.9,126.75,133,62456.3,61144.8,312.809,472.399,-247.865,-831.296,145.004,0.565731
27292.3,25901,69056.4,155.25,173,58811.9,69990.6,330.579,113.061,-53.5324,-841.616,137.313,0.570025
22861.7,21783,68781.5,162.75,179,59586.5,82154.1,529.59,169.222,-278.195,-612.491,640.289,0.574319
27830.9,26369,69169.3,126,133,62086.7,62041.8,299.788,208.69,-225.27,-664.666,115.416,0.589348
24344.8,22865,69777.3,533.25,513,68122.9,67598.6,320.897,157.021,-62.6723,-353.841,-96.3352,0.603303
23252.5,22317,68283.1,204.75,221,60717.2,72219.9,370.843,197.707,-496.198,-676.616,-40.1043,0.604377
24956.6,23868,68525,172.5,184,61440,75049.9,311.249,52.2863,41.2935,-679.214,54.3307,0.676301
25182.3,23932,68959.9,195,216,59164.4,70910.1,378.103,206.322,-485.399,-804.033,267.008,0.705285
27483.1,26637,67617.6,161.25,185,57122.6,76148.6,325.745,-323.888,-15.6677,-482.386,-15.3558,0.71924
25066.8,24038,68340.9,163.5,162,66142.8,68068.2,212.438,47.9828,-118.737,-638.942,26.7462,0.739637
24431.2,23037,69502.3,204.75,185,72532.4,57161.2,357.872,164.889,-267.115,-146.301,-31.621,0.746078
22880.9,21393,70094,205.5,193,69780.6,89508.8,510.294,321.74,-529.137,-653.854,215.124,0.768621
22257.2,19825,73576.1,343.5,321,70129.6,111729,646.387,230.15,-267.875,-882.824,120.807,0.797605
17448.4,16185,70651.8,270.75,301,58949.7,59925.8,380.933,212.658,-245.467,-288.268,98.6588,0.834104
27683.7,26401,68720.1,141,129,71632.4,59596.3,311.34,-26.7712,-197.672,-543.303,69.2006,0.850206
25722.2,24458,68923.4,150.75,154,64152.9,73375.4,437.511,-81.1071,-37.0085,-154.831,207.313,0.892073
24569.8,23332,69012.8,223.5,228,64242.5,62947.2,437.132,180.893,-264.715,-409.68,51.3003,0.930718
20506.9,19581,68634.8,203.25,205,64976.5,72467.4,302.948,-286.159,34.5242,-1027.8,143.322,0.951115
27030.3,26049,68004.8,156,145,70507.7,86708.8,258.915,-135.388,-281.914,-699.011,221.17,0.957556
26242.3,24196,71078.4,502.5,480,68608,66931.2,703.786,244.062,-19.6746,-798.37,488.635,0.98654
27590,26490,68257.3,153,158,63462.1,60728.7,259.572,139.88,439.257,-765.099,-28.7007,1.01338
23140.9,22020,68872.1,155.25,164,62039.4,67969.4,266.825,358.112,572.096,-995.505,35.4488,1.01874
27396.6,26380,68061.5,158.25,140,74079.1,77881.5,390.808,-501.408,-37.3208,-432.809,157.301,1.05846
21207.8,19936,69716.8,197.25,160,80793.6,52277.5,342.863,180.184,400.762,-268.549,121.542,1.07349
43373.9,33809,84076.8,447.75,405,72453.7,117693,664.575,356.567,-199.505,-261.766,317.64,1.08745
26790.1,25901,67785.6,161.25,169,62530.7,77118.5,395.974,-214.569,-440.701,-274.342,264.383,1.08852
27441.5,25849,69573.5,234,249,61588.1,66668.2,414.635,726.196,503.037,-764.809,252.492,1.0896
25471.4,24125,69193.5,201.75,185,71469.7,73270.5,437.28,-513.399,-538.982,-692.554,131.923,1.14005
14308.8,13619,68855.4,460.5,467,64623.8,46789.6,414.752,-39.1244,585.87,-484.948,64.4669,1.24633
28382,27186,68419.1,121.5,146,54538.5,67785.5,220.196,-184.669,131.342,-485.471,-25.1855,1.2474
27235.6,26208,68105.5,148.5,160,60825.6,73329.7,234.107,150.005,-31.642,-763.594,-59.0031,1.26672
25499.1,24680,67711.1,157.5,140,73728,60971.5,375.145,38.2956,-177.561,-705.026,-90.6119,1.29034
25702.4,24704,68184.6,149.25,128,76416,68147.5,348.42,556.632,98.4539,-920.696,15.7901,1.29785
18783.6,17156,71753.5,177.75,180,64716.8,65243.2,698.408,176.404,-346.073,-406.965,117.147,1.3
27374.8,25969,69083.8,191.25,177,70812.2,75993.1,275.473,241.311,-196.777,-475.055,68.868,1.3
10525.7,9848,70045.8,187.5,152,80842.1,32790.1,267.343,316.644,45.1868,-31.2075,-37.6734,1.35582
25508.3,24445,68386.8,130.5,125,68419.6,46920.7,296.521,-41.9829,-134.917,-415.711,337.427,1.36763
19138,17552,71457.9,168,160,68812.8,57821.7,446.268,-183.144,-211.119,-326.146,259.48,1.39554
19591.4,18381,69851.7,207,221,61384.4,61762.3,315.918,216.556,75.3658,-650.48,240.82,1.42775
27310.8,25977,68901,195,189,67616.5,71553.6,407.307,288.782,-237.32,-388.185,-24.454,1.43097
10364.6,9760,69596,189,160,77414.4,23333.4,155.826,329.664,231.485,806.21,15.0331,1.49001
26134,24900,68783.9,175.5,176,65349.8,56671.6,420.043,-139.315,-135.249,-395.506,100.091,1.50289
20242.2,18589,71364.4,243,265,60095.3,70478.6,303.49,-245.402,-225.877,-167.376,96.5596,1.51685
17265.6,16389,69041.3,187.5,181,67889.5,43644.8,319.202,73.8938,-119.288,-213.474,80.8988,1.54154
28685.6,27312,68832,183,160,74956.8,63421.9,425.963,25.4828,66.514,-112.101,166.469,1.5673
25678.6,24512,68655.1,174,160,71270.4,78329,368.86,-15.8095,-461.763,-958.849,-91.9309,1.56837
23898.6,22709,68969.1,162.75,181,58928.1,54737.4,338.498,220.495,167.721,-29.7827,85.3778,1.63171
25208,23996,68846.2,153.75,168,59977.1,56184.3,318.085,50.3456,-353.048,-646.588,386.605,1.63278
27970.1,25803,71040.2,222.75,219,66658.2,71041.4,554.732,235.967,-65.7767,222.849,240.687,1.65318
28010.4,27272,67310.4,176.25,188,61440,78527.5,223.794,338.077,139.472,-1017.28,-124.852,1.65425
27625.6,26541,68214.2,228,221,67611.8,71994.4,278.095,114.952,-168.78,-806.634,67.3806,1.71329
25546.6,24404,68604.5,176.25,192,60160,73492.1,291.103,328.58,-166.338,-428.591,-124.324,1.71652
20359.7,19160,69639.5,220.5,216,66901.3,50003.2,389.88,286.086,58.7027,-763.177,535.461,1.72296
15283.6,15463,64775.8,152.25,163,61213.8,-1.26431,23.7293,-186.997,22.0365,-31.5989,2.7591,1.74443
24385,23416,68248.1,201,216,60984.9,86141.6,270.288,532.028,261.246,-735.966,246.035,1.80025
26568.3,25641,67906.1,152.25,153,65214.8,83716.3,444.464,17.9594,54.1454,-605.927,38.3697,1.80669
46508.2,36826,82766.6,363.75,302,78936.2,131669,779.81,91.5595,-185.765,-827.699,361.017,1.81206
16830.7,15249,72333.5,297,289,67350.1,66010.1,375.793,-128.072,-90.7637,-199.221,202.665,1.87754
20249.5,18528,71625,238.5,224,69778.3,54615.1,372.793,436.207,-166.548,35.6859,157.105,1.89686
14149.7,12800,72446.7,157.5,176,58647.3,61747,307.795,87.6561,-380.571,-589.752,285.902,2.01602
15917.9,14719,70874,512.25,475,70675.4,59036.1,376.941,-73.0243,-64.7663,-97.1555,45.2437,2.05681
29893.4,28628,68432.8,206.25,208,64984.6,99744.4,112.479,411.756,-318.692,-803.638,-111.923,2.06755
25826.5,24248,69802.2,229.5,232,64829.8,77528.6,339.46,-32.1285,-0.706482,-564.136,153.479,2.07721
26183.5,25273,67897.1,237,217,71576.2,120084,434.432,-70.4093,-199.2,-1287.62,106.297,2.09761
25867.4,24536,69092.1,158.25,152,68230.7,73544.1,354.82,-340.591,-347.255,-767.298,188.819,2.10727
16117.9,14660,72053.2,108.75,112,63634.3,49656.1,383.292,-310.544,-139.866,-9.7085,39.5551,2.12659
23570.6,22444,68825.6,131.25,140,61440,66349.5,349.81,-164.918,312.222,-696.357,79.231,2.13088
22698.7,21476,69267.2,235.5,224,68900.6,73836.5,281.353,-75.2651,-320.695,-72.0813,48.4513,2.15665
14574.8,12608,75759.3,339.75,308,72291.8,56040.7,446.544,320.439,-323.642,-312.154,130.833,2.18348
25233.8,24131,68531,167.25,147,74563.9,68489.3,318.153,-67.8805,-228.069,-575.864,102.028,2.18885
18832.4,16798,73473.2,235.5,222,69521.3,89213.8,395.867,166.825,-598.599,-577.389,209.335,2.24682
23384.5,21841,70167.3,290.25,289,65819.5,95038.1,606.208,361.236,94.2379,-809.047,161.614,2.32304
21449.3,19912,70595.8,193.5,204,62162.8,54567.5,354.873,-89.4036,81.4993,-703.683,104.993,2.3327
27973.4,26868,68232.4,132,128,67584,72841.5,175.468,-27.2986,-121.256,-583.32,121.974,2.36705
10515.8,9777,70488.1,240,197,79840.8,35224.3,272.922,515.271,85.362,481.051,1.70421,2.37027
24936.8,23701,68953.1,155.25,149,68285,55129.1,337.737,271.003,-309.83,-819.273,-65.0426,2.40355
28232.2,27042,68420.3,165,146,74064.7,72657.5,221.302,453.207,-467.848,-264.335,78.1132,2.43683
26110.9,25288,67668.7,186.75,188,65100.3,73442.8,311.386,-442.025,-205.202,-157.468,229.211,2.45078
27153.1,26581,66946.4,171.75,177,63592.1,68994.2,331.946,140.309,-417.177,-189.229,86.6051,2.53237
27263.3,26244,68081.3,166.5,196,55672.2,72255.8,342.365,-147.095,-79.8763,-577.43,-4.57976,2.54418
27166.3,25300,70370.3,409.5,368,72926.6,71184.4,479.596,196.247,-198.135,-111.368,321.442,2.54847
27084.4,25797,68806.6,192,177,71089.9,65030,372.575,436.409,-159.377,-727.377,248.859,2.56028
16393.7,15496,69332.8,168.75,184,60104.3,54046.1,287.302,-54.8655,-180.524,-616.237,247.404,2.56135
27493,26356,68363.1,169.5,160,69427.2,62979.6,355.738,-278.325,-132.931,-581.159,122.345,2.58068
26843.5,25918,67876.3,263.25,286,60322.9,59853.8,285.34,-454.008,-185.835,-273.906,11.1486,2.58927
14910.1,13512,72316.9,144,152,62086.7,60868.2,238.511,588.284,-277.298,-534.814,287.822,2.59678
18812.6,18185,67797.9,579.75,509,74645.4,56629.3,387.74,708.981,-100.614,-112.725,265.903,2.62254
25550.6,24405,68612.3,180.75,177,66924.5,59035.9,348.602,-34.7348,-391.389,-443.006,104.076,2.6687
19118.9,18081,69297.9,233.25,209,73140.1,60863.3,473.852,-92.854,45.5923,-355.326,254.099,2.67622
23368,22052,69446.9,561,532,69108.5,78089.9,240.579,5.82132,-37.5245,-530.729,114.167,2.67729
27464.6,26133,68875.3,139.5,133,68738.9,57691.4,290.559,669.082,-281.655,-541.092,179.312,2.70306
12730.7,12078,69077.8,136.5,142,62997.6,36153.5,226.476,389.976,-240.652,-203.669,64.2949,2.7213
27549.1,26729,67546.7,179.25,169,69510.8,69375,275.077,532.266,19.982,-557.594,-7.8578,2.72989
26316.2,24767,69635.3,232.5,219,69575.9,70992.9,502.113,248.522,-183.112,-374.173,416.609,2.73097
19283.2,17913,70549,270,253,69939.6,53092.4,561.41,-87.2758,-533.576,-468.444,258.939,2.74277
22372,21245,69012.6,191.25,185,67750.1,51123.9,415.408,10.0373,98.6649,-476.942,248.203,2.75995
20332,19010,70093.4,191.25,194,64607,65301.8,267.851,392.443,285.787,-1108.54,89.3677,2.7943
14502.2,13965,68056.9,118.5,121,64181.9,34104,202.457,316.18,-170.26,-42.8585,173.216,2.82114
16316.5,15676,68213.8,150,136,72282.4,30623.2,362.73,392.178,89.2234,-224.41,42.0926,2.82114
15675,13776,74570,283.5,224,82944,61106.9,257.92,-6.17627,-187.133,-458.272,-54.6739,2.82543
22253.2,21264,68584.8,177.75,180,64716.8,66753.8,301.964,-90.3937,-42.2593,-160.857,244.863,2.82758
21207.1,20010,69456.8,264.75,254,68309.7,50374.5,272.69,-352.058,49.1231,-733.433,295.775,2.82973
21475.7,19904,70711.1,270.75,276,64289.4,61937.7,386.62,-301.327,-308.196,-487.001,82.7314,2.83402
23119.8,21816,69452.7,201,188,70067.8,67891.2,249.724,-39.7267,-308.745,177.128,79.6676,2.85656
23863.6,22477,69579,243,217,73388.2,57649.6,343.677,-69.7789,-205.901,64.7866,62.6214,2.90702
26117.5,25093,68211.8,178.5,165,70898,67377.6,346.722,-427.504,-343.384,-256.372,-25.0323,2.91775
27081.8,26262,67581.7,164.25,146,73728,67028.8,165.145,93.2073,213.553,-434.355,-137.334,2.91775
22686.8,21520,69089.4,285,256,72960,78823.9,379.964,-68.2592,-579.088,-306.776,40.8832,2.95103
26728,25785,67932.8,123,121,66619.2,61539.9,303.747,156.672,-161.804,-521.855,40.3509,3.01329
28036.8,26425,69533.4,398.25,377,69230,65877.9,324.718,101.234,934.465,-945.964,177.407,3.01974
23150.2,22484,67477.7,183,176,68142.5,62066.1,274.997,-366.369,-176.151,-76.9587,229.1,3.02725
34677.7,26449,85925.3,327.75,273,78679.2,148759,544.177,812.039,-273.616,-845.283,321.339,3.04979
25092.5,23633,69583.4,202.5,193,68761.9,56766.5,365.096,-399.062,-43.5324,-454.367,258.503,3.05194
25650.9,24495,68628.6,222.75,235,62119.8,71099.8,335.906,-71.9811,-157.014,-813.815,41.4438,3.09595
25747.3,24388,69188.6,166.5,160,68198.4,61105.8,279.881,92.6746,-190.222,-485.698,80.7569,3.09703
