"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
31669.4,29617,70077.6,224.25,245,59985.5,147485,155.755,252.998,-129.359,-1338.54,-37.0735,0.438436
22987.1,22425,67178.8,141.75,137,67808.2,60206,369.027,160.328,273.193,-284.538,224.996,0.44697
26475.9,25448,68183.1,123.75,156,51987.7,55192.4,305.432,15.5138,13.5652,-296.519,-37.562,0.448037
18768.4,17956,68501.2,315.75,288,71850.7,48150.7,329.472,-62.1713,136.821,-256.235,-115.78,0.451237
25190.2,24065,68600.3,156.75,145,70846.7,59738.3,412.041,-382.701,-29.6299,-486.102,157.408,0.553645
24025.3,22752,69203.7,161.25,160,66048,68251.9,382.822,-272.732,-392.161,-376.172,56.2467,0.572847
6267.36,6057,67812.1,408.75,397,67475.7,438.437,131.288,-258.144,-75.2701,441.309,-33.3285,0.572847
20185.4,18873,70093.4,225.75,237,62425.1,63141.4,256.912,220.395,-267.962,-438.8,-48.6281,0.581381
21822.2,20608,69397.4,181.5,192,61952,81428.9,200.922,539.712,23.2177,-900.032,11.5576,0.60805
17326.3,16277,69760.9,202.5,209,63497.8,58388.2,330.808,-228.642,-219.426,-745.326,50.4286,0.640052
22593.8,21604,68538.5,255,240,69632,56073.3,310.858,-429.74,16.4934,-862.332,117.326,0.640052
18350.6,17459,68883,192.75,215,58753.8,43218.7,337.778,138.19,-73.6429,-304.837,323.394,0.680589
23352.8,21888,69921.8,192.75,176,71773.1,62980,268.844,319.101,-151.291,-132.213,61.6809,0.69339
24310.4,23301,68375.1,198,209,62086.7,86168,264.72,-368.2,-185.075,-698.879,374.473,0.743528
20902.9,19692,69565.8,239.25,220,71270.4,62849.3,284.824,317.034,-303.994,-453.713,57.3994,0.778731
25702.4,24745,68071.6,159,173,60232.5,52461.5,402.862,-259.87,258.369,130.423,142.433,0.781931
22231.4,21041,69243.9,120,113,69595.8,49952.9,297.61,278.872,-159.489,-386.4,178.455,0.874738
18290.6,16625,72101.8,91.5,113,53066.8,59709.6,190.404,-205.522,344.698,-458.54,303.184,0.907808
25665.4,24676,68163.8,136.5,144,62122.7,67064,357.641,223.007,102.439,-518.841,-28.359,0.948345
25875.3,24429,69416,271.5,249,71457.9,64003.2,268.149,127.642,0.898163,-469.8,-70.6305,0.968613
