FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
1.58E+06,1.21E+06,781239,404964,349375,269777,777031,320482,758165,-582.612,12104.1,34722.8,14162,14424.2,13115.2,2122.96,11.2998
1.68E+06,1.30E+06,773659,373629,191166,148632,771702,311056,720698,-896.221,11828.1,79543.6,28026.6,6833.53,14085.6,4062.69,11.3006
765423,552754,830847,740944,394225,276141,856572,556869,798332,796.79,46696.8,47731.3,53815.5,20437.3,13095.2,2265.81,11.3014
1.75E+06,1.38E+06,762719,457942,306262,230208,798221,360813,761517,-267.769,91789,44717.1,9526.72,14760.2,16445.5,4053.56,11.3123
969488,685910,848060,464065,340297,241359,845952,358342,777020,-864.498,38690.2,41054.8,8920.46,10495.1,12950.3,3803.92,11.3203
1.92E+06,1.55E+06,741885,362568,264200,218024,727075,311913,697441,336.287,88074.5,51718.3,10300.5,6495.84,9511.57,4459.04,11.3381
1.69E+06,1.23E+06,826997,748733,610035,439364,833070,575557,780530,1361.65,53176,75076.9,16149.5,11879.8,10848.4,8701.62,11.3401
882237,657501,805082,580298,289421,218936,793166,466088,747024,-1336.53,57142.2,42568.8,13485.7,9325.42,13459.4,3317.76,11.345
1.46E+06,976373,894648,714312,614902,450155,819587,557306,769033,2565.92,6750,54704.8,35872,16310.8,16563.6,4900.79,11.3474
1.70E+06,1.34E+06,763248,347461,309825,252475,736292,296895,702190,-984.21,46209.8,75751.8,8526.48,7054.24,8484.93,7063.46,11.3584
1.61E+06,1.21E+06,798860,705398,472277,318456,889812,510810,828564,-799.285,103015,53717.2,18818.1,22032.1,17591.7,7049.69,11.3735
1.56E+06,1.08E+06,869765,769325,654295,415769,944219,541190,852926,-62.625,205956,32475.6,18215.8,22713.8,22258.2,3152.94,11.3746
1.41E+06,1.11E+06,766331,492366,310461,226172,823606,377871,781801,-982.255,25621.7,62432.6,9903.43,12325.3,12826.1,3412.46,11.3804
1.01E+06,713433,848010,576456,374131,277136,809995,465769,742586,-1149.15,20443.7,51371.6,15156.3,13651.4,10461.5,4812.11,11.3898
1.02E+06,738705,829777,483722,437272,340159,771296,396369,732229,-710.885,38801.5,30752.2,9060.48,11557.2,14311.1,4217.82,11.3901
1.06E+06,734026,863055,513138,323651,228850,848550,396992,775538,-1796.62,19952.8,56021.2,25299.6,17904.7,15260.5,5573.41,11.3902
1.23E+06,844547,872794,720723,384559,271544,849717,562268,769089,1683.35,25857.8,49035,15606.8,11920.8,23395.6,2363.46,11.3947
