FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
1.98E+06,1.74E+06,682745,197485,142080,131948,646071,188918,627208,1252.39,1.99E+06,11770.5,141.593,1944.06,2394.32,1083.28,0
1.83E+06,1.61E+06,684943,231767,176574,164882,642546,219172,634481,-1066.68,1.75E+06,15902.2,3298.24,2367.55,2956.18,1154.69,0.537965
1.94E+06,1.62E+06,720511,331072,346738,291253,714302,283867,699776,2495.21,2.64E+06,13927,2862.62,1670.25,3924.1,1674.42,0.863874
1.88E+06,1.66E+06,678738,210635,145184,127668,682318,196106,644453,660.436,2.14E+06,10377.5,4661.28,1569.16,2667.36,1446.64,1.10415
1.98E+06,1.74E+06,684332,226270,147774,138220,641473,212207,639762,962.309,2.62E+06,11365.4,3983.73,1925.64,2551.93,1553.45,1.27346
1.80E+06,1.57E+06,687040,204648,141656,130847,649562,194347,631802,-409.269,2.11E+06,12387.3,6156.71,3606.48,2019.3,1405.25,1.31453
1.73E+06,1.51E+06,685245,253949,189149,171099,663297,234178,650655,-1198.52,1.70E+06,13911.1,2490.08,2002.13,2040.28,1941.35,1.47462
1.58E+06,1.35E+06,702200,180542,130624,119778,654328,168909,641324,799.696,1.69E+06,13171.4,3242.66,1235.8,1999.98,1445.81,1.48677
1.93E+06,1.64E+06,707584,209170,133233,117839,678382,194832,644154,-5104.61,2.24E+06,7298.44,3321.52,1158.19,84688.8,489.828,1.80123
1.96E+06,1.70E+06,690310,268577,236645,230078,617127,259420,621178,-750.439,2.35E+06,10774.6,2429.73,2754.73,2083.14,1037.14,1.80695
1.74E+06,1.57E+06,664598,248595,162835,149431,653820,231025,645632,-210.681,2.12E+06,10992.1,4673.8,1708.73,6425.7,1169.98,1.85669
1.89E+06,1.73E+06,656649,232787,144285,132101,655340,214857,650072,-304.803,2.26E+06,11379.2,3516.84,2338.66,2724.21,1010.89,1.90041
1.94E+06,1.76E+06,663833,206255,108099,96195,674247,191223,647167,-289.886,2.08E+06,10221.9,4224.97,1742.81,3544.58,1526.91,1.95126
1.61E+06,1.41E+06,684875,249322,167849,151504,664730,226239,661219,-416.267,2.26E+06,12115.4,4334.93,2163.93,2716.55,1236.96,2.33933
1.88E+06,1.63E+06,689703,259447,180081,165900,651286,246505,631501,-790.234,2.08E+06,12749.8,2985.41,1897.22,3485.49,973.473,2.38725
1.63E+06,1.39E+06,703584,259736,170916,149276,686979,232610,669969,-1107.28,2.57E+06,12658.8,3711.57,2263.54,3603.5,1199.85,2.97271
1.73E+06,1.45E+06,716639,174255,99349.4,87164,683879,164136,636992,-459.405,1.74E+06,10721.1,3608.77,1866.77,2901.67,1517.05,3.00484
1.92E+06,1.73E+06,666173,242089,154524,140691,658995,224101,648161,-598.448,1.90E+06,10052.3,3082.57,2257.18,1912.66,790.507,3.03418
1.40E+06,1.18E+06,711734,332375,180610,158632,683128,311382,640451,-446.258,2.17E+06,10958.4,4276.45,1784.71,3554.45,1924.41,3.26761
1.76E+06,1.45E+06,727522,351421,257210,232838,662804,333608,632036,1491.62,2.35E+06,11471.9,4064.52,1938.34,3923.98,1065.02,3.41484
1.72E+06,1.47E+06,703344,265789,154003,141508,652978,257072,620345,440.033,1.97E+06,13108.7,4078.67,1583.51,3274.89,1384.19,3.50662
1.80E+06,1.53E+06,703765,290466,298875,263947,679398,257169,677686,-5177.41,1.56E+06,9362.73,7724.11,2382.68,3689.29,839.289,3.59296
1.98E+06,1.72E+06,693031,220565,160032,145798,658576,208465,634825,-3183.38,2.14E+06,11035.3,2382.23,2615.15,1960.25,-54.1476,3.6072
1.91E+06,1.69E+06,677930,233083,133498,123784,647085,223831,624801,539.383,2.32E+06,10534,3572.4,1910.07,2411.28,1456.99,3.63347
1.92E+06,1.62E+06,710124,300393,227032,212473,641114,286841,628347,-5654.91,1.93E+06,14866.5,5113.25,3937.16,3312.64,586.496,3.64758
1.80E+06,1.58E+06,684439,250157,211066,179940,703789,225176,666563,724.696,2.30E+06,11937.5,1388.67,1610.99,2051.18,2016.64,3.75039
1.69E+06,1.47E+06,688190,192088,131398,120089,656502,178714,644900,-596.474,1.70E+06,12269.7,3518.88,1893.95,3831.58,1641.95,3.93423
1.55E+06,1.34E+06,695194,279996,220608,174530,758407,231989,724163,674.094,1.95E+06,18515.8,5059.91,1627.41,4142.58,1161.05,3.93493
1.59E+06,1.34E+06,713837,269407,197466,172602,686431,251376,643038,-465.831,2.00E+06,10206.3,2881.98,1555.36,3761.94,1504.76,4.01889
1.98E+06,1.79E+06,663474,180917,127082,120089,634937,169447,640615,-904.175,2.14E+06,10661.4,134.275,1881.91,2124.29,742.202,4.03872
1.84E+06,1.66E+06,662519,216652,118873,105892,673552,201316,645709,937.801,2.40E+06,10748.4,1258.92,1764.3,2477.65,877.063,4.08231
1.77E+06,1.50E+06,706466,270028,147861,127095,698036,251757,643544,603.277,1.95E+06,10150.2,2091.77,1754.26,4203.37,1852.6,4.29492
1.79E+06,1.55E+06,693203,216160,147707,135163,655682,200541,646730,-383.746,2.44E+06,9456.66,3485.9,1399.51,3046.13,1021.64,4.49105
1.93E+06,1.68E+06,688511,201984,140334,127469,660557,191842,631720,-4581.76,1.94E+06,7819.36,1267.78,2726.02,1992.82,1049.02,4.53352
1.76E+06,1.55E+06,678875,218900,139290,128636,649692,206196,636966,-2077.65,2.56E+06,9859.04,5153.04,2817.96,1407.26,753.607,4.59652
1.98E+06,1.79E+06,666298,259357,160340,146290,657625,239953,648520,-2553.16,3.66E+06,8332.88,618.746,3010.34,1554.66,768.115,4.62153
1.85E+06,1.69E+06,658320,230964,134604,132550,609296,225491,614564,-1007.92,2.15E+06,7817.62,1499.09,2073.01,1212.37,691.7,4.68481
1.72E+06,1.47E+06,703120,296497,204781,175724,699214,269403,660342,1503.72,2.05E+06,16592.6,1256.09,1989.46,3405.96,1434.16,4.75815
1.84E+06,1.64E+06,672586,200567,144606,120085,722520,176097,683374,1461.62,1.68E+06,10870.4,-2389.36,1465.26,1998.91,1451.87,4.80551
1.69E+06,1.50E+06,677527,263462,156464,137875,680897,242980,650576,-583.28,2.24E+06,10131.3,4721.14,1900.16,2926.62,250.918,4.85454
1.93E+06,1.72E+06,673126,200717,152301,140653,649690,187188,643366,-402.884,1.77E+06,12483.5,3159.14,1769.43,3360.39,681.445,4.88444
1.77E+06,1.51E+06,702343,352699,219723,205684,640954,340283,621892,-60.2307,2.31E+06,10115.7,2754.76,1853.3,3547.44,1612.19,4.98949
1.64E+06,1.42E+06,691551,199667,143115,125193,685893,183839,651660,483.349,1.71E+06,10502.7,1265.64,1514.97,3581.3,1301.31,5.06143
1.62E+06,1.38E+06,705304,279467,202226,185531,653992,265968,630453,561.118,2.08E+06,11065.1,1988.57,1301.03,3210.39,928.488,5.137
