FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
2.52E+06,1.43E+06,1.06E+06,326041,574598,358749,961003,221298,883987,2617.96,23790.4,277989,23760.5,13074.7,18346.9,1989.59,0
1.64E+06,1.04E+06,946226,355451,597461,410740,872758,282823,754078,4061.78,22376.3,78583.6,30333,15786.7,14003.2,1785.78,0.0469
1.50E+06,1.14E+06,789224,193669,285506,226273,757066,167344,694386,693.9,13573.8,32807.7,6549.88,3619.33,5765.41,164.271,0.0629
1.34E+06,1.06E+06,757442,171509,207667,174119,715604,155336,662471,1635.44,11245.2,62228.4,7795.64,3247.66,4993.41,157.617,0.0886
1.35E+06,965300,841246,324144,551680,395900,836091,254932,762894,2344.25,20711.8,65035.9,14880.6,10681.7,9773.43,1661.52,0.0975
1.74E+06,1.27E+06,822710,149528,265519,212851,748464,126245,710656,2673.68,3437.44,229446,12626.4,9804.89,5849.57,1001.17,0.1057
1.91E+06,1.41E+06,815956,318218,519672,401259,777062,260232,733694,2497.56,128047,65937,18047.5,14967.3,7640.74,2171.61,0.12
1.66E+06,1.19E+06,835285,323557,391391,273140,859760,253171,766811,3120.66,25557,95414.1,21028.1,15644.7,5394.59,1592.13,0.1381
1.84E+06,1.37E+06,809593,174911,343991,278686,740599,145691,720335,1871.28,32985.7,137172,18701,18756,32018.2,1052.91,0.1814
2.27E+06,1.49E+06,913952,358541,641262,437328,879791,281425,764412,3046.57,4386.39,87444.3,22806.8,10027.3,4954.68,916.319,0.2801
1.50E+06,1.12E+06,805761,203986,342761,261916,785201,169552,721852,1126.32,61069.7,32740.4,11426.3,10416.4,6416.33,1029.61,0.2864
2.02E+06,1.27E+06,951836,358452,456704,330021,830318,279999,768115,3789.46,15474.3,199548,54611.4,11647.8,20642.8,2174.27,0.3245
1.56E+06,1.12E+06,838095,295246,515539,390772,791570,244852,723490,1964.27,3323.17,52237,8037.17,12759.8,8795.29,1046.08,0.3394
1.59E+06,1.17E+06,812668,243688,396546,293464,810756,190157,768904,1702.4,51612.2,51395.6,14685.1,11279.3,8681.03,1423.9,0.3509
1.65E+06,1.25E+06,794057,244674,409841,321333,765264,214311,685005,5288.7,93377.5,40203.6,12468.7,8696.19,5999.3,1087.1,0.3779
