"Comp-Alexa Fluor 647-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A"
1779.67,11391.3,2567.62,1026.73
2156.43,12663.1,1821.27,1010.49
1608.99,16293.6,2444.46,1636.83
1837.28,17650.1,1414.18,947.253
1754.14,16973.7,1756.83,1778.83
1037.4,12479.3,675.005,1733
2715.04,32097.2,2642.44,4045.96
1531.85,8703.03,2879.14,2467.32
2114.06,20028.5,3784.79,1364.28
2471.46,12736.3,1970.86,6770.16
4935.48,34702,6333.96,3885.08
1987.41,12004.3,2121.52,1487.71
1960.58,26838,-212.409,2489.7
2076.9,29092.8,1035.98,2420.95
1839.36,50290.3,1175.26,2505.93
1853.33,9921.37,2210.78,1901.92
1653.55,38935.3,1457.69,1734.96
2745.11,15871.1,3207.47,2350.66
2115.83,6724.79,388.217,1018.17
2031.26,13595.3,3148.24,4500.89
2033.68,14159.3,2292.52,3542.72
3604.53,12611.8,7738.55,5636.51
1180.25,13429.9,432.965,2896.8
1994.61,14388.8,643.275,1900.21
1519.73,14038.3,1429.14,1388.38
1547.04,9551.09,2244.26,1277.38
1509.27,16572.9,2679.87,1770.33
2832.57,18561.4,3453.12,2280.73
1599.39,5510.38,5767.52,385.898
2127.53,12458.9,2670.57,1599.32
2014.28,16479.6,2951.02,1913.21
1652.61,13573.3,5363.63,1008.9
738.366,11970.7,887.664,1554.82
1891.04,24558.6,1969.51,1320.8
1695.92,11321.1,2084,1720.11
1382.45,8838.6,1180.53,1139.72
1322.63,9059.06,1345.53,1452.7
3124.88,15753.3,7357.58,2203.34
3178.33,25005.6,1980.88,4395.51
1849.12,13900.1,2976.56,1233.39
2627.48,22584.2,5414.15,1511.82
2046.98,12140.2,3564.66,1218.84
3321.71,21988.2,1356.03,2107.23
1548.87,12391.9,1550.57,1586.14
3256.68,37055.7,2900.94,2300.78
1132.41,13160,1712.41,129.853
2261.22,12706.4,1609.61,2272.26
1360.25,14516.6,1979.75,1167.29
845.691,27630.6,-296.328,2625.42
2002,41880.7,992.995,1733.92
2308.48,13761.3,1620.18,3075.34
1567.68,11184.6,2773.89,1069.41
2360.21,28201.3,1212.8,1796.15
3004.88,40583.1,7957.78,3267.02
2587.55,21659.5,1096.85,1497.1
2261.17,13117.8,1128.68,2562.62
2514.39,11131,291.555,1565.84
2488.93,49502.8,976.453,2532.35
1677.97,17430.2,2006.59,3708.07
3656.69,16769.4,5621.88,5571.62
2538.74,23524.3,1419.6,2218.81
1135.49,10088.1,1741.89,1876.77
3208.13,40570.2,6729.45,2344.84
1628.72,9911.17,820.713,2352.21
2388.94,13165.2,3773.2,1984.19
2496.64,22434.4,4976,1739.91
1656.64,13894.1,2330.67,1953.07
2556.89,16287.8,2412.24,2788.23
2294.3,17420.9,1774.66,2614.49
2547.5,28564,3030.65,2545.05
1346.97,11759.1,923.357,2220.74
2236.46,41718.8,1361.19,1638.32
1216.04,10791.1,-872.673,2107.27
1469.16,10527.3,213.392,1453.73
1697.99,11241.4,697.473,2562.14
2059.36,13365.3,1292.77,1027.07
1111.91,20694.1,1007.66,1248
2511.43,11571.2,1741.35,1005.8
715.579,10415.6,177.151,1156.64
2446.43,8830.36,31.5404,1586.18
3001.32,18946.1,3347.01,3139.41
2031.07,12930.5,3909.3,2851.36
1973.14,17959.4,3667.84,5224.27
1521.92,16810.9,30.4659,811.54
1239.64,10946.7,1988.07,852.37
1027.62,9244.88,-65.0289,2153.2
1433.82,13041.8,2340.14,1285.75
1931.23,13261.2,886.989,1714.54
1906.19,15645.2,500.766,1702.07
1291.19,39369.8,3250.57,2450.75
2240.19,25886.1,1084.47,1617.48
1121.42,10160.4,1940.06,1916.83
1956.58,13926.8,2492.44,2149.98
1796.16,13329.4,3407.74,2148.54
2264.49,12051.1,1778.69,4046.04
2189.72,14632.3,3540.35,1297.64
1347.2,12865.3,733.564,1196.33
1672.27,13460.2,2220.01,1520.69
2460.15,24035.2,2005.12,2592.48
1977.78,11509.7,-134.042,2711.32
2612.95,16434.3,1941,2108.7
1281.62,33506.3,-1286.51,598.216
1525.27,8567.19,940.102,1174.49
1069.07,7325.77,459.215,1526.19
1183.43,14293.1,-56.614,758.132
2229.65,15830.6,4852.22,6318.07
2426,19482.5,2805.35,1446.13
1234.08,12889.5,3529.89,1511.29
2381.26,40312.4,2976.17,1796.53
1931.08,21898.9,648.727,1239.35
1708.46,15866.5,1363.47,1783.08
1518.73,15111.6,1749.06,1262.89
1458.42,8792.6,130.082,2824.73
1900.02,21843.1,2152.65,1474.61
2240.4,15496.4,546.685,1533.38
2149.4,30214.5,1512.05,3449.4
2514.04,14091.2,1717.45,1961.83
1074.83,9274.86,284.519,1231.3
1429.57,10459.6,2889.82,2175.2
2263.28,25532.7,1750.95,1829.91
1628.79,24343.9,1069.73,1701.62
2819.09,38270.5,3113.56,2656.35
1877.61,11940.9,2037.19,2128.65
1923.47,50012.8,1754.69,2035.36
1572.35,44076.2,1291.21,3011.21
1166.96,25064,2330.92,1866.67
1493.11,59812.7,249.688,2026.96
2463.4,61746.2,877.242,2862.25
1174.48,10520.9,239.073,1656.51
1264.75,9261.37,-1577.21,1535
1364.45,31387.3,2376.76,2573.33
1744.45,19184.2,2285.91,1412.23
7500.77,33500.9,4170.72,6345.32
1032.62,10561,2287.6,1355.65
1523.18,11791.3,1049.64,2209.28
1189.37,9746.25,2465.52,1440.21
2929.12,18326.3,876.536,1345.39
9602.42,31549.2,4835.9,21073.8
2056.34,15933.6,287.741,1347.97
1872.43,22289.9,2617.85,2212.64
3852.21,42933.6,4060.58,3364.39
2329.39,24466.7,1057.58,1024.4
1776.71,10244,2982.87,1662.99
1928.58,13936.2,-188.496,523.625
2892.28,23998,2588.36,1574.73
2424.37,21740.8,2990.99,2172.75
2111.11,26901,2359.25,1320.87
1184.37,37523,-6.31155,3600.51
1526.53,10252.5,-243.066,961.497
2050.4,17895.3,1845.11,1396.89
2749.66,16568.4,580.09,2210.33
2644.05,16266.2,2649.66,9048.15
1341.41,16475.7,521.684,1823.47
1775.67,45395.4,1451.97,1763.05
1380.33,11026,1288.13,1840.99
1629.03,12535.1,1209.91,1362.38
2397.18,10491.5,1979.67,1965.04
1511.5,10469,2076.51,1098.48
1923.76,14120.2,1286.63,1376.49
2297.97,19287.2,2208.66,2624.04
1931.05,13526.3,548.346,1365.19
1460.33,20499,1578.36,572.386
1612.7,16591.7,2888.71,697.484
961.48,11525.8,492.553,1369.82
5724.07,50578.2,6310.62,5490.14
1745.61,11351.7,602.748,1357.07
5281.88,29268.7,7901.19,2686.49
1033.34,27102.7,2580.94,2354.13
2806.31,19981.2,3693.02,2481.69
2660.66,25117.5,5001.52,2357.81
2500,15879.4,5015.61,2338.52
3848.37,30077.5,4305.71,4774.54
1413.03,14878.1,1324.16,2128.25
633.048,50612.2,2308.36,1488.33
1718.27,24409.6,1486.63,2407.96
1856.88,39367.2,1874.58,3471.81
1669.92,14864.2,2487.56,2000.37
1861.9,29204.4,413.709,1367.51
5263.19,35420.6,7303.35,3035.36
1802.26,11820.5,3704.96,4528.47
858.839,11219.7,2038.95,1005.9
1925.09,40661.6,3125.63,1802.1
1184.97,31120.5,800.814,3812.44
1103.19,11517.3,2837.29,1647.58
1857.42,15472.8,-12.123,2112.93
2145.21,14150.9,3943.54,2027.84
2703.71,47093.4,1635.4,3721.11
1589.42,30273.1,1004.86,2182.69
231.941,5846.01,1434.64,-129.455
2598.98,19829.7,745.775,1887.36
1639.98,11381.3,1971.65,2198.91
2966.2,23704.3,1909.86,1838.99
1302.6,14205.2,2906.41,964.314
1312.94,15255,2173.02,1521.53
1246.33,13622.2,200.835,1855.09
2212.8,45647.8,4177.64,2750.3
3390.25,59521.2,4452.88,4159.67
4958.44,50139.6,2402.26,3701.76
2473.41,30751.6,906.586,3881.82
1613.56,32426.2,515.054,1809.56
2010.2,42126.9,-1130.14,2927.52
1885.35,15558.5,1985.67,7797.09
1701.77,13833.8,-51.5603,1673.99
