FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.60E+06,1.05E+06,916732,370338,566199,383576,885664,281575,789143,3028.2,73757.4,63575.1,12875.8,15970.2,12023.1,2765.91,0.0149
1.42E+06,943783,899902,269475,362634,252407,862022,208683,774788,1964.6,32289.8,47160.6,11022.7,6543.41,5768.41,1332.89,0.0404
1.31E+06,920208,854551,400834,656127,450082,874677,297630,808052,1646.67,134011,96359.7,34224.9,21415.6,14241,2496.98,0.0541
1.85E+06,1.25E+06,887004,267393,498856,369346,810389,218023,735866,1781.06,20459.7,54666.4,10463,11958.8,7495.65,1785.82,0.0691
2.24E+06,1.37E+06,983035,404701,651612,421134,928367,290503,835862,4082.12,72709.6,131291,59294.9,17682.8,10811.5,4045.58,0.0769
1.96E+06,1.24E+06,946983,311716,342695,220472,932622,221010,846251,3341.65,28233.8,69175,20180.1,29876.5,10154.4,1948.59,0.1002
1.77E+06,1.20E+06,886768,272736,369695,255205,869172,213359,766979,3154.07,156553,61859.6,28153.6,12678,7301.98,2593.13,0.102
1.53E+06,1.09E+06,846866,282621,344107,242033,853041,215264,787743,1669.72,44581.2,59428.2,18054.9,16704.8,7707.62,1463.05,0.1048
1.28E+06,909315,846178,312095,418206,300720,834409,238326,785718,4930.9,525197,52352.1,16508.9,7193.51,5929.25,3270,0.1284
2.06E+06,1.27E+06,974981,341130,491282,302264,975204,231531,884019,3954.59,45522.1,87614,18271,29838.2,19963.1,3800,0.1343
1.68E+06,1.19E+06,844207,158334,205237,140540,876207,121053,784784,2035.32,83174.6,48350.2,23720.8,9796.99,7837.3,1971.34,0.1449
1.88E+06,1.24E+06,908502,290252,467538,328177,854791,227505,765483,2316.62,42074,70081.5,29639.8,18894.4,9703.08,2460.05,0.1479
1.24E+06,808703,920561,360947,554622,356028,934683,254763,850078,2486.85,296465,56842,32654.1,13220.8,8450.86,3029.39,0.1546
1.82E+06,1.34E+06,811002,231215,405912,302930,803972,188190,737176,1869.91,165922,48836.6,14226.5,16655.5,7494.54,1510.92,0.1588
1.53E+06,1.13E+06,815188,221022,337006,267508,755879,183891,721151,1900.21,40337.7,74315.9,17646.2,8812.93,7081.97,1607.18,0.1635
2.06E+06,1.31E+06,944257,396400,677063,468555,867001,292685,812615,2512.12,35219.4,103923,24443.5,17333.8,10773.3,3297.79,0.1694
1.12E+06,803599,836760,283301,316798,225003,844783,220093,772312,3078.35,140641,42633.8,7594.19,7699.71,5372.92,3404.03,0.1698
1.45E+06,1.06E+06,822431,211214,315614,241983,782568,175712,721229,1041.54,76953.6,36209.3,7966.42,5752.15,6392.88,1348.18,0.1758
1.75E+06,1.17E+06,894181,272389,486112,330901,881433,205453,795477,962.348,298777,57830.5,9250.56,8022.32,7560.33,3481.28,0.1875
2.22E+06,1.49E+06,894899,304087,519386,378888,822489,252405,722855,1539.06,90232.3,68632,55856.6,7489.09,10721.2,3076.72,0.1878
1.54E+06,1.03E+06,899135,314507,480603,334267,862669,246789,764637,1562.88,134786,60342.2,11141.2,7437.19,7346.35,1711.98,0.1881
983068,542263,1.09E+06,313558,602659,382039,946488,212748,884307,1797.87,69285.7,61043.6,15455.2,12384,8445.44,2107.73,0.2192
1.59E+06,1.16E+06,824698,249455,405825,305855,796112,199134,751619,2498.08,41624.6,79825.7,17953.1,24015.8,8460.38,1991,0.2343
1.71E+06,1.19E+06,859142,247557,362179,252420,860896,195223,760845,1134.86,79929.8,51766.9,12711.4,12784.6,6292.48,2085.94,0.2384
1.86E+06,1.28E+06,875655,205404,338546,239661,847562,156313,788434,2784.26,19922.9,65642.2,13091.5,17517.1,8325.22,3060.75,0.2597
1.87E+06,1.13E+06,988713,577075,734917,419945,1.05E+06,367371,942494,4706.4,177627,116488,27880.7,20361.5,16535,3781.7,0.2694
1.69E+06,1.13E+06,892225,326589,422397,283564,893760,241180,812478,3045.37,44706,74702.9,26031.4,12935.8,8206.7,2020.45,0.2697
1.90E+06,1.35E+06,845329,237665,373104,277206,807568,187796,759329,2379.77,18934.6,70455.2,23719.7,11771.5,7852.6,2383.02,0.2928
1.48E+06,1.02E+06,867328,331357,432794,306560,847066,258247,769860,2121.16,99819.5,79206.4,17960.3,11913.5,8778.29,1538.65,0.2986
1.18E+06,796260,888803,238088,311950,226731,825515,187459,762047,2473.92,33838.6,52151.3,15103.9,11001.5,6925.32,1637.67,0.3108
1.98E+06,1.29E+06,917197,295147,463653,318211,874237,233918,757053,2807.5,35800.2,73837.4,24017.6,22284,9104.1,2253.99,0.3157
2.47E+06,1.53E+06,965112,316988,516500,330020,939034,219252,867463,4828.51,38751.5,74237.4,70147.3,24726.4,18324.4,5975.42,0.3216
1.73E+06,1.28E+06,813512,321070,425662,277783,919412,227846,845493,2602.13,68164.6,45293.4,15983.7,8724.65,7426.96,1502.54,0.3272
1.97E+06,1.37E+06,859856,210166,273201,194049,844740,170654,738920,1159.96,36275.1,50705.8,43317.2,5575.83,17318.3,1319.09,0.339
1.36E+06,1.02E+06,802354,301455,464219,359014,775823,244728,739078,1935.27,77523,52058.5,22106.8,12027.5,7335.43,3085.13,0.3397
1.74E+06,1.23E+06,847918,236040,423285,308762,822545,183893,770142,3937.81,38053.9,69603.6,23795.3,18263.8,9893.91,2319.35,0.3466
1.93E+06,1.24E+06,937332,353888,406488,252621,965450,250046,849174,3071.4,87362.1,67585.8,26885.3,6746.53,7261.5,2911.96,0.3508
