FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
2.05E+06,1.36E+06,905441,1.00E+06,790385,552986,857582,718856,836678,406.534,373694,45111.9,23910.5,23073.6,12508.2,13784.3,11.7486
1.47E+06,798131,1.10E+06,1.33E+06,714904,404815,1.06E+06,845884,944986,3155.35,1.45E+06,39118.4,66197,14928.5,14752.6,14372.1,11.7498
2.46E+06,1.63E+06,903908,801872,458224,278833,986018,520065,925122,1566.47,266773,61680.6,22035.2,30406.5,17093.2,11279.1,11.7584
1.02E+06,662808,926138,827256,686430,473948,868995,612300,810638,280.936,461838,91817.3,26823.2,15572.6,12316.2,8476.96,11.7599
2.72E+06,1.82E+06,894381,1.16E+06,762570,463951,986186,719906,964163,1855.73,933645,112952,29845.5,31441.4,21656.3,22476.6,11.7601
1.90E+06,1.30E+06,874239,803879,551401,350635,943548,562137,858024,689.557,228116,49470.4,19275.4,26518.7,11484.8,11131.6,11.7714
2.49E+06,1.61E+06,930938,842458,640614,412169,932551,585590,863189,-201.941,671104,69119.7,28682.5,42877,15502.1,10969,11.7723
1.25E+06,807176,931778,1.12E+06,732644,428093,1.03E+06,710039,942452,1186.95,248198,61381.6,30859.6,21465.1,13679.8,12448.5,11.7762
1.85E+06,1.35E+06,820240,589168,358715,251937,854297,442443,798975,29.0147,684465,47357.4,22470.1,24377.1,11643.2,8084.1,11.7829
1.81E+06,1.16E+06,939779,888926,714738,469991,912450,640613,832570,-393.075,571256,50756.6,27979.2,16168.7,10673.1,8378.15,11.7872
1.72E+06,1.18E+06,874394,542184,364046,235935,925795,383804,847596,130.366,249255,50046.4,18198.6,24448,11600.4,7159.58,11.7925
2.24E+06,1.38E+06,975619,861427,534229,339769,943399,619808,833897,1123.61,330062,84405.9,59751.1,20014.3,13203.7,10000.3,11.7943
1.98E+06,1.12E+06,1.06E+06,997480,546706,326491,1.00E+06,645728,926842,914.942,248012,70099,49493.4,23486.1,16941.1,13880.7,11.7955
2.67E+06,1.58E+06,1.01E+06,1.07E+06,598300,343216,1.05E+06,674058,953135,2693.21,610918,74946.9,39462.9,40355,21155,17773.9,11.8
2.74E+06,1.77E+06,930443,787584,501544,303820,990476,537349,879411,1595.57,427102,79587.3,36491.2,29570,17711.5,17011.2,11.8023
2.19E+06,1.58E+06,830861,531607,347232,240381,866705,386336,825614,1164.87,249104,39297.5,22445.1,24388.2,10795,10036.4,11.8048
1.46E+06,979429,891416,650878,395382,278309,852396,512181,762479,657.069,548184,31873.1,18625.1,13690.2,8942.09,6117.3,11.8071
1.04E+06,796574,783823,434968,285103,210223,813715,338443,771123,351.293,941390,14547.4,11882.4,6844.71,7635.18,7593.42,11.8074
1.94E+06,1.32E+06,879327,870906,525602,323564,974649,587935,888778,104.906,306239,80824,44228.3,29453.5,12683.4,11170.2,11.8197
1.63E+06,969038,1.01E+06,895344,472178,286296,989559,589115,911887,1598.54,346725,60669.9,28985.7,38263,15644.8,9740.06,11.8223
1.56E+06,973801,959165,844718,482076,278502,1.04E+06,550951,919920,3053.6,184172,43893.5,20382.4,25431.7,13116.1,11439.9,11.827
1.78E+06,936918,1.14E+06,608402,411379,228365,1.08E+06,356324,1.02E+06,810.909,300559,59922.9,32019.5,41762.3,16792.7,13610.3,11.8299
1.34E+06,911865,879376,681956,351355,223644,942627,496458,824186,2442.63,1.52E+06,43358.6,34295.8,15454.1,9882.59,8663.53,11.8334
2.64E+06,1.47E+06,1.07E+06,645942,509098,289018,1.06E+06,419550,923764,851.761,578837,50859.5,24345,33604.5,15111.3,13910.6,11.8346
2.83E+06,1.63E+06,1.04E+06,1.15E+06,636919,345643,1.11E+06,726091,954002,3179.98,292106,66616.2,54396.9,50275.9,20909.1,18677.3,11.8501
2.38E+06,1.69E+06,843699,736908,529136,336454,943611,484751,912107,977.972,254959,77515.1,26935.2,24535.3,14102,12960,11.8626
2.38E+06,1.54E+06,929110,1.12E+06,759804,441081,1.03E+06,689028,977890,2103.05,289460,71657.7,32086.1,24656.3,17798.6,20294.6,11.8681
2.55E+06,1.42E+06,1.08E+06,1.21E+06,841636,499633,1.01E+06,778355,932689,1043.16,946538,81565.4,51405.1,38365.3,23084.2,20075.7,11.8702
1.28E+06,629777,1.22E+06,1.00E+06,902980,415567,1.30E+06,500117,1.20E+06,677.467,443625,51546.4,34430.3,13594,11112.1,13687.7,11.8747
1.53E+06,1.08E+06,850471,627052,448040,307291,874820,470455,799718,-336.387,216210,54444.5,18709,19046.5,11212.5,7495.33,11.8815
3.01E+06,1.94E+06,932469,615253,449531,304642,885363,448547,822994,335.731,637719,36337.5,12617.8,25358.2,6084.06,11097.1,11.8865
