FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
1.92E+06,1.34E+06,858356,651959,492259,348528,847437,505319,774116,-516.118,849642,49484.4,21039,8761.75,11167.3,5681.46,11.3739
1.65E+06,1.21E+06,823410,495025,298316,216694,826003,397282,747618,-622.283,31339.9,72367.2,18834.2,13250.3,6378.9,5897.22,11.3823
2.09E+06,1.37E+06,915535,737866,511675,351553,873282,532923,830738,196.262,39482.3,61703.1,27811.6,17879.2,9653.09,8263.43,11.4008
1.40E+06,1.09E+06,773471,444679,339154,272319,747256,367153,726692,-145.416,292395,57001,21305.1,8644.51,5698.81,2853.59,11.4029
1.68E+06,1.26E+06,798698,616756,447331,311628,861278,471449,784928,-985.387,72922.9,79128.6,32540.1,13270.4,7559.4,5678.13,11.4114
2.11E+06,1.54E+06,819369,610217,416521,298473,837304,453940,806560,-797.632,121027,88980.2,35336.9,19722.3,11208,6642.14,11.4168
1.30E+06,946992,825744,493631,407822,303064,807397,404953,731391,261.58,65774.7,47938.8,21623.7,12878.4,7772.34,4316.07,11.4196
2.55E+06,1.70E+06,902511,984478,655908,423738,928746,688820,857535,197.526,490352,104432,36921,29476,22958.3,10995.8,11.4249
1.68E+06,1.14E+06,885418,430126,282069,186161,909112,304585,847302,-668.362,48019.1,47490.9,20760.2,10502.8,7273.61,4735.48,11.429
1.51E+06,1.05E+06,856638,625210,533771,371079,863057,467596,802244,639.001,60649.6,52588,31616.9,11126.2,7729.65,8191.22,11.4348
1.30E+06,963155,807078,570362,440042,317998,830274,442390,773565,1310.6,227334,63126.3,31387.9,12126.6,7253.13,3816.54,11.437
1.66E+06,1.33E+06,750906,354728,296441,239731,741935,301590,705715,-1535.96,34010.8,43413.5,19789.4,9263.11,4989.63,5327.85,11.4484
2.54E+06,1.78E+06,857923,575264,447664,304165,883069,413799,834120,44.0342,50155.9,76831.1,43663.4,16530.3,10823.3,11342.1,11.4492
1.44E+06,1.09E+06,793401,539956,444456,324056,822925,420736,770016,-423.746,51056.2,61505.2,27650.6,9782.36,8170.4,5536.65,11.4557
