FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
1.65E+06,1.15E+06,861443,713331,450518,334589,807889,552828,774199,1651.26,23690.8,52427.5,12689.2,7694.42,6787.8,5029.89,13.2088
1.74E+06,1.31E+06,798483,476869,323121,227966,850444,364347,785298,897.201,23974.4,55123.3,18390.7,11872,6581.67,4220.1,13.2102
1.52E+06,1.04E+06,871147,546834,452692,319516,850082,423935,773941,-1005,109622,40898.6,15640.4,9782.87,8055.56,5297.18,13.2103
2.09E+06,1.40E+06,900269,643620,344695,246214,839989,494665,780673,-689.113,32543.6,67430.5,59934.1,11379,5442.89,5524.49,13.2214
1.81E+06,1.36E+06,797760,467606,310379,236002,789093,380855,736668,-440.283,52248.5,51475.5,9665.85,10275.6,5826.11,5748.34,13.2239
1.21E+06,821920,881660,793987,437128,309629,847069,614690,775012,1581.72,136528,44696.6,46405,8356.24,6558.12,5228.77,13.2248
2.77E+06,1.88E+06,883938,809783,480740,320018,901336,577747,840974,-713.614,161113,69293.9,37522.8,25023.3,10516.8,11743.9,13.226
2.14E+06,1.30E+06,985280,790503,624259,406091,922344,563382,841883,65.0938,68037.1,80100.9,34336.5,34075.4,10550.1,11889.1,13.2262
1.29E+06,961992,804705,662100,640008,467740,820979,521674,761510,107.948,99755.1,59336.2,19480.8,10447.5,9487.57,5548.99,13.2266
1.24E+06,801267,926736,652718,344562,238100,868280,491136,797398,-376.096,33249.6,46149.9,23154,10596.8,7405.9,5554.1,13.2272
1.78E+06,1.35E+06,790326,478614,351244,260115,810205,382449,750867,-1248.93,30988.9,60183.4,15309.2,11438.5,7017.46,4936.76,13.2291
2.48E+06,1.51E+06,981517,749857,459427,274189,1.01E+06,488345,921303,1040.53,146735,92753,22886.5,34780.2,18262.5,11392.8,13.2325
2.30E+06,1.55E+06,889380,743863,627786,449263,838421,577412,772962,357.293,49372.9,70606.6,45044.3,12714.3,8896.08,7086.05,13.2331
1.67E+06,1.30E+06,770339,537837,326966,245853,797954,436039,740076,-694.001,59941.3,42457.2,14544.7,10037.1,6223.94,4532.57,13.2347
1.66E+06,1.17E+06,857153,740564,508252,374402,814502,566934,783756,-996.815,61318.4,47065.6,27563.9,15252.1,7542.98,6228.77,13.2349
1.86E+06,1.42E+06,789698,513231,350032,267267,785803,420805,731785,-544.324,32031.4,35796.2,15319.6,7195.22,7286.2,4583.71,13.2367
1.64E+06,1.27E+06,775304,524687,334426,261229,768121,423636,743119,-960.919,120686,51283.1,16002.9,11933.1,6012.43,6108.84,13.2373
1.36E+06,1.12E+06,729916,434408,264895,200055,794467,348937,746968,-581.956,14988.1,46476.2,17976.9,10166.4,6781.36,5122.26,13.2378
