"Comp-Alexa Fluor 647-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A"
2052.14,4578.89,7183.58,505.85
3214.62,3740.65,3799.29,663.994
8767.79,7730.42,2253.83,70.0184
2356.45,12418.8,8923.6,792.284
8398.52,11998.2,1028.39,2746.88
3691.06,6000.39,1748.63,500.785
1201.11,2136.22,2987.25,214.351
604.716,1322.4,2446.25,235.147
4108.9,5438.23,604.89,751.644
2239.82,4663.28,5188.4,370.488
3333.92,12687,5334.88,7892.67
3575.69,6104.11,4897.46,549.661
8716.03,55853.1,6156.6,3386.16
4029.33,7708.11,1561.98,853.483
3833.99,6598.95,3243.65,-169.076
4256.99,21764.2,1257.42,2105.34
2664.76,21295.7,2659.73,1949.39
1276.51,2025.98,3017.23,-24.2221
2561.92,5676.75,3027.59,823.971
4365.78,6728.1,33058.8,622.657
4075.4,7717.16,14452.5,1852.1
17370.6,29164.2,12970.8,1404.22
2628.88,3471.86,153.613,1093.98
1372.37,9173.58,1649.29,1876.76
12065.8,30104.5,4472.79,866.046
3536.25,10356.8,12.5189,3534.66
306.2,-360.379,3956.26,-72.6297
3053.28,4398.01,1687.24,49.6007
5543.48,9358.75,11196.6,475.527
4228.74,13887.2,3359.56,2514.22
7540.25,41031.6,31920.4,1591.95
3835.22,22843,2562.73,462.423
3364.81,8347.7,533.114,3804.54
8546.19,22581.8,3579,1178.59
2516.74,3464.22,4512.67,-118.897
4950.83,8763.76,5410.75,671.632
4176.7,7092.84,9588.25,1087.59
6332.47,49680.7,6746.42,37259.5
4482.65,6261.54,8775.32,322.564
3223.46,22417,3208.59,1729.37
5667.41,13817.7,1311.71,1188.99
4807.8,6415.36,9942.38,768.857
695.931,1575.91,4173.91,103.477
4356.03,12570.1,6807.04,256.078
1624.19,11587.7,2262.77,1505.88
8455.77,36280.8,14069,1682.59
2415.26,3214.42,2494.08,88.1054
5428.2,14013.1,8168.8,1310.46
1749.89,2971.43,4130.22,500.049
4724.92,8381.11,5120.04,-3.54446
6981.37,8673.3,779.874,1303.77
6299.41,20713.5,4748.48,1261.38
488.908,1596.63,49251,670.04
8450.15,13388.7,29559.1,1099.23
590.494,1372.66,9261.36,797.585
5431.43,15819.7,12464.6,837.184
10590.5,32634.3,5480.56,3393.48
9617.16,21282.9,10206.1,858.412
2978.06,6395.33,4902.46,259.935
8473.01,15958.9,1367.36,3066.9
1604.67,15527.5,1546.78,1249.4
2683.67,5032.54,3315.44,1116.41
2174.32,7657.56,-264.853,1183.55
5342.2,11531.7,2397.61,2055.3
4766.94,13073.4,2078.6,960.522
6015.35,30853.6,1844.91,3287.29
4067.82,3455.21,4615.49,2110.44
2836.01,4334.93,-283.297,9.00146
3554.1,16939.2,3078.06,2034.13
1355.52,2146.72,2777.16,-335.576
2988.97,5068.61,1391.16,296.134
2860.7,4690.46,3603.54,602.888
4581.43,6290.1,2959.36,814.582
5897.69,38643,2168.65,2832.84
3025.58,5738.5,1979.04,458.091
2630.87,4758.74,3493.86,83.3076
819.204,1464.9,-270.452,82.5317
3142.12,5843.52,1848.16,669.361
7267.65,15272.3,12806.9,1364.76
3722.33,17243.5,3363.2,1287.15
2447.87,3375.69,7642.1,807.502
13169.2,57099.1,4001.2,799.022
1143.29,2271.15,3308.55,410.363
3277.85,9256.36,893.961,1253.03
11970.6,16831.7,31095.9,1713.3
5555.29,14649.5,5854.46,1138.47
4126.18,10110.5,1549.6,977.322
2894.73,31904.1,2956.27,2410.72
6336.11,12225.1,1013.89,1524.2
9359.53,15651.5,3561.65,2051.03
10340.7,16475.9,6629.02,295.412
1590.96,1397.5,6520.25,232.387
