"Comp-Alexa Fluor 647-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A"
3017.49,16146.8,6723.62,3264.01
1930.62,16429.1,1708.76,2920.78
1615.74,15779.5,2768.16,5359.8
2355.35,15841.9,2561.82,3789.42
2559.13,10483.6,2801.6,2051.9
3098.54,14113.9,7920.49,8557.49
3082.45,11447.2,2464.17,2571.71
1375.14,13769.9,2613.35,3742.15
1539.69,13367.2,2681.61,3209.92
2298.93,18671.8,5230.18,6804.7
1490.51,11400.9,1398.58,1840.62
1194.86,7913.6,1050.96,632.714
2066.85,15928.7,2556.55,2922.05
1963.16,12979.2,1298.25,2480.56
3492.15,18625.3,4796.42,15267.2
1755.97,12134,1632.59,7362.71
2402.7,39437.4,3732.33,6201.12
1875.61,21201.2,2055.23,3691.5
2038.73,29432.3,5612.12,4270.82
1897.23,12740.4,1664.23,2801.2
1447.47,14663.4,1054.62,3385.7
1111.41,7930.59,1456.56,3335.08
2320.57,17961.2,3174.68,3755.98
2820.84,13192.3,3182.85,3602.31
2191.18,9361.94,1694.41,1291.33
2704.16,10146.6,3429.54,3953.13
2342.01,10543.4,2917.8,2712.18
1028.1,12149.2,1094.87,3151.62
1085.16,18061.4,1765.21,3736.35
1664.16,14675.6,3029.94,3265.61
2566.57,16238,2626.03,3992.37
1701.94,10916.6,2316.94,2852.33
2193.86,16054.8,11461.1,4776.69
2299.76,15379.5,3907.86,3633.05
1204.79,9674.87,795.384,1063.28
3249.64,12882.3,6924.23,7970.11
1336.11,9220.03,1200.69,2688.99
1554.27,12928.6,2854.16,3071.52
2779.1,24523.4,5496.11,3542.64
6875.62,36307.4,8087.93,5586.38
1966.56,14005.1,3511.99,3680.77
1976.49,10187.1,434.932,2252.66
1020.73,7726.52,1244.05,1232.42
1835.62,17771.3,3849.92,3731.98
1263.44,15322.4,1322.87,3140.3
1521.02,10381.4,2347.18,2302.14
3693.48,13032.3,2241.94,3861.94
1899.83,9871,1075.91,2014.13
1241.48,7272,7895.14,982.7
2708.49,14471.6,1414.08,3325.05
1401.98,6411.65,2053,2341.69
1789.53,23059.7,6896.78,2909.84
3091.02,12153,1103.39,2308.22
3311.66,12825.8,4933.6,2209.36
1901.05,23983.3,2175.62,3432.07
2142.76,10922.8,2109,2747.87
2343.63,10794.2,1515.62,2600.74
1079.27,11734.1,2309.21,3286.25
1876.78,11505.2,2221.26,2455.75
1708.44,10348.3,2336.92,1408.75
3273.12,21313.3,2195.58,12031.8
2152.28,13369.3,1860.28,3519.76
1928.82,11533.3,1832.65,3115.32
4017.29,27204.3,9433.36,6439.09
2555.44,12732,1350.55,2790.87
2210.32,22337.3,6216.3,4069.46
1986.82,15913.2,890.011,3542.92
2033.74,15776.4,7636.96,3160.86
2095.81,21164,2242.56,3998.96
1969.32,14478.7,2420.87,4271.24
2928.14,13186.7,1214.73,2044.99
1888.99,13840.8,1480.7,3968.57
2337.89,12722.9,707.985,2793.79
4099.53,12980.8,5328.78,6533.51
3676.78,14975.1,3834.13,6162.76
