"FSC-A","FSC-H","SSC-A","SSC-B-A","SSC-B-H","SSC-H","Comp-Alexa Fluor 647-A","Comp-BV650-A","Comp-Cell Trace Violet-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A","Comp-Viability eFluor780-A","Time"
1.30496e+06,1.06567e+06,131821,162116,138592,122223,1580.7,-7096.83,2.26921e+06,27493.5,2489.43,3814.84,7449.35,2.6099
1.50473e+06,1.24872e+06,120750,175939,151710,110724,2725.36,-8373.34,2.53054e+06,19910.5,3234.61,6639.47,7173.69,2.6363
1.44111e+06,1.20749e+06,168839,202707,166322,149602,2330,-6248.65,2.14608e+06,20247.4,2052.45,3364.24,5737.96,2.6757
1.53125e+06,1.22506e+06,134416,156769,130744,124636,2255.11,-9208.91,2.62592e+06,24400.4,1145.95,4264.64,8070.51,2.7038
1.45905e+06,1.22548e+06,136715,183835,161430,127087,1574.25,-8006.84,2.69123e+06,29722.8,1652.97,4558.93,8414.6,2.7369
1.2019e+06,974310,144085,224217,201343,132940,1487.07,-6452.61,2.12923e+06,28076.1,1161.16,4064.7,7702.61,2.875
1.44714e+06,1.20116e+06,146756,219038,194536,133395,3200.53,-9236.27,2.83794e+06,30856.1,1360.61,5301.41,8929.54,2.8907
1.45351e+06,1.17184e+06,131727,161806,138033,122252,2603.98,-9836.35,2.9767e+06,31637.4,699.798,4729.07,9186.39,3.0309
1.54192e+06,1.30959e+06,148274,180311,157470,137571,2714.9,-9107.25,2.97019e+06,28275.6,2927.07,4675.47,8732.61,3.0607
1.47596e+06,1.18798e+06,132621,180505,159211,124007,2270.49,-7905.46,2.37447e+06,31753.9,1748.81,4592.79,7091.95,3.2782
1.26864e+06,1.03586e+06,158943,215245,190666,151158,1797.35,-5754.98,2.11146e+06,29926.5,1953.44,4257.07,6526.06,3.3214
1.46715e+06,1.22337e+06,120036,129332,113145,112788,1860.5,-9389.64,2.85155e+06,13538.4,-522.784,3868.24,8113.47,3.355
1.32653e+06,1.06507e+06,151523,198824,169732,137853,2482.43,-6665.51,2.03691e+06,30235.7,3554.97,6421.51,5879.93,3.4138
1.38579e+06,1.14038e+06,129167,173885,153668,120482,1695.15,-6693.95,2.05666e+06,31943.9,663.824,4883.68,6885.87,3.4193
1.27428e+06,1.00281e+06,145883,175521,152414,136404,2249.89,-8924.16,2.60883e+06,30656.6,1773.19,4378.05,8025.9,3.422
1.32022e+06,1.04684e+06,161482,260985,195203,136785,1756.2,-7778.21,2.36412e+06,27617.3,522.102,5197.61,7536.97,3.4947
1.21094e+06,961601,163669,227717,197532,148658,1754.44,-6609.75,2.21982e+06,35119.9,1671.08,4842.28,7533.03,3.5033
1.41436e+06,1.16975e+06,147135,261987,239370,139001,2079.71,-7632.27,2.39548e+06,30400.3,1602.31,4244.71,7641.58,3.5695
2.59398e+06,1.87995e+06,270489,420816,335392,224646,4179.06,-9055.46,3.59095e+06,40474,198043,39808.4,11231.2,3.6219
1.38836e+06,1.15016e+06,130104,200270,175404,120824,1654.93,-5988.84,2.24018e+06,28554.2,882.865,4143.5,7253.87,3.6265
1.38528e+06,1.10792e+06,131536,181389,160606,123871,2823.27,-6353.91,2.14489e+06,24560.6,1166.65,3782.2,6118.34,3.6297
1.55347e+06,1.31247e+06,133515,201647,180303,124057,2458.18,-6814.64,2.38669e+06,26711.1,3760.33,4257.7,7546.52,3.6484
1.56998e+06,1.1938e+06,224579,311532,256725,201622,2093.65,-7439.68,2.4077e+06,29035.7,1905.91,4232.3,7258.47,3.6553
1.43109e+06,1.12908e+06,142021,220406,190477,130992,2100.11,-6217.25,2.0646e+06,28283.8,2145.52,4463.81,6106.15,3.7679
1.30468e+06,1.05534e+06,156458,202834,179279,142619,2097.24,-7947.19,2.36986e+06,28271.1,1912.45,4421.05,7533.26,3.8491
1.56337e+06,1.26922e+06,119968,196346,168596,109323,2210.06,-8551.24,2.52133e+06,27606.3,889.636,3966.27,8377.76,3.8634
1.51792e+06,1.22079e+06,123140,154716,134404,114299,2117.8,-7608.91,2.38534e+06,25541.8,470.879,4258.82,7271.3,3.8888
1.48971e+06,1.23615e+06,151680,172565,134472,130596,2208.36,-7018.38,2.44119e+06,25608.2,1166.07,4401.22,7797.62,4.0076
1.08525e+06,847724,161601,214178,179363,146278,2243.82,-8238.78,2.23108e+06,34153.9,922.607,5393.15,6945.81,4.05
1.51118e+06,1.29464e+06,142551,166083,142754,132969,1305.25,-10242,3.27116e+06,23981.4,834.483,4924.22,9792.9,4.1322
1.42389e+06,1.14232e+06,186540,239363,206529,175742,2287.66,-9913.96,2.92869e+06,28702.3,1519.63,5787.27,8800.09,4.1352
1.39312e+06,1.16545e+06,112377,176642,159126,104655,2700.54,-4811.19,2.04751e+06,26803.2,3147.38,3762.12,5938.6,4.2094
1.58266e+06,1.30666e+06,145294,226518,200011,131046,2681.61,-4610.93,1.9713e+06,31744.3,2723.3,5347.1,5772.69,4.2846
1.54391e+06,1.17686e+06,171031,233005,186662,152792,1470.38,-5001.11,1.75907e+06,26707.5,2818.64,4141.35,5857.85,4.316
1.47949e+06,1.24112e+06,111434,172413,156442,104648,1919.5,-6238.1,2.06851e+06,22357.4,2136.06,3721.6,6329.65,4.3703
1.05702e+06,873941,180260,217562,185686,163403,1908.85,-8643.38,2.5697e+06,25394.1,2019.42,3843.87,8496.63,4.379
1.29958e+06,1.00449e+06,169576,206268,170047,153817,2318.4,-9007.17,2.84549e+06,33984.2,2952.61,6025.82,8645.88,4.4794
1.30148e+06,1.06718e+06,139186,169247,146698,129565,2503.43,-8256.77,2.47322e+06,28395.5,2678.53,4039.86,7121.21,4.5213
1.47496e+06,1.23852e+06,224703,382861,349401,210312,1746.49,-6741.12,2.31108e+06,30208.9,607.31,3625.64,7697.72,4.6172
1.50238e+06,1.17554e+06,196575,323950,278651,180840,2232.66,-8553.58,3.09844e+06,38525.8,1781.21,5427.39,10612.9,4.6187
1.46715e+06,1.23786e+06,118568,161740,142603,109208,1447.02,-5638.33,2.06514e+06,29145.3,1672.18,3822.71,6493.35,4.6385
1.54495e+06,1.24389e+06,115482,175441,151434,106678,2174.59,-5679.01,2.08748e+06,27173.8,3485.28,4257.54,6531.65,4.6794
1.51689e+06,1.19295e+06,132379,215272,183489,121440,1498.36,-3273.07,2.19001e+06,24217,-312.732,3899.55,6531.51,4.6917
1.38166e+06,1.08837e+06,125966,140996,115807,114847,2646.22,-9709.97,2.67523e+06,31583.6,999.731,4795.9,7548.02,4.8286
1.59277e+06,1.36264e+06,154964,225744,212541,148736,1988.33,-6517.01,2.44639e+06,25710.1,1279.95,3557.45,7113.81,4.865
1.42423e+06,1.12726e+06,121949,184206,157183,112881,2842.64,-6714.64,2.18842e+06,27085.1,5118.07,6125.86,6161.27,4.8991
1.54142e+06,1.22596e+06,121371,167776,144548,111840,2322.64,-5473.53,1.83517e+06,30445.1,1942.43,3924.73,5713.06,4.9183
1.52424e+06,1.22001e+06,118464,163050,137760,109734,1850.96,-7945.76,2.33649e+06,21717.6,556.678,3444.03,7579.01,4.9312
1.40725e+06,1.12017e+06,158675,262134,226980,146418,1986.32,-7308.39,2.38854e+06,33510.6,1331.91,3769.36,6872.22,4.9406
963010,772035,139732,210894,185151,126647,2942.46,-5604.11,1.99058e+06,31786.8,8636.75,7045.46,6160.76,4.9631
1.52406e+06,1.29884e+06,155540,185360,170701,145250,2290.84,-11449.6,3.48375e+06,23194.4,868.959,3914.64,9905.21,5.1644
1.55207e+06,1.18720e+06,217204,279090,220998,191561,1990.25,-7900.11,2.5724e+06,26938.1,1235.33,4652.5,7618.46,5.2141
1.5817e+06,1.25216e+06,189605,244928,209462,177414,2458.73,-6391.04,2.06047e+06,29666.6,2579.45,4829.21,6292.21,5.2527
1.57921e+06,1.28137e+06,129321,165466,144002,122478,2825.89,-11845.9,3.6669e+06,24813.6,5279.29,3524.58,10783.8,5.4686
1.41998e+06,1.13545e+06,175258,266713,225349,160989,1600.35,-5859.23,2.30178e+06,29715.8,1140.73,3935.02,7600.91,5.47
1.52106e+06,1.19949e+06,168367,256266,217846,157505,1806.35,-6170.96,2.03826e+06,31535.4,1885.79,3967.2,6153.64,5.4866
1.3435e+06,1.11346e+06,172327,315677,264054,153196,1962.23,-4793.99,1.97372e+06,32471.9,2147.19,5187.24,6128.59,5.4987
1.13994e+06,902926,181560,197320,168664,169903,1904.09,-8309.23,2.52312e+06,25315,897.056,4774.44,7433.12,5.5002
1.33274e+06,1.10956e+06,154099,238411,207540,138514,2361.96,-7798.48,2.55329e+06,29854.1,2434.34,4892.87,9172.18,5.6974
1.30911e+06,1.06038e+06,156490,175852,149583,147927,2424.73,-6797.52,2.06731e+06,28914.5,1337.1,4144.92,5937.3,5.7097
1.31566e+06,1.0276e+06,165233,199642,165790,150615,2610.35,-8314.19,2.61449e+06,32256.2,2731.38,3332.46,8003.68,5.7201
1.33613e+06,1.0708e+06,156554,239624,212357,145731,1987.29,-7810.51,2.26963e+06,27512.4,1245.1,4524.87,7457.69,5.7301
1.42051e+06,1.20308e+06,140608,164550,148450,133635,2995.98,-9675.28,3.00717e+06,21192,2726.95,3086.8,7975.88,5.857
1.48928e+06,1.26612e+06,130122,167075,146301,119639,2068.36,-6294.89,2.56942e+06,27940.1,1706.98,4448.1,7529.09,5.8586
1.49113e+06,1.25095e+06,113422,163940,149521,108272,2287.83,-8036.52,2.39849e+06,26682.1,1468.67,3563.71,7266.36,5.8896
1.41488e+06,1.14129e+06,137948,208075,181825,127213,2369.74,-6262.7,2.43143e+06,33429.1,1861.39,5530.07,8084.53,5.9114
1.43083e+06,1.21516e+06,140413,156232,136741,133975,2283.6,-10156.7,2.86105e+06,22500.5,1806.23,3601.26,8604.27,5.9727
1.58373e+06,1.25653e+06,123703,199990,172249,115817,1965.53,-6314.09,2.32085e+06,21278.5,1395.29,2771.91,6915.21,5.9941
1.47581e+06,1.20898e+06,141433,209693,179255,129850,2205.54,-7123.97,2.47168e+06,30599.9,2939.73,4362.6,8081.05,6.0253
1.37372e+06,1.12082e+06,155600,226458,204537,143402,2166.34,-6484.07,2.39848e+06,33667.2,2632.84,4992.15,7441.23,6.0316
1.55105e+06,1.23384e+06,123340,169413,147151,115300,1846.75,-7288.4,2.46681e+06,25683.1,1585.45,3393.85,7453.05,6.1204
1.2519e+06,969377,158627,217151,187124,146590,2367.21,-8017.76,2.59011e+06,34125.8,2624.34,5379.18,8035.53,6.1535
1.24746e+06,996793,169309,266978,240056,157858,3492.93,-5394.05,2.23513e+06,36968.7,2798.87,4933.81,7783.49,6.302
1.32453e+06,1.11581e+06,114189,127730,111713,104936,2188.44,-5591.83,2.03804e+06,25927,516.555,4111.95,6072.54,6.3391
2.28209e+06,1.40031e+06,315091,486535,281625,194314,4164.6,-10864.8,4.10349e+06,64956,3498.71,8390.87,13831,6.3405
1.38792e+06,1.0857e+06,136223,184821,155724,126443,1318.67,-4798.48,1.98073e+06,28549.8,553.925,4652.13,6175.83,6.4184
1.56964e+06,1.23627e+06,137059,180336,156800,129297,1502.96,-6714.4,2.43617e+06,26545.2,103.541,4133.69,7385.78,6.4509
1.51963e+06,1.27569e+06,150460,176372,159619,142189,2394.92,-11200.8,3.44768e+06,25425.1,-248.316,4233.04,10213.9,6.4717
1.44424e+06,1.11757e+06,101102,119231,100264,90460,2273.86,-8705.23,2.67437e+06,25605,1522.15,4596.97,8079.36,6.5151
1.55729e+06,1.23116e+06,141572,214863,179757,130522,1795.32,-4470.61,2.48867e+06,21185.6,471.087,4677.79,6869.2,6.5197
1.54694e+06,1.32299e+06,108241,131297,112076,95902,1828.18,-2993.79,1.63356e+06,21013.3,1661.92,3443.49,5330.59,6.5346
1.64923e+06,1.36824e+06,147052,232139,200907,133054,2473.27,-5920.12,2.65565e+06,33254,1497.85,5302.98,7651.78,6.536
1.52096e+06,1.23260e+06,139128,172102,147133,129611,2086.58,-8307.86,2.4753e+06,27180.8,2041.17,3774.22,8193.83,6.5669
1.18866e+06,953052,142752,170645,139845,129825,1679.59,-5960.54,1.83303e+06,28294.9,2222.89,3751.52,6102.82,6.5933
1.44144e+06,1.09256e+06,134419,185876,155668,123054,1561.37,-3016.9,2.06433e+06,28027.2,532.346,4590.78,5543.13,6.6092
1.36536e+06,1.12284e+06,184808,243185,199547,160877,1867.89,-7084.68,2.34503e+06,29320.4,1824.3,4141.43,7649.52,6.6892
1.40678e+06,1.12015e+06,120066,175827,148116,111053,2858.53,-6287.82,1.97609e+06,30560.7,1714.73,4024.41,6035.58,6.6954
1.52057e+06,1.25728e+06,132031,182025,162701,123437,2050.24,-6867.69,2.28482e+06,24291,1005.71,3507.14,7483.96,6.7371
1.55431e+06,1.27122e+06,124061,178069,157753,117709,1725.28,-8715.21,2.622e+06,23600.4,-91.3086,3297,7800.95,6.751
1.3691e+06,1.07166e+06,136902,191488,163539,128002,1633.24,-7287.88,2.38398e+06,27219,1942.35,5181.48,7923.26,6.7693
1.54035e+06,1.20295e+06,142827,188555,154895,131021,2265.12,-6127.69,2.61854e+06,28342.4,1707.85,4972.03,7379.58,6.8422
1.5422e+06,1.33003e+06,129100,137777,125557,120651,2742.87,-9825.98,3.37279e+06,20230.5,1966.18,2730.31,9264.5,6.8453
1.20478e+06,1.00284e+06,148410,151878,132604,138463,1688.53,-6973.51,2.3118e+06,25796.4,1694.34,4080.94,6715.4,6.8484
1.60337e+06,1.27917e+06,124555,149900,129275,117348,2414.78,-6694.51,2.20112e+06,26127.7,631.731,3361.74,7014.89,6.8551
1.38312e+06,1.10022e+06,180261,483484,427708,162587,2127.26,-4499.8,2.20963e+06,28580.6,2385.83,3911.6,7253.78,6.8805
1.55324e+06,1.22548e+06,118631,166215,140225,109226,2033.02,-5917.72,2.31404e+06,26243.9,1204.51,3765.93,6736.65,6.9099
1.52949e+06,1.22912e+06,112311,153296,129595,103094,1907.2,-7863.76,2.33626e+06,25333.9,1323.13,3687.94,6589.24,6.9257
1.54471e+06,1.24856e+06,155282,248128,208921,145126,2602.78,-9325.45,2.96908e+06,22994,1931.6,4560.7,8405.25,6.9261
1.51458e+06,1.29099e+06,119408,151388,135568,114494,2431.52,-8381.86,2.58477e+06,20595.9,167.927,3329.08,7592.79,6.9401
1.33071e+06,1.10538e+06,191182,353532,264489,155468,1939,-4403.36,2.04986e+06,30193.6,2382.28,4453.78,6398.69,6.95
1.19403e+06,959639,135401,247938,211247,123757,1333.35,-3396.95,1.3581e+06,27933.7,967.567,4065.36,4773.06,6.9566
1.4972e+06,1.26857e+06,116334,166610,151209,109938,1879.75,-6118.05,2.28e+06,22729.9,942.55,4405.41,7174.38,6.9817
1.59225e+06,1.25869e+06,135536,168634,141202,124311,2157.55,-7544.65,2.35723e+06,23372.3,1268.33,4399.52,7275.87,7.0517
1.08502e+06,813017,119013,166107,136230,108175,1659.54,-4249.92,1.72811e+06,24456.4,1961.6,4387.51,5167.19,7.0833
1.59979e+06,1.34376e+06,117574,170744,155591,110477,2685.01,-6771.2,2.50303e+06,29897.7,1878.02,4817.71,7559.65,7.0907
1.54991e+06,1.23165e+06,126295,180982,153112,119593,2068.17,-7189.01,2.64613e+06,17967.6,655.651,3575.77,7599.58,7.1327
1.42431e+06,1.19805e+06,148908,200125,173040,135734,2726.72,-7494.5,2.75054e+06,35413.4,3570.21,5457.16,8318.05,7.1523
1.68209e+06,1.36139e+06,136213,204664,176883,127268,1817.44,-7151.62,2.654e+06,22705.1,947.166,3684.14,7979.71,7.1582
1.34538e+06,1.12242e+06,137651,149275,132331,128996,2180.73,-7798.83,2.34204e+06,29998.1,1589.55,3568.46,7166.13,7.3308
1.24319e+06,971426,145243,199613,167372,135724,824.784,-4339.03,1.8641e+06,23588.8,596.276,3857.63,5466.78,7.3601
1.559e+06,1.23116e+06,117997,182156,152423,108663,1782.35,-4240,2.46782e+06,23723.7,7994.79,3473.01,6734.18,7.3765
1.39355e+06,1.16934e+06,99753.7,148052,132293,94230,1786.02,-5849.9,2.42235e+06,25346.7,1572.94,3709.41,7179.9,7.4384
1.29869e+06,1.01805e+06,162404,248567,205108,149721,1607.6,-6655.02,2.15603e+06,28752.3,1662.92,4331.27,6709.35,7.4454
1.4086e+06,1.16615e+06,160566,197223,172642,149133,1789.77,-7537.16,2.34387e+06,26988.5,-323.339,2975.44,7029.16,7.4484
1.35301e+06,1.06824e+06,181648,294856,254404,166749,2441.02,-8770,2.64e+06,30595,1498.86,4247.68,8068.45,7.4595
1.21084e+06,987598,173733,270614,249541,168020,1772.72,-6562.92,1.95576e+06,29101,366.862,4154.51,6852.17,7.4598
1.6867e+06,1.40333e+06,128661,190734,169062,121811,2830.76,-5302.47,1.79284e+06,22845.1,737.023,2956.47,5863.5,7.4754
1.47294e+06,1.15331e+06,129278,195435,163463,119394,2363.37,-3868.71,2.80239e+06,23623.2,1797.19,4312.86,7210.91,7.4865
1.45517e+06,1.22120e+06,135520,177883,165194,130623,3706.42,-8492.17,2.94177e+06,29762.2,6874.73,3548.39,9046.13,7.5256
1.32305e+06,1.05761e+06,139051,187700,162865,129097,2095.16,-7011.69,2.27815e+06,35379.3,2421.11,4527.48,7138.71,7.5496
1.5307e+06,1.24707e+06,187798,298964,221320,148019,2665.64,-6883.82,2.88054e+06,34177,3263.25,4805.08,9967.67,7.5531
1.57026e+06,1.24601e+06,165817,176887,142530,148486,2836.19,-11483.2,3.29324e+06,30931,644.322,4967.64,9380.47,7.5594
1.21425e+06,1.01291e+06,172721,224729,198627,158535,2557.82,-9324.29,2.85535e+06,32163.6,2312.39,5222.19,8546.2,7.5621
1.40426e+06,1.11022e+06,137545,193040,161899,126929,2378.9,-6573.78,2.20795e+06,32141.7,3386.3,3938.31,7066.65,7.6159
1.4336e+06,1.20641e+06,158978,184400,158543,144681,2455.16,-11439.4,3.63322e+06,27406.3,4108.99,4802.27,11967.3,7.6539
1.58695e+06,1.3441e+06,110665,141808,129491,105267,2466.7,-6562.24,2.27412e+06,22082.1,881.141,3926.98,6522.79,7.6605
1.3527e+06,1.0646e+06,137846,175827,138339,121754,2024.18,-8207.23,2.40816e+06,29921,2608.21,4564.01,7416.27,7.6808
1.17742e+06,979005,151753,179986,159378,142173,1617.78,-6142.67,1.82855e+06,24174.9,947.608,3776.65,5898.36,7.6885
1.57816e+06,1.34629e+06,108605,126539,112876,102008,2416.15,-7977.93,2.542e+06,23556.5,439.399,4318.63,7721.21,7.6888
1.55426e+06,1.25989e+06,115535,177177,154103,107129,1476.45,-6351.24,2.35157e+06,24850.3,538.016,4076.19,7592.65,7.744
1.43563e+06,1.14343e+06,164654,214511,179290,148934,2423.16,-9920.58,2.88112e+06,28272.6,3114.41,4862.63,8569.31,7.7696
1.55388e+06,1.23985e+06,124395,151254,126551,115835,1901.39,-8881.6,2.88228e+06,21460,530.726,2930.94,8983.26,7.8433
1.54186e+06,1.29731e+06,127904,181468,158080,117352,2596.19,-6355.07,2.56916e+06,32988.5,1818.75,4621.6,7968.69,7.8856
1.44644e+06,1.21843e+06,141712,202768,183358,133588,2432.83,-7328,2.85349e+06,30209.4,1490.38,3794.81,8526.02,7.9233
1.35357e+06,1.08641e+06,149768,169519,141829,137142,1650.45,-6521.98,2.14277e+06,21605.2,1806.12,4674.76,6972.65,7.9321
1.32207e+06,1.09852e+06,132100,204471,180406,123255,2189.74,-4464.3,1.66064e+06,27830.6,1876.17,4179.3,5743.26,8.0065
1.36307e+06,1.08605e+06,171497,245838,213536,157339,4048.13,-7083.96,2.51542e+06,51629.3,3635.63,6189.12,7010.96,8.0377
1.51655e+06,1.2903e+06,117300,143844,125997,109962,1832.22,-7590.39,2.58051e+06,26118.6,1545.28,4188.29,7785.73,8.0668
1.57972e+06,1.26099e+06,139017,197285,167418,129375,1962.03,-5309.6,3.08096e+06,23680.1,-1892.31,4390.64,8535.45,8.0913
1.28764e+06,1.02736e+06,188080,278818,249846,173170,2841.96,-7989.47,2.57703e+06,36487.5,3642.37,5088.63,8289.85,8.1158
1.08865e+06,840408,166452,201948,172542,156534,2661.36,-8444.27,2.45326e+06,31832.6,2627.83,5086.49,7461.97,8.1242
1.28329e+06,1.05988e+06,138928,179628,160470,129712,1579.17,-7074.2,2.20106e+06,30625,1372.96,4125.79,7724.62,8.1352
1.08789e+06,891208,206428,318017,268615,182632,1132.57,-4275.23,1.58023e+06,21412.6,1777.6,3022.48,5244.34,8.1355
1.42579e+06,1.21348e+06,173801,286347,286416,171193,2285.58,-8063.7,2.58418e+06,22172,668.715,3256.05,7841.35,8.1399
1.13012e+06,859937,161527,229314,177857,140798,1991.18,-4455.71,2.24516e+06,27208.2,-764.854,5102.39,6100.73,8.158
1.33767e+06,1.11292e+06,429340,1.16614e+06,1.06837e+06,397881,3033.65,-4843.15,2.28992e+06,27876.7,2380.3,3414.76,10051.8,8.161
1.45e+06,1.15194e+06,143302,225618,197359,133257,1980.97,-5993.95,2.20419e+06,27020.2,2182.73,3653.5,6999.18,8.1748
1.10741e+06,921774,137830,148624,130635,128348,1586.6,-6425.19,1.7904e+06,25547.6,2715.54,3111.87,5799.53,8.1983
1.26293e+06,980675,136351,224664,194942,126258,1279.96,-3953.75,1.8318e+06,27817,2216.51,4392.75,5201.59,8.2328
1.23866e+06,1.02916e+06,157565,283489,250673,145632,2108.64,-8459.07,2.6302e+06,31733.7,3385.97,3688.9,8709.27,8.2668
1.54426e+06,1.30508e+06,109591,146684,128085,101500,2439.19,-7212.8,2.58415e+06,19020.3,-58.4717,3438.41,8244.8,8.2735
1.23763e+06,989449,141861,209227,176772,132258,2216.18,-6363.36,2.10223e+06,29100.9,2071.06,4261.96,6847.7,8.3332
1.26998e+06,1.03012e+06,139528,226062,199708,127561,1701.53,-5716.67,2.2942e+06,32211.3,525.761,4828.04,7781.04,8.3583
1.37363e+06,1.08157e+06,181683,225112,191736,170686,1873.95,-7354.5,2.34688e+06,28796.3,-454.18,3994.44,6878.6,8.3803
1.50679e+06,1.2262e+06,138891,249504,220917,130171,2154.16,-6335.39,2.27889e+06,30572.1,3724.92,4582.45,7116.56,8.4004
1.52603e+06,1.29868e+06,174489,256949,228194,164976,2193.31,-9984.78,3.11836e+06,25543.4,1257.46,4141.45,9233.27,8.4251
1.39183e+06,1.12529e+06,137332,218434,187279,127228,1552.34,-5997.8,2.63076e+06,33381.8,3452.57,3512.23,7856.07,8.5337
1.31713e+06,1.06126e+06,145964,254172,224116,138274,1941.13,-5459.75,1.97891e+06,28790.7,1246.96,4459.16,6313.08,8.5877
1.58841e+06,1.22068e+06,170379,232729,191808,155349,2291.83,-6859.75,3.01515e+06,31452.5,3842.06,4759.54,8807.35,8.5904
1.71436e+06,1.33468e+06,144575,166520,134729,131503,3059.16,-14384.4,3.73747e+06,18500,-248.736,2920.79,11135.3,8.5909
1.34405e+06,1.10813e+06,121904,130237,110824,114584,1727.19,-5037.71,1.86179e+06,21913.4,589.736,3687.6,5133.05,8.6298
1.46736e+06,1.26436e+06,101996,121056,110841,97093,1492.9,-5179.15,2.03635e+06,24626.3,362.473,3433.88,6048.25,8.6513
1.33138e+06,1.07849e+06,161026,189115,164574,148674,2109.68,-9056.36,2.79008e+06,32760.3,4795.4,5796.06,7898.21,8.7939
986538,747998,158656,175855,143032,143314,2268.53,-8129.54,2.6618e+06,34383.3,603.946,5189.01,7814.83,8.8033
1.82769e+06,1.51151e+06,170551,238173,211320,155427,1780.97,-8485.57,3.33487e+06,42528,5902.36,6227.04,9943.57,8.8147
1.40847e+06,1.16215e+06,217315,311814,243917,183694,1808.57,-7714.85,2.58739e+06,35105.8,758.359,7031.66,8379.52,8.8194
1.50369e+06,1.25154e+06,119051,157002,138117,109677,3166.92,-8509.81,2.61575e+06,32301.2,2738,4409.75,7601.69,8.8561
1.25521e+06,989550,149617,214213,178008,138081,1841.53,-7521.61,2.30051e+06,29275.7,1939.96,4902.2,7577.35,8.8734
1.33723e+06,1.13714e+06,129333,147119,135337,123193,2167.38,-7307.01,2.07307e+06,22414.1,5352.76,2541.02,5742.35,8.8952
1.34578e+06,1.11584e+06,174497,216189,186740,160724,1728.18,-6187.14,2.0643e+06,28830.9,1553.93,4503.28,6452.39,8.9761
1.46705e+06,1.18078e+06,131863,172626,148745,122220,2028.86,-8196.76,2.56307e+06,26307.5,-736.416,3736.98,7940,8.9881
1.54352e+06,1.28021e+06,126652,185686,161250,114566,1679.44,-8611.23,2.51515e+06,28544.8,1061.81,3956.15,8034.15,9.1367
1.30699e+06,1.10116e+06,147789,180032,159468,138702,2271.48,-7526.29,2.41882e+06,24949.8,368.754,4388.72,7251.32,9.1488
1.5823e+06,1.24941e+06,130916,178236,149898,120028,2570.33,-9793.91,2.87924e+06,25423.2,717.463,4650.61,8671.71,9.1723
1.53524e+06,1.2068e+06,182031,261709,218960,166590,2222.33,-9548.85,2.93544e+06,41512.7,1975.42,4805.05,9632.77,9.1809
1.13247e+06,916321,129639,174271,151276,119693,2816.69,-6022.12,1.92186e+06,32335.3,3423.81,4499.12,6193.39,9.1962
1.37896e+06,1.16167e+06,131568,225968,207083,120107,1888.3,-5022.63,2.32922e+06,31408.5,1593.34,4674.78,7069.14,9.2415
1.61265e+06,1.27296e+06,146991,183514,152137,135126,2943.08,-11043.8,3.06915e+06,26812.4,498.168,4817.11,9453.72,9.2573
1.54873e+06,1.23153e+06,113039,187379,163718,106946,2553.94,-5614.8,2.23301e+06,25204.7,2290.09,5221.94,5212.49,9.2735
