"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
26487.8,25025,69366.8,156,165,61961.3,80074.6,234.546,-308.482,-319.879,-607.087,-26.8004,0.670543
22678.3,21357,69590.4,184.5,189,63975.6,57391.9,261.288,63.6695,-122.617,-168.736,123.596,0.675942
23988.4,22761,69070,216.75,217,65460.5,75060.3,432.116,75.2549,-119.049,-737.235,232.935,0.694298
25459.5,24349,68525,160.5,173,60800.7,56994.1,879.136,167.538,45.0259,-232.292,178.982,0.697537
14166.9,12900,71972.2,203.25,192,69376,59897.6,354.305,15.6355,-396.279,103.332,157.2,0.702936
26118.2,25141,68083.3,196.5,193,66724.5,50114.3,291.267,-75.9219,462.269,-320.353,-45.3032,0.728851
14155,14200,65328.4,120.75,124,63818.3,23158,269.247,79.8933,-64.3824,-38.905,378.291,0.73533
18108.4,16724,70961.1,336,324,67963.3,81220.8,753.818,-144.75,30.7527,-453.895,123.737,0.760164
27436.2,25799,69694.9,248.25,259,62815.9,98229.3,1278.23,393.591,-303.628,-638.235,161.29,0.762324
26658.1,26132,66855.3,157.5,164,62938.5,66833.7,166.583,29.1033,-359.942,-275.931,-31.7758,0.766643
27394.6,26164,68618.5,213,228,61224.4,70247.7,447.127,167.698,-120.166,-318.616,198.423,0.78392
26579.5,25205,69109.9,123,145,55592.6,59616.5,423.423,-135.13,-233.116,-669.063,116.342,0.801196
20498.9,19328,69506.4,242.25,212,74887.2,56622.1,386.389,-72.496,269.268,-506.253,306.287,0.850866
21216.4,20072,69272.4,119.25,156,50097.2,58820.2,420.507,544.637,-178.763,-467.056,123.207,0.872461
18075.4,16779,70599.6,156.75,155,66275.9,50371.1,357.77,142.035,162.384,-106.939,-113.159,0.874621
25220.6,24440,67629.1,300,316,62217.7,41075.4,475.49,159.367,-81.7726,-485.427,26.4027,0.875701
27189.4,26008,68512.8,145.5,152,62733.5,52239.6,269.053,284.136,-67.4099,-223.674,-150.172,0.894057
26594,25997,67041.1,95.25,121,51589.3,57123.7,425.637,-238.459,72.3091,-419.424,88.8212,0.912413
26880.5,25576,68878.6,255,252,66316.2,76440.5,282.314,-254.029,-175.809,-188.91,21.5574,0.921052
27848.7,26681,68404.2,151.5,137,72472.3,80708.8,371.213,-190.25,93.6767,-1108.27,309.081,0.958844
22667.7,21284,69796.6,177,160,72499.2,54385.9,336.422,-273.616,65.1813,-340.841,299.044,1.00635
25943.9,24552,69251.5,177,204,56862.1,74004.6,355.071,536.08,-383.291,-548.743,60.2292,1.02039
26756.4,25557,68611.6,118.5,133,58391.1,54765.4,260.149,532.941,-337.956,-728.608,38.9163,1.02147
21847.3,20612,69463.7,137.25,116,77541.5,58284.8,242.915,187.762,-333.749,-595.143,-1.16133,1.03227
24185,23085,68658.9,140.25,157,58544.1,63139.1,391.008,348.493,-62.3346,-389.036,237.039,1.0679
23261.7,21907,69588.7,247.5,243,66749.6,70667.1,394.433,-300.669,16.6727,-435.328,60.5574,1.07546
22867.7,21953,68266.6,186.75,177,69146,57147.3,292.141,-65.0078,-41.7682,-200.485,-62.0389,1.10137
24736.8,24181,67042.4,120,133,59130.2,60333,227.911,307.255,216.534,-586.465,-79.2323,1.10677
27773.5,26445,68828.2,241.5,233,67926.8,87742.5,915.392,432.581,-379.593,-830.08,83.6647,1.11541
25204.1,24041,68706.6,163.5,157,68249.3,56231.3,281.521,275.079,-18.5763,-94.4105,44.1632,1.12621
23314.5,21873,69855,159,145,71863.6,78398.3,289.806,117.445,-135.926,-522.969,295.973,1.13053
25084,23969,68584.5,135,145,61016.3,67868.4,427.316,282.591,-227.503,-224.138,1.77148,1.15752
25773,24604,68649.8,179.25,184,63844.2,78919.5,314.265,-105.403,-196.596,-378.124,163.002,1.15968
22525.8,21189,69670.6,175.5,165,69706.5,65366.1,291.256,136.55,54.4119,-517.677,122.628,1.16076
30540.8,27898,71744.4,405.75,378,70347.2,101583,720.249,1661.34,-99.0037,-261.984,335.383,1.1964
27287,26009,68756.3,129,121,69869,52972.8,286.538,-38.5201,147.966,-243.407,-49.808,1.20287
27582.1,26332,68647.2,156,140,73025.8,86306.2,282.726,164.402,-79.4082,-516.012,-10.0159,1.20827
22932.4,21464,70019.3,175.5,204,56380.2,90775.8,401.476,58.029,-283.332,-850.185,172.155,1.22987
18353.9,17384,69192.6,217.5,220,64791.3,63559.8,533.363,-62.6587,-233.575,-474.608,161.395,1.25362
24822.6,23783,68400.7,165,167,64751.1,57862.9,347.03,390.295,-194.278,-498.65,68.2161,1.25686
11561.9,10992,68933.7,471,448,68900.6,45848.9,534.792,148.27,-374.679,-222.12,85.0305,1.2601
26900.9,26048,67682,140.25,128,71808,72400.3,272.177,441.439,-448.612,-245.21,48.1409,1.26226
26852.1,25873,68016.1,135.75,133,66891.1,65280.6,280.78,-54.82,-502.488,-280.679,193.165,1.27738
27909.4,27181,67292.3,135.75,157,56665.7,58022.4,224.243,-324.143,531.942,-733.701,5.18024,1.30869
22948.9,21793,69011.9,197.25,181,71419.8,56972.2,341.05,63.082,-367.193,-461.369,237.398,1.38104
19112.9,17865,70114,252.75,233,71091.1,55410.4,325.43,396.333,219.965,-390.016,25.4951,1.40695
28170.1,26971,68449.7,138.75,123,73927.8,60737.1,211.266,42.7246,-349.611,-136.4,224.833,1.41019
13860.7,12853,70673.9,138,161,56173.7,47005.4,303.706,123.05,80.104,306.557,-12.0076,1.41667
