FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.07E+06,773262,827772,413267,661123,443925,893560,313466,791027,3318.26,65929.9,38418.8,17652.5,9778.01,9098.82,1213.86,0.0708
1.58E+06,1.14E+06,834037,439593,803760,458970,1.05E+06,289489,911109,3786.61,98489.2,76896.8,20175.2,13013.4,9741.51,1795.63,0.0812
1.36E+06,930153,880374,437972,799272,562784,852126,339356,774359,5936.45,50683.4,37903.9,22503.8,12831.6,9300.42,1874.02,0.2765
642455,517677,744621,118548,174584,126159,830305,87995,808326,1418.57,4947.55,2130.27,887.124,37.2328,660.928,432.91,0.6306
1.29E+06,885931,874342,483178,823067,584107,845462,365132,793978,4361.09,236079,61539.3,35395.9,17227.6,10678.8,2147.15,0.6837
1.14E+06,813936,841504,391792,488112,357995,818077,311419,754851,2363.39,56330.6,24787.3,11528.7,9656.57,5828.32,742.969,0.6925
1.36E+06,951794,857118,440274,567621,385332,883842,324600,813815,3052.55,64866.6,40997.3,12179.7,11583.3,10342.4,2090.78,0.7027
1.46E+06,957947,917444,551309,933113,608585,919950,405717,815310,4623.16,25901,91472.3,25777.9,18625.1,11233.5,1474,0.7409
1.07E+06,679060,946920,459918,814234,562966,867797,349374,789843,4574.44,15982.3,46393.8,17490.8,15078,9848.41,2243.07,0.7495
1.57E+06,994150,948062,514827,890323,588786,907280,375771,822033,4050.77,82195.9,64918.6,21487.9,20962.1,15806.9,1958.47,0.7537
1.56E+06,1.14E+06,818972,373457,585751,408791,859732,282578,792965,2458.82,9018.17,66906.6,15960.5,17367.3,11100.7,923.474,0.8141
1.34E+06,919507,873855,729972,1.20E+06,831607,866225,575341,761258,9300,7939.3,74394.2,15170.3,12018.1,3331.01,1838.03,0.8318
867662,531447,979584,587392,919450,543382,1.02E+06,370574,951052,3798.62,16150.2,4762.09,3419.6,-563.093,-57.2471,2061.47,0.8766
894038,539619,994077,157593,270990,142071,1.14E+06,90805,1.04E+06,3600.58,17887.1,5191.95,2508.84,-808.113,-268.473,1675.4,0.9508
1.03E+06,632095,978049,530009,831582,533179,935800,380468,835828,3645.2,179477,51281.8,21870.6,16292.6,11059.9,2260.08,0.9665
1.37E+06,949103,866512,386189,447713,321075,836652,308821,750317,2247.5,107267,37860,12104.7,10626.6,7329.82,777.64,1.0147
1.43E+06,952033,899243,486730,645021,448408,863082,365545,798912,3360.22,26377.2,59559,15339.8,17143.3,13490.7,904.994,1.099
1.52E+06,1.05E+06,870052,343624,628301,459808,819865,274917,749952,3329.49,7933.42,35211.6,11363.4,13572.7,14856.8,336.325,1.1275
1.34E+06,938263,860063,401395,638998,446893,857921,306980,784536,5067.04,26252.9,95020,23263.2,21419.8,13982.9,962.836,1.2227
1.14E+06,951263,720510,228137,421262,355048,711896,208983,654991,2378.15,12519.7,5019.21,2717.98,1066.71,537.016,2436.06,1.2588
1.38E+06,911279,907317,400373,788854,583338,811386,328389,731521,3371.08,4825.76,61830.1,14504,13663.5,8629.12,932.905,1.4287
1.21E+06,878753,825777,216798,314869,240323,786114,181530,716569,3591.06,15369.2,3948.92,3862.81,-21.9624,718.41,1944.71,1.4776
1.20E+06,797073,905240,427006,644313,455915,847938,326022,785848,3234.67,28681.4,73930.7,21179.4,15765.9,12134.1,1174.54,1.5457
1.70E+06,1.13E+06,901613,377231,599138,416020,864100,296465,763458,3592.96,8875.72,49383.6,10168.5,15521.3,8456.1,886.071,1.7083
1.46E+06,1.08E+06,813501,392100,670208,471392,853058,301103,781327,6297.3,88455.2,56859.1,15578.1,14871.1,10896.8,2943.84,1.8712
1.47E+06,1.03E+06,858338,373090,577470,402724,860346,283647,789199,3498.84,14074.6,57874.9,16830.9,14618.1,11123,742.136,1.9201
1.11E+06,816599,812510,84488.1,179114,144220,745168,74293,682337,3056.66,12153.7,2723.75,2061.42,-317.239,-102.478,1565.62,2.049
1.66E+06,1.06E+06,941554,439743,681202,422984,966280,312560,844144,10855.6,7176.18,42465.5,17469.4,13966.1,10404.9,1826.35,2.1052
