FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.73E+06,1.06E+06,976327,386605,660965,434341,913059,288506,804015,3629.06,6572.27,83261.1,7885.33,20027.9,3303.06,2466.75,0
1.54E+06,996442,924774,450734,585326,373394,940549,333890,809969,3188.06,20120.1,64536.8,13503.7,16509.5,2169.95,1824.04,0.0393
2.05E+06,1.37E+06,900319,310606,605522,395373,918912,237100,786013,3174.17,57892.6,62734.4,4428.19,17617.4,2746.67,1941,0.0579
2.11E+06,1.28E+06,984948,241913,431974,274667,943632,185999,780370,3116.14,5614.55,126757,8661.07,26844.3,3043.85,2476.39,0.101
2.15E+06,1.39E+06,930663,365637,810861,507603,958458,286556,765583,2757.13,65407.2,85189.5,5866.74,25948.9,3581.6,2161.41,0.21
1.81E+06,1.22E+06,891208,262994,462107,315597,878539,231470,681715,744.289,21059.9,52283.1,4803.73,14948.6,1862.65,1277.05,0.239
2.09E+06,1.36E+06,920981,338992,559904,374557,896905,278272,730922,1670.01,9019.06,76780.1,8546.38,25554.8,2805.53,2048.88,0.24
1.40E+06,851493,989894,234327,513276,328124,938566,262581,535439,1896.55,19249.3,95646.3,6901.07,11919.3,3181.69,465.652,0.2893
1.88E+06,1.19E+06,943182,283264,566198,371744,913852,268283,633504,2468.63,15669.4,89053.8,3066.22,16034.9,2691.36,1165.12,0.2965
2.08E+06,1.33E+06,936412,283940,695851,420823,992128,278214,612349,1209.58,21219.3,117630,6474.19,23251.9,2476.84,2493.87,0.3342
2.38E+06,1.54E+06,928668,301089,657390,443561,889244,292951,616668,2239.81,9065.99,81575.8,5072.58,22689.3,2822.92,1647.64,0.3586
1.80E+06,1.16E+06,932211,265652,602896,375921,962270,346946,459412,2075.1,68650.1,62841.7,5908.27,15176.1,4380.71,254.924,0.4358
2.28E+06,1.43E+06,956815,274230,609420,380110,961964,304536,540291,1539.48,4863.9,74932.7,7289.29,23254.7,2911.46,1045.4,0.4369
2.08E+06,1.30E+06,963536,204668,605306,391012,928831,242200,507022,1807.53,52986,93192.9,5131.86,23258.8,2670.9,218.971,0.448
603800,462545,783232,197541,902224,746397,725264,471330,251468,987.301,122.433,1008.75,834.863,590.641,-124.816,721.751,0.503
1.81E+06,1.27E+06,853460,190616,443891,308100,864442,224303,509888,653.887,4142.51,45932.4,3408.79,9879.48,2242.86,1423.34,0.5433
1.68E+06,1.08E+06,937356,342132,565598,362261,936780,331845,618599,1488.5,106338,54442.9,7313.44,13436,2533.1,1466.55,0.551
2.33E+06,1.47E+06,952524,176144,395855,255131,930944,163322,647104,1212.01,6518.32,68896.8,7622.78,21506.2,2393.3,2092.74,0.5544
1.87E+06,1.18E+06,954884,372992,625294,385304,973715,326832,684740,2197.75,5479.42,151351,6136.93,25381.1,2616.87,1668.82,0.5762
1.87E+06,1.19E+06,939993,414943,852051,550562,928562,372787,667850,2685.59,668726,87442.9,6659,13095.4,3801.95,501.108,0.5784
1.83E+06,1.14E+06,960072,391089,615165,376681,979872,288886,812269,3425.74,124538,73843.3,6779.81,19090,3993.5,1809.59,0.6694
2.24E+06,1.38E+06,975132,493079,824166,494556,999886,329006,899216,3154.84,64795.7,93373,10294.2,18766.5,5020.41,3540.19,0.7611
1.75E+06,1.18E+06,892162,358862,658960,431525,916229,258409,833243,4024.67,19098.8,81230.9,8181.76,17965.8,5186.28,3412.06,0.8521
1.80E+06,1.20E+06,897971,292374,470703,319067,885149,230909,759711,1314.44,28619.1,64782,10682.7,19560.1,5608.34,916.796,0.909
1.27E+06,810384,936648,434178,762051,510522,895614,329833,789815,2458.86,51082.4,68564.6,20573.8,16409.5,8043.46,1907.75,0.923
442613,356847,744206,361034,445909,376769,710104,341649,634043,3508.23,7978.46,4746.88,1873.49,3071.11,671.758,-189.563,0.9514
1.86E+06,1.18E+06,946817,455659,877183,591242,890177,335265,815461,3339.76,5838.44,142693,31238.8,42699.5,8999.83,3854.69,0.9552
2.03E+06,1.38E+06,880255,392699,702660,455858,924840,280910,838771,3347.25,113077,69899.7,26212,21612.5,9119.63,4012.34,1.0686
1.73E+06,1.11E+06,934217,365615,568533,372706,915252,275276,796906,2871.1,53123,52016.3,13046.9,17786.3,6645.6,2279.58,1.0821
679517,513137,794544,183502,282331,222775,760401,159274,691270,1079.77,-150.987,62361.8,10493.9,7256.96,1209.4,267.148,1.1038
1.71E+06,1.17E+06,873645,385735,684035,457880,896350,274130,844276,3594.1,20407.3,60091.8,23292.1,26893.2,10792.4,3381.86,1.1462
1.81E+06,1.11E+06,976026,294502,457914,308730,889931,225178,784718,3559.84,5414.7,111135,32456.5,36356.6,10296.5,2281.1,1.1582
1.50E+06,962781,934060,334239,534950,361704,887383,259898,771625,2169.6,15763.6,52485.8,8078.81,16295.2,7773.32,1518.04,1.161
2.16E+06,1.44E+06,904103,358902,492701,330065,895643,259536,829717,4498.36,12706.6,319787,35625.4,45186.4,10586.8,3488.8,1.1666
1.79E+06,1.05E+06,1.03E+06,655688,829382,501799,991690,449355,875505,5002.63,11503.7,214131,55428.2,25185.4,13699.6,3947.51,1.1846
1.38E+06,958305,861136,409316,601756,444796,811728,335606,731779,3178.88,26482.2,68706.5,16517.1,14511.8,8714.06,2221.61,1.3072
1.80E+06,1.23E+06,882430,296342,519135,363265,857449,234150,759363,1920.87,61571.5,68673.6,10388.2,17381.6,8046.72,1100.96,1.3199
1.82E+06,1.18E+06,927284,362383,621255,423979,879178,269485,806835,4384.3,19321.6,124750,65530.9,29384.3,11886.9,2876.37,1.3369
1.81E+06,1.13E+06,958959,460031,598012,396243,905523,333919,826603,4279.88,110231,66863.9,20540.3,17768.5,10466.3,2601.65,1.3483
1.40E+06,1.01E+06,833285,361798,589136,415540,850656,279215,777461,2960.83,55783.7,56995,16260.1,17468.8,9307.27,3047.34,1.3744
1.79E+06,1.28E+06,836736,270482,500971,367515,817878,212525,763625,2687.38,16819.1,61640.4,14929.7,17302.2,8798.2,1932.14,1.4416
1.34E+06,964341,836035,433535,542306,385964,843041,339461,766277,4533.81,34957.3,60971.4,16631.2,15454.5,10098.9,2203.55,1.4862
1.41E+06,994950,851354,290836,554467,383762,866891,217125,803692,2636.45,7757.19,46509.6,20128.3,15900.5,7614.13,1849.37,1.4871
1.57E+06,1.18E+06,794914,182580,274669,210090,784433,148317,738606,1605.58,136073,59036.4,17640.1,14668.3,6281.07,1206.95,1.4913
1.65E+06,1.19E+06,829612,262220,460287,334760,824986,211048,745481,2771.67,10799.3,56391.6,10784.9,11344,7189.69,1644.46,1.4928
1.39E+06,993778,837244,337910,585346,444619,789908,268019,756460,3477.7,50010.2,82084,16803.7,22584.9,10679.5,2042.74,1.5135
537774,339378,950752,485905,825976,550352,900488,351298,829902,3027.53,10299.8,3596.98,2630.64,-236.544,192.09,1534.41,1.5906
1.49E+06,1.07E+06,833993,308736,355498,262654,812090,247889,747276,1945.96,26119.4,39838.6,17370.7,19181.4,6710.37,1389.6,1.5984
1.66E+06,1.21E+06,822124,269668,463038,346028,802891,218647,740009,2816.79,7344.7,43957.9,29133.4,11126.8,6511.56,2030.85,1.6084
1.81E+06,1.19E+06,915710,285807,492889,324942,910111,220394,778080,2201.4,5700.01,66938.1,10170.4,19506,7209.22,2434.06,1.647
1.72E+06,1.21E+06,851464,174345,335012,262266,766424,148741,703285,2739.76,9651.47,99058.3,67585.1,12300.7,21702,1176.02,1.6569
1.09E+06,666921,982320,538623,736963,468596,943623,385537,838243,5311.97,6385.39,115903,64038.8,28806.2,9695.01,2017.78,1.6722
813828,719345,678808,159426,178620,165761,646545,156716,610374,2657.03,12721.1,3806.88,37.1035,641.663,-37.1914,2441.02,1.6888
1.11E+06,710886,933734,371018,494874,328569,903690,269687,825441,2509.85,14507.9,82999.3,27048.7,16786.9,8337.53,1841.82,1.7028
1.39E+06,931513,893219,360014,667631,462067,866928,261366,826460,2203.15,26967.1,79661.4,16150.6,18355.8,15329.2,2211.2,1.7221
1.97E+06,1.37E+06,858300,177453,204777,137464,893808,129775,820435,1439.26,385087,96105,14982.1,12751,3837.96,2960.65,1.7579
1.50E+06,1.06E+06,848258,267255,425026,301291,846410,211424,758443,1906.52,32956.9,74370.9,17522.1,22477.5,12933.9,1158.17,1.7883
1.84E+06,1.38E+06,799244,244021,459561,345633,797772,196073,746725,2516.22,103398,57081.9,19084.4,14011.8,7213.51,2290.28,1.7949
1.62E+06,1.05E+06,927900,418646,689469,424097,975441,296254,847880,4039.2,33973.9,60985.9,24433.5,31615.5,12052.3,1773.94,1.8354
1.68E+06,1.13E+06,893796,307570,504372,350612,863128,232868,792475,2322.77,17355.9,58916.5,13444.3,19329.8,8567.09,1916.07,1.91
