"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
14179.4,13241,70180.8,466.5,445,68702.3,2866.19,1798.66,540.255,627.948,90.0049,263.356,0.593634
16146.2,14363,73672.6,741,667,72806.9,1463.49,2111,1163.1,609.262,-59.3573,134.046,0.594786
22403.7,20389,72011.8,479.25,453,69333.6,1023.66,1921.82,921.768,169.558,448.276,343.896,0.595939
13666,13500,66341.7,292.5,296,64761.1,75.0689,78.6612,19.8669,49.7973,105.263,201.593,0.597092
26677.2,23901,73148.3,743.25,681,71526.6,121.579,2511.46,1510.65,3899.41,562.755,59.2463,0.598244
29061.8,27212,69990.9,306,296,67750.1,634.429,872.498,4.24193,240.944,147.657,115.403,0.60055
27445.4,22469,80050.9,583.5,533,71745.3,1341.2,1951.52,266.408,244.306,676.668,418.261,0.601702
10940.2,10596,67664.6,435,436,65385.7,369.797,439.595,81.6423,156.889,487.363,-76.2781,0.601702
22077,20728,69801.2,274.5,268,67125.5,2048.29,1554.92,561.161,549.013,-219.041,135.874,0.605161
25611.3,23264,72148.5,606.75,580,68558.6,1282.93,1308.76,1061.43,311.404,294.627,44.9459,0.608619
20621.7,19223,70304.5,505.5,487,68025.6,694.8,2284.08,1087.62,1332.85,398.82,-6.92953,0.614382
18589.6,16605,73368.6,716.25,685,68525.8,3101.66,1772.59,488.051,826.507,604.504,313.79,0.624756
17465.6,15369,74476.2,567.75,541,68776.5,1170.91,1223.29,-202.242,60.1225,252.768,95.2104,0.624756
18455.6,16643,72673.5,590.25,563,68708,800.284,939.448,932.664,-246.097,325.41,151.917,0.625909
17883.4,16376,71568.4,427.5,428,65459.4,2545.95,845.431,242.2,266.076,-15.3411,357.589,0.628214
24330.9,23235,68627.1,339.75,323,68934.5,6705.54,557.142,382.84,305.089,-58.6821,-12.1612,0.636283
22026.2,20493,70439.1,281.25,265,69554.7,682.482,834.495,407.338,-17.4165,140.153,156.347,0.638588
24797.5,22716,71541.2,563.25,488,75641.7,2331.59,2341.45,213.215,662.247,50.3466,15.9088,0.639741
28467.8,26645,70019.3,342.75,321,69976.5,509.255,787.682,290.539,250.63,246.485,271.054,0.640894
29558.8,27424,70637.5,332.25,304,71626.1,2462.57,1590.41,948.598,699.751,608.52,79.493,0.643199
25841,23393,72394.1,423,417,66479,319.009,1741.7,816.314,279.429,573.646,224.826,0.644352
20614.4,17525,77089.2,645,565,74815.4,838.299,1717.08,1012.49,1704.38,197.119,350.506,0.644352
22926.4,21381,70273,216,209,67731,416.845,2513.18,539.778,494.405,296.723,178.002,0.645505
18938,16704,74301,503.25,448,73618.3,1480.9,2151.18,743.945,647.013,570.668,42.9128,0.645505
31339.4,28741,71461,522,497,68832.6,1615.12,738.018,589.138,391.435,61.4087,75.4169,0.650115
20001.3,18417,71173.7,581.25,561,67901.6,2825.4,1120.24,607.904,156.855,31.1888,112.427,0.651268
18254.9,16296,73414.1,399.75,408,64210.8,291.679,2773.46,836.081,130.635,229.63,53.5232,0.653573
23736.9,22229,69981.6,411.75,401,67292.9,3639.78,721.446,1149.57,120.427,735.267,149.532,0.653573
19532.7,17208,74389.5,513.75,476,70733.4,699.247,1178.51,880.101,181.937,690.851,68.9073,0.657031
16030.7,14426,72826.2,715.5,654,71698.8,1566.7,1841.09,828.932,297.994,337.058,328.725,0.658184
26126.8,24384,70220,460.5,416,72546.5,402.136,1322.44,334.578,164.714,308.965,-210.984,0.659337
16357.4,14296,74986.1,726,664,71655.3,600.355,2257.27,886.86,276.357,39.6491,11.5752,0.663948
22479.6,19853,74206.6,799.5,717,73076.8,2902.3,1105.19,1092.56,1103.91,138.669,218.487,0.666253
28057.3,23884,76987.1,897,808,72754.7,11077.9,3255.65,1219.14,460.862,921.889,-9.2534,0.668558
34473.8,27256,82890.9,817.5,744,72010.3,57.6563,2970.19,1435.99,1910.84,444.57,-219.203,0.672016
17480.8,14889,76944,702.75,669,68842.2,279.911,1157.43,1196.17,1098.98,8.98863,51.8289,0.673169
15684.2,13908,73905.8,606,548,72472.3,1776.23,1330.82,89.3531,350.081,434.907,-14.238,0.674322
18128.2,17242,68904.5,138,142,63689.9,195.279,1477.22,-148.124,148.05,169.679,-190.705,0.67778
19607.9,17768,72322.5,506.25,444,74724.3,1303.08,1225.87,344.117,304.327,149.082,54.2213,0.682391
24821.9,22140,73474.7,468,424,72336.9,398.445,2302.42,55.9738,1859.21,52.8746,-45.4494,0.683543
18451.6,16808,71944.6,534,476,73521.5,1524.28,1107.56,460.305,647.623,446.528,-118.514,0.684696
25031.8,23071,71106,421.5,411,67210.3,1740.42,844.211,327.994,252.277,657.237,279.945,0.685849
24854.9,23172,70295.8,300,272,72282.4,1565.4,665.88,105.291,77.0091,596.98,-58.5741,0.685849
25904.3,24249,70009.8,312,313,65326.6,7210.05,572.795,-208.973,-207.91,-85.9647,76.6579,0.689307
19392.1,17600,72209.2,567,528,70376.7,1914.76,1068.84,190.105,28.1062,361.993,23.6253,0.693917
39950.5,33776,77516.4,516,468,72257.6,201.857,4113.94,811.171,2437.25,121.191,-78.3459,0.69507
18183.7,16424,72557.5,478.5,440,71270.4,984.814,1284.32,182.709,278.159,240.51,-91.2893,0.69507
18995.5,17179,72465.6,542.25,523,67948.2,1142.11,1518.78,638.815,497.438,251.813,-59.707,0.698528
19588.8,17595,72962.3,532.5,491,71075.2,1140.56,1310.47,189.488,804.776,87.1533,-156.411,0.698528
17086.7,13629,82162.8,756,685,72328.8,165.299,1673.67,520.684,370.285,88.8692,-29.1224,0.698528
17554,15353,74931.3,572.25,541,69321.6,364.224,3206,-25.5665,523.949,406.063,127.918,0.699681
19590.1,18109,70896.1,416.25,409,66697.7,410.536,886.796,-423.828,272.32,302.255,5.93361,0.701986
16530.4,14833,73035.4,592.5,561,69215.8,2523.25,2309.5,446.7,-29.8704,191.79,-19.4896,0.703139
14792.6,13117,73907.7,566.25,505,73484.7,2423.7,2181.39,1225.49,645.897,220.236,77.6254,0.70775
19652.2,18578,69325.2,307.5,306,65857.3,479.524,2160.63,194.342,31.078,-33.7923,435.811,0.708902
23175.9,21413,70931.5,513.75,469,71789.2,1226.34,1962.71,1069.69,800.329,532.721,82.3983,0.713513
19548.5,16732,76567.8,909.75,812,73425.3,2682.99,2909.89,2476.53,1029.8,570.951,449.5,0.715818
16911.8,15124,73283.2,531,516,67441.1,194.651,1575.46,580.375,-237.571,320.922,80.1751,0.715818
20491,18610,72160.1,412.5,402,67247.8,591.467,900.73,195.003,221.046,631.788,192.064,0.716971
21238.8,18046,77131,864.75,782,72470.9,153.186,1419.65,1410.11,550.235,546.376,-17.9908,0.718124
23855,22220,70358.4,483,444,71292.5,2796.14,1993.89,1087.1,873.844,-165.92,145.527,0.719276
25875.3,21949,77259.3,864,809,69991.5,3318.5,2286.31,816.83,380.676,111.304,209.887,0.720429
21690.2,19416,73212.4,469.5,456,67476.2,830.536,1100.76,685.804,374.052,343.945,206.816,0.721582
23821.4,21165,73761.3,577.5,541,69957.6,762.16,1277.56,398.504,553.12,284.087,-4.23564,0.721582
21990.5,20176,71430,447.75,448,65499.4,1243.65,4974.4,939.454,234.013,-137.276,229.447,0.722735
20896.3,18361,74585.1,728.25,701,68083.6,207.01,1701.44,1038.68,432.512,587.896,169.116,0.722735
23196.4,21528,70614.9,336,360,61166.9,3934.74,3077.1,139.668,634.098,640.909,357.351,0.722735
17530.9,16179,71012.2,548.25,535,67159.1,793.434,1535.1,451.419,394.924,328.63,-197.426,0.72504
26169,24641,69599.9,419.25,385,71366.2,918.996,1233.3,899.71,1047.14,318.227,-269.899,0.729651
25068.8,23331,70417.4,426.75,391,71528.1,1792.33,1178.43,496.522,494.885,461.978,112.105,0.730803
