"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
27320,21832,82010.2,548.25,488,73627.3,495.68,2641.15,3814.98,2576.69,1016.06,-65.5776,0.591274
15752.9,14117,73130.3,673.5,609,72477,766.459,1199.38,812.254,-381.444,329.345,-54.5446,0.594719
17358.7,15577,73031.9,605.25,553,71728.1,675.655,2270.09,618.284,796.566,515.571,425.956,0.595867
19168.4,17104,73445.9,607.5,580,68643.3,411.541,1679.54,730.96,497.725,342.636,123.771,0.598163
20811.1,18672,73044,725.25,660,72015.1,723.935,829.193,673.1,922.286,232.431,3.01377,0.599311
24792.2,23881,68036.7,314.25,297,69342.4,4702.49,1037.59,142.388,362.614,130.93,272.919,0.600459
24253.7,22340,71149.9,462,416,72782.8,1341.69,1088.77,-453.72,79.2982,336.03,322.362,0.600459
26842.9,24548,71662.6,342,292,76757.9,384.611,716.59,-296.76,102.475,331.124,-25.2189,0.601607
28681.6,26216,71699.7,283.5,296,62768.4,725.405,1749.95,81.8118,518.921,227.965,-284.508,0.602755
18646.3,16996,71899.6,470.25,452,68182.1,778.135,803.957,263.086,-205.519,201.253,-57.7706,0.607348
23663,21789,71172.5,417.75,397,68961.4,5396.04,1330.87,-258.936,190.714,674.934,73.9505,0.608496
19159.8,17480,71833.9,416.25,376,72551.5,1608.47,1003.67,-192.243,350.192,302.664,-49.6675,0.608496
14945.7,13425,72959.5,483,465,68072.9,868.501,1041.68,-97.3753,1132.31,885.987,244.675,0.609644
23111.9,20964,72250.5,364.5,340,70258.4,480.434,1463.22,-204.654,892.849,411.074,296.845,0.61194
22410.3,20317,72288.3,396.75,397,65494.7,2318.45,1252.52,-43.8674,331.65,563.953,97.0262,0.614237
17871.5,16334,71704.7,414,398,68170.6,549.639,1097.01,950.436,318.436,688.409,-7.12548,0.615385
30491.3,20041,99709.6,1520.25,1085,91825.9,1157,4211.47,8384.19,643.664,411.989,-125.512,0.616533
27244.1,23916,74656,706.5,652,71014.1,227.648,1374.41,518.254,611.286,340.219,141.152,0.617681
26474.6,24629,70447,201,209,63027.4,2244.46,1697.59,34.6088,522.339,253.061,6.09779,0.62457
16987.7,14920,74618.5,613.5,568,70785.8,619.129,2230.24,1187.52,480.873,129.851,470.613,0.625718
18131.5,16627,71466.1,714.75,647,72398.5,31.965,1956.95,1243.01,252.7,171.761,464.821,0.626866
17407.5,16509,69102.8,369,377,64145.3,30144.8,1162.94,56.5042,5.36962,56.3496,184.234,0.629162
19817.8,18151,71554.2,515.25,467,72307.1,2627.94,780.648,762.681,-225.774,-10.2636,122.76,0.63031
