"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
40058.7,28621,91725.9,954.75,829,75477.1,349.44,9295.23,4857.06,4844.48,364.199,1048.85,0.5488
23830,21232,73555,687.75,624,72231.4,954.254,4360.27,1491.59,931.008,785.378,224.06,0.550911
25926.8,23181,73298.7,585.75,557,68918.7,4367.53,4597.8,557.134,1853.85,-27.2283,843.46,0.553022
27515.4,23554,76558.1,470.25,422,73029.2,1115.51,5255.68,2591.61,1786.32,279.418,623.555,0.555132
31838.4,28208,73970.6,416.25,368,74128.7,4539.65,4507.68,4143.45,612.444,214.411,616.48,0.556188
36709.2,29342,81990.8,729,670,71307.1,1113.49,5763.65,1431.89,2183.33,-38.4636,595.49,0.556188
30846.4,19668,102784,823.5,676,79835.6,1691.38,8392.33,1770.05,3455.1,152.701,885.937,0.558299
26910.2,22656,77841.9,659.25,580,74490.7,3697.54,6059.58,1880.69,2360.92,327.291,815.836,0.561465
29443.3,26313,73332.3,450,425,69391.1,1071.59,3612.89,884.644,1834.44,304.36,745.52,0.561465
9635.34,8464,74605.6,868.5,736,77334.3,590.58,6306.85,8024.55,2081.93,-172.523,335.94,0.56252
39954.4,31147,84067.6,758.25,667,74501.8,924.493,5051.68,1322.86,2333.73,-179.493,792.746,0.56252
17696.6,14757,78590.7,684.75,613,73206.8,7131.03,4142.35,840.696,1488.15,281.482,1001.21,0.563575
29238,25228,75953,525.75,472,72999.1,1784.27,4998.57,546.112,1500.07,-10.181,551.29,0.565686
23259.1,18713,81457,532.5,473,73780,2280.66,6523.17,4231.52,1082.9,-82.9523,528.778,0.566742
20616.4,17780,75990.9,495.75,432,75207.1,9338.89,3921.13,749.347,1056.83,78.8,726.412,0.57624
34639.4,28313,80179.8,509.25,461,72395.2,1242.75,5550.59,2335.69,3290.09,317.587,953.983,0.578351
19528.1,16377,78145.7,552,489,73979.3,8902.71,4264.68,649.592,1592.17,591.756,491.793,0.578351
19119.5,16052,78059.9,630,564,73205.1,3737.57,5324.23,2475.13,2063.96,170.725,923.585,0.579406
11497.2,6597,114216,812.25,613,86837.9,1210.32,8041.08,2966.31,4264.91,-179.577,1659.76,0.579406
26258.8,21678,79384.4,638.25,558,74961.2,391.346,5852.13,1176.87,3365.33,-162.1,970.121,0.583628
