"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
12629.1,8466,97762.9,303,274,72472.3,40604.2,1723.26,1093.16,2861.26,-41.125,507.787,0.41785
11657.6,9849,77570.4,727.5,665,71695.4,93691.2,522.182,-13.0351,1269.2,2080.45,211.655,0.427113
13092.4,9989,85897,332.25,289,75343.7,32898.8,1705.63,1353.02,317.479,134.267,291.754,0.467251
22023.5,19972,72267.9,297.75,276,70700.5,42339.5,1372.03,840.459,204.711,-421.619,109.168,0.471368
22312.6,20692,70668.9,330,308,70217.1,56265,1581.25,1686.83,1644.46,-810.138,386.356,0.489893
11701.8,7789,98458,542.25,493,72083,56742.2,1402.74,1082.53,1103.47,-504.882,438.264,0.50636
17870.2,14140,82824.5,539.25,492,71829.9,43118.1,2350.19,1549.9,3172.04,385.106,422.025,0.533119
7685.7,5811,86678.7,316.5,279,74344.6,41219.1,1643.59,1315.12,344.163,-195.698,31.6864,0.535178
18503.8,15269,79419.9,303.75,257,77457.4,46553.5,903.215,1986.93,870.736,415.537,505.864,0.561937
22242.7,19940,73104.1,378.75,340,73005.2,50473.8,1125.68,2418.28,1533.73,-661.266,457.883,0.573258
20514.8,18336,73323.3,295.5,260,74484.2,44578.8,2103.54,2424.76,1225.03,-707.041,326.878,0.621629
22843.3,20507,73002.2,358.5,331,70980.8,39173.3,2418.39,1172.51,1305.24,-217.687,267.075,0.624717
17851.7,15884,73654.5,363,328,72529.2,42729.1,1057.39,656.239,1335.18,29.6163,606.841,0.654563
13681.8,10972,81721.7,447,424,69091,39450.2,1509.31,1187.26,604.246,31.8805,383.601,0.730723
15267.1,13549,73846.5,535.5,441,79579.4,46781.9,1305.69,1934.54,1660.04,-276.715,370.449,0.738957
17350.7,15036,75625,381,348,71750.6,40192.1,1074.08,1833.39,753.15,-58.1974,213.498,0.744103
21098.2,19144,72225.9,333,328,66535,47904.2,1764.49,1214.16,697.373,286.8,441.855,0.756453
17378.5,14420,78981.6,505.5,436,75982.7,50731.7,1689.32,1827.64,2038.84,-468.631,310.337,0.781154
19312.9,16556,76449.1,574.5,504,74703.2,43323.9,1703.64,2162.49,935.161,348.108,394.915,0.827467
16353.5,14509,73867.4,314.25,301,68420.9,48280.9,1611.63,842.503,1258.58,-1107.29,95.5092,0.875839
15529.8,11970,85026,561.75,450,81810.8,42561.5,2545.37,1581.8,1507.54,929.009,846.392,0.891277
18002.2,15872,74331.5,391.5,336,76361.1,44915.2,1759.1,1386.55,1211.96,-317.46,377.162,0.941707
19508.9,16248,78688.9,396.75,364,71432.4,48359.2,2054.12,1491.29,1467.77,-359.686,763.57,0.994195
12052.9,8837,89385.6,319.5,257,81473.8,39613.6,1027.81,818.144,613.568,-141.142,427.508,1.00243
21545.7,18813,75055.5,367.5,329,73205.1,49667.7,1553.84,958.099,1465.25,-413.373,216.77,1.02713
14722.6,11788,81851.2,459.75,396,76086.3,46875.2,1302.08,616.202,333.96,-89.302,173.682,1.0436
9527.76,6792,91933.4,619.5,524,77480.1,44429.3,1587.65,1211.81,1386.59,-465.853,684.985,1.05595
16568,14992,72425.2,381,336,74313.1,36852.9,1621,1759.02,826.89,-173.808,474.15,1.10844
14176.1,12324,75385.2,321.75,292,72213,42441.3,434.972,718.106,121.44,41.7754,147.481,1.13416
11031.9,7936,91102.1,504.75,480,68915.2,53631.8,797.971,1739.87,209.416,-302.285,322.909,1.2484
20002.6,17198,76223.5,358.5,334,70343.3,53916.2,1507.65,1972.37,818.374,-455.296,223.172,1.25458
22541.6,19588,75418.1,593.25,528,73634.9,70101.8,1709.37,1668.61,748.604,-152.135,321.956,1.26796
12687.8,10145,81962.6,603.75,561,70530.1,45239,1737.55,1206.68,1251.22,-104.047,971.36,1.30398
17527.6,15848,72481.7,237,232,66948.4,39314.7,1546.21,1867.52,857.522,-445.835,523.019,1.32148
18709,16106,76127.8,381.75,362,69111.5,38711.5,907.211,1766.27,364.281,-22.861,676.281,1.33074
20075.2,18195,72308.3,372,343,71076.9,40207.9,1547.14,2221.29,660.405,-212.94,550.254,1.35647
22242.7,20324,71722.8,489.75,464,69173,40499.3,876.976,918.775,830.462,217.451,363.506,1.37499
22352.2,19693,74385.6,339,333,66716.8,40461.6,1215.08,1422.24,1501.59,-314.02,372.594,1.3997
9568.02,6843,91633.8,289.5,251,75588.3,66180.6,1418.09,1969.18,981.004,-751.484,587.192,1.42954
10935.5,8630,83044.2,412.5,390,69316.9,41075.4,1215.88,417.859,401.742,40.7388,223.605,1.45115
21107.5,19012,72759.2,357.75,336,69778.3,35448.6,1996.6,1368.34,1292.67,-545.763,237.05,1.47174
21882.3,17333,82736.9,481.5,449,70279.7,45864.4,2235.5,1904.37,1482.39,128.172,572.129,1.50056
28530.5,26991,69274,241.5,255,62066.4,73144,261.211,40.1766,711.009,-301.644,86.3763,1.51085
18320.9,14360,83612.9,528,456,75883.8,54965.6,3128.23,3364.21,571.205,-276.439,942.059,1.51394
16142.9,11101,95301.7,386.25,333,76015.9,52968.3,1836.27,1650.5,363.604,-110.721,147.529,1.51599
11963.2,8289,94585.3,499.5,437,74909,46005.6,1147.21,1275.25,1289.72,-499.987,123.503,1.52834
16889.4,14593,75849,374.25,337,72780,55151.3,1469.01,1898.4,193.502,59.9805,240.113,1.5304
20573.5,18789,71760.4,334.5,305,71874.7,53866.4,1248.84,1091.99,941.02,-557.344,311.551,1.5479
17259,16720,67648.7,183,180,66628.3,28314.2,194.109,97.4282,531.79,-168.391,-136.205,1.58598
11296.6,8460,87509.6,288,248,76106.3,58097.2,970.041,1325.54,720.972,-262.619,450.114,1.61171
21671.8,19869,71482.2,297.75,281,69442.5,36348.5,1020.35,1409.36,138.743,-732.317,402.174,1.64155
11913,9107,85728.6,465,387,78744.8,50471.7,1750.98,1404.42,1460.05,129.153,500.185,1.6467
11590.3,7621,99669.2,656.25,577,74537.3,54547.1,1373.18,1054.08,890.266,-521.913,718.038,1.68581
38905,28201,90411,1073.25,941,74746.6,67362.3,5852.97,4928.32,4199.9,-171.475,1852.39,1.6961
11451,8619,87069.6,568.5,507,73485.6,64262.5,1458.47,1662.12,380.993,-424.919,72.164,1.6961
13584.1,12037,73959.4,354.75,325,71535.1,45039.2,944.279,1135.39,1217.51,-42.7079,456.473,1.69816
14359.6,12186,77225.7,324.75,302,70472.9,47920.9,2330.4,1741.66,966.778,-40.3169,144.497,1.73521
17189,14140,79667.7,339,328,67733.9,45433.1,1102.44,1754.86,505.186,-34.3676,663.802,1.76403
17883.4,16301,71897.7,384,393,64035.2,56268.4,1265.52,2112.53,699.658,-452.779,346.077,1.76506
27502.2,23171,77786.2,566.25,503,73776.9,44978.6,1797.9,1606.18,777.424,-711.943,809.596,1.79285
17123.7,12869,87203.3,663.75,629,69156.6,46294.8,1685.53,1375.56,832.007,-536.387,461.142,1.80417
15783.9,13470,76793.9,417.75,378,72427.7,42855.7,1191.22,370.584,1196.8,-292.265,445.959,1.8052
18075.4,16461,71963.5,470.25,461,66851,55395.4,871.089,1304.9,509.933,-320.975,335.082,1.86592
20261.3,17480,75963.8,555.75,508,71696.1,41560.5,2045.43,1710.61,1126.97,-494.918,695.74,1.87724
15759.5,9629,107261,1041.75,825,82754.1,63222.8,1923.66,3374.06,2847.07,-134.748,958.485,1.89062
15646.6,12785,80204.7,342,305,73486.3,39538.4,1683.02,1170.31,1346.81,-223.686,411.626,1.89679
22428.1,20704,70993.5,361.5,336,70509.7,47492.2,1088.22,1720.3,529.347,-264.544,147.061,1.94311
22016.9,20556,70193.7,209.25,188,72943.7,57426.8,612.972,156.567,-424.252,-360.167,514.179,1.94311
13422.4,10165,86537.3,872.25,769,74335.2,47363.7,1512.7,746.61,1670.39,-410.154,934.005,1.9606
18944,17448,71155,267,236,74144.5,38529.9,1191.9,977.322,715.635,-135.807,92.3487,1.99457
14349.7,10037,93695.6,573.75,485,77528.4,60381.1,1952.11,1911.54,1423.09,-248.234,534.518,2.08411
19804.6,17613,73690.8,325.5,329,64838.8,42903.7,1114.57,1276.43,793.749,-348.995,235.095,2.11395
26239.6,24874,69134,143.25,154,60961.2,72426.7,226.924,-148.135,-351.517,-629.764,258.82,2.14071
20040.2,19288,68091.9,363,344,69155.7,31997.1,235.206,1233.51,325.473,-172.881,158.635,2.27862
20313.5,17481,76154.9,365.25,349,68587.5,45759.8,2486.41,1865.28,1021.31,-232.097,411.397,2.28274
21731.8,20208,70477.9,320.25,292,71876.4,45929.2,1331.73,983.548,606.461,-241.977,573.988,2.28583
17451.1,13773,83037.3,468.75,445,69033.7,45800,1381.42,2194.26,972.979,1.8457,343.817,2.32596
18689.2,15132,80942.2,466.5,440,69483.1,48183.7,1747.13,1042.45,859.749,-65.2384,577.819,2.32802
15124.6,12361,80187.9,492.75,493,65502.8,44015.2,1130.89,1131.65,591.512,-296.951,238.091,2.34037
19163.8,17896,70178.6,276.75,284,63863,38647.2,155.194,-58.9708,-197.89,-276.799,426.881,2.35272
23410.2,20374,75302.4,390,390,65536,60977.1,1044.07,1309.82,1705.69,-462.523,657.611,2.37948
16908.5,14744,75157.2,333,332,65733.4,49819.3,649.096,1219.2,-58.9061,-106.194,507.498,2.39286
21232.2,20115,69175.9,262.5,263,65411.4,54931,740.81,633.818,-43.5996,-302.589,334.847,2.40315
19957.7,16953,77151.6,396,377,68838.9,54191.1,2287.2,2134.87,895.224,-180.759,580.838,2.40624
22277.6,20045,72835.5,320.25,301,69727.3,40292.8,1248.8,668.518,575.222,-325.658,292.376,2.41036
20577.5,17929,75217,423.75,397,69951.8,37725.9,1576.86,1617.54,1101.54,104.925,536.922,2.41242
20045.5,19165,68547,256.5,237,70928.2,45204,728.804,944.618,-35.5896,-472.766,274.46,2.41653
14243.5,9661,96621.4,722.25,653,72486,55201.7,2227.5,1256.15,677.456,-178.948,253.437,2.43609
18823.2,16508,74727.2,525,508,67729.1,46309.3,1830.18,1349.88,908.859,-852.336,363.542,2.43815
10310.5,8237,82033.5,364.5,345,69240.2,41329.5,1871.2,1188.58,1392.89,12.5898,864.352,2.43918
19545.9,16217,78988.7,586.5,505,76112.6,44877.5,1547.99,1710.04,718.053,31.562,668.436,2.43918
13902.9,11338,80361.7,385.5,346,73017.7,41674,1405.72,1500.15,835.422,-298.157,303.884,2.44432
21033.5,18396,74932.3,337.5,316,69994.9,42167.3,1785.08,1270.44,493.278,-41.5964,419.198,2.45358
11949.3,8061,97147.9,773.25,701,72290.6,46958.3,1326.36,1184.17,874.636,-288.023,524.077,2.48446
8812.32,6433,89775.3,311.25,277,73639.3,44503.5,1784.66,1624.81,1198.89,-81.8035,315.142,2.49475
11435.2,7665,97771,527.25,453,76277.8,42087.2,1576.45,427.747,326.675,-337.675,360.065,2.51533
7360.32,5429,88849.9,641.25,545,77110,44534.1,1251.83,1101.15,885.582,-180.612,438.186,2.52666
19353.8,17901,70854.9,370.5,345,70380,46823,1462.04,1818.71,-112.726,-507.183,336.473,2.52769
13200,12753,67833.1,379.5,369,67400.8,27340.4,507.785,2561.68,121.523,-21.7506,-229.097,2.53489
14039.5,12648,72746.2,288,284,66459,36851.7,867.001,1805.08,-141.534,-204.792,486.556,2.54209
20867.2,19028,71870.6,347.25,336,67730.3,37985.6,1286.76,1572.66,314.265,-47.7004,-35.4834,2.54415
22606.3,18752,79006.4,425.25,372,74917.2,38315.2,2237.95,1355.52,1381.25,529.798,876.09,2.56165
18763.8,16372,75110.2,405,388,68407.4,51115.8,1216.34,612.765,1203.57,-212.632,803.138,2.57914
16141.6,14376,73585,369.75,344,70441.7,42415,1780.2,1231.36,1082.23,-567.379,489.842,2.58223
16065.1,14442,72901.2,336,330,66727.6,68955.4,348.712,-3.52343,-109.184,-850.803,-42.1961,2.61105
20033.6,18025,72839.1,377.25,345,71662.2,43700.2,1330.61,2283.97,558.889,-1024.88,260.975,2.61311
26454.8,25208,68777.4,130.5,156,54823.4,58086.1,191.141,189.059,-61.8594,-792.604,294.809,2.63369
12842.3,11247,74831.7,367.5,363,66348.4,36112,1350.94,1300.01,255.429,-56.6913,324.428,2.65119
10828,6752,105098,726,612,77743.7,66902.1,2743.85,1175.57,1180.86,177.192,760.553,2.66971
19615.2,17646,72849.5,309.75,298,68120.1,45081.7,1531.39,1338.31,924.12,-236.561,158.944,2.66971
17260.3,14829,76281.1,432.75,393,72164.6,44574.7,2331.6,1548.34,1456.94,-486.252,1068.07,2.70265
17800.9,14988,77835.4,348,348,65536,42722,1468.1,2079.4,702.961,-473.522,130.527,2.72014
9472.98,6009,103315,748.5,665,73765,39719.3,1248.43,1280.54,1113.8,-403.915,282.565,2.74073
13087.8,9449,90773.9,219,221,64942.9,41635.9,1066.38,926.349,1721.03,-329.244,415.676,2.7469
24051.7,20802,75774.1,379.5,338,73582.6,57092.6,1859.88,2766.89,1111.97,-243.135,356.299,2.75822
21475.7,18633,75534.5,507.75,445,74777.3,48889.4,1601.96,1927.06,584.15,-25.9285,192.601,2.79013
13765,12124,74406.2,351.75,316,72950.3,36764.5,1109.2,612.647,-53.6741,-238.238,293.036,2.79322
19462.1,17224,74051.7,306.75,284,70785.8,55989.1,1159.1,1420.36,1208.75,-603.145,216.453,2.80248
19009.3,15864,78529.7,506.25,444,74724.3,55743.9,2399.95,2731.7,1171.67,-426.952,891.289,2.8313
21597.8,20168,70182.3,333.75,296,73894.1,42204.6,1108.43,926.344,373.05,-21.7136,320.113,2.85085
13015.2,8097,105343,377.25,337,73363.4,49469.2,2338.17,2959.85,1191.48,-281.947,742.321,2.87452
15269.1,13528,73970.7,359.25,312,75460.9,45657.1,1192.29,1739.73,288.342,-294.231,455.898,2.88687
22863.7,19377,77328.6,460.5,433,69698.2,45858.5,1904.07,2059.86,1483.52,-71.6547,851.951,2.962
20678.5,18424,73555.3,386.25,348,72739.3,49856,1976.1,2315.42,1396.54,-431.626,747.606,2.96715
19063.4,15746,79343.4,489,450,71215.8,49988.2,1933.41,2659.35,1596.41,-356.729,528.274,2.98464
23824,21044,74193.7,353.25,340,68090,42611.9,1748.65,1011.41,2659.01,-473.251,768.514,2.98876
12712.3,10162,81983,368.25,338,71401.3,39883,1005.64,474.219,853.94,66.6008,368.682,3.00008
20330.6,17705,75255,375.75,345,71377.3,39623.5,1328.46,1133.79,844.547,-378.175,521.982,3.01346
26353.8,24904,69351.2,261.75,264,64977.5,69351.4,217.432,512.6,-146.666,-443.25,193.041,3.02375
10997.6,9460,76187.9,423,388,71447.8,34254.3,1256.54,5078.8,693.179,-38.5579,33.6898,3.02581
18401.5,16413,73475.8,428.25,425,66037.2,43481.1,1428.75,1153.08,234.978,-233.132,375.517,3.04845
15529.1,12877,79033.8,434.25,425,66962.4,43764.1,1431.68,2085.23,626.456,295.606,267.917,3.05257
18613.3,16979,71844.2,273,263,68027.9,42238.3,1259.96,1035.79,550.307,6.20557,173.633,3.07213
22284.2,19360,75434.9,448.5,400,73482.2,56573.9,1293.55,728.312,1327.9,-66.8676,557.615,3.08448
21461.9,18965,74164.3,447.75,437,67148.2,47771.5,1288.64,2093.84,1421.34,-430.557,322.236,3.08756
23671.6,21417,72435,258,249,67904.8,56121.7,1024.65,568.99,438.09,-490.192,381.189,3.11021
11284.7,7645,96736.8,317.25,317,65587.7,48201.8,1126.26,402.707,1491.49,-497.321,350.652,3.11638
23349.5,20820,73498.2,464.25,404,75309.6,37285.9,1471.93,1483.75,1492.72,-592.554,351.907,3.14829
15378,12426,81105.2,486,458,69542.6,41679.1,1708.26,948.185,1448.54,-331.103,479.56,3.16372
16319.8,13907,76906.3,381,355,70335.8,48068.2,1507.9,1643.78,547.713,12.4978,183.222,3.16681
20058.1,17393,75577.8,374.25,341,71926.2,48834.2,2470.18,772.819,1615.75,-445.428,981.915,3.1699
19845.5,17408,74712.6,339.75,292,76252.9,47799,1627.44,1712.54,1831.48,-544.004,349.552,3.17916
16406.9,15493,69402,216.75,193,73600.7,33791.6,217.738,-137.689,-19.7932,-361.238,-44.831,3.19048
22823.5,20851,71735.6,312.75,307,66763.5,50189.2,1699.8,396.372,386.721,-692.831,708.408,3.19666
10819.4,9140,77577.6,712.5,688,67869.8,50019.5,1735.47,1356.71,1010.81,-273.889,531.102,3.21621
21799.1,19371,73750.9,408,347,77056.7,48596.4,2198.37,875.831,2001.47,-748.281,477.014,3.25944
15795.8,13888,74538.6,365.25,320,74803.2,57181.4,962.997,214.451,596.632,83.2166,595.172,3.26767
18147.4,14368,82774.6,768.75,624,80738.5,48397.4,1442.9,2341.3,711.25,188.34,325.346,3.29134
13190.1,9409,91872.3,282,229,80703.7,48038.3,1245.8,1362.62,1121.35,-464.695,-16.3107,3.29546
19764.4,17470,74142.9,443.25,426,68189.8,41335.6,1530.52,2082.42,1325.93,-484.753,283.27,3.32942
21541.7,18712,75446.8,444,408,71318.6,46094.1,1147.7,1109.42,1312.99,-54.8326,153.329,3.33869
18503.8,16529,73365.8,447.75,405,72453.7,44182.8,1244.46,1129.05,464.576,-197.542,226.738,3.35412
15856.5,13512,76907.3,655.5,600,71598.1,60162.2,2015.52,960.829,942.133,-293.932,333.101,3.36853
25862.8,23881,70974.5,324,329,64540,51930.6,1565.22,1099.12,263.063,-421.866,402.526,3.3922
15962.1,15369,68065.1,165,189,57214,26609.4,147.212,760.438,-242.156,-47.9192,-40.1796,3.4169
19146.6,16516,75974.3,392.25,340,75607.3,42014.3,1243.47,1251.82,1135.74,177.697,313.301,3.43028
14539.1,12425,76687.1,343.5,301,74789.4,37022.1,1037.84,890.555,-394.099,50.6792,268.258,3.44263
15446,13864,73014.1,387.75,348,73021.8,44188,825.822,1272.2,47.8463,-397.329,313.342,3.45293
21772.1,19896,71715.7,185.25,172,70584.6,48645.8,1092.14,527.355,127.978,250.2,-21.2321,3.47968
22955.5,20128,74742.1,366.75,340,70692.1,53969,1030.61,993.648,1118.68,106.361,145.35,3.49306
20564.9,19068,70680.9,318.75,316,66106.3,42419.5,818.413,449.523,463.026,-528.736,301.495,3.50027
21928.5,20696,69438.8,270.75,280,63371,52406.4,911.548,1363.32,1460.86,-585.695,148.345,3.56202
8927.82,6684,87536.5,374.25,344,71299,46601.5,1438.3,1285.29,348.552,-631.027,13.0303,3.57643
14941.7,12385,79065.1,358.5,321,73192.1,51497.5,960.593,1019.47,454.972,-543.898,370.623,3.58363
23298,20683,73821.9,341.25,347,64450,45226.3,1232.9,794.39,1246.27,-219.667,107.975,3.58981
21284.3,19549,71353.6,232.5,233,65395.4,39282.2,1337.56,1519.83,676.902,13.3009,186.221,3.64024
19394.1,13000,97770.1,600,524,75041.2,46636.5,2991.02,2414.86,1982.88,-273.854,860.737,3.67523
15088.3,11434,86481,624,554,73816.7,40490.1,1768.46,2314.3,1263.07,-80.5541,742.065,3.73389
14778.1,14095,68712,169.5,203,54720.9,29873.9,316.908,-495.685,323.107,22.3886,220.785,3.78227
21262.6,19608,71066.1,297.75,316,61751.1,48608.3,920.614,606.797,359.144,-249.633,288.463,3.80079
24526.3,22325,71997.9,408,389,68737,43863.2,1343.6,2655.23,1135.84,-298.305,501.098,3.81623
16934.9,13925,79701.9,388.5,337,75551.1,41756.6,1645.74,1830.44,924.093,-371.635,274.128,3.83784
17828.6,15656,74630.4,301.5,284,69574.3,50229.8,1283.62,836.212,1099.69,-98.323,249.657,3.84608
18357.9,16916,71122.2,410.25,368,73060.2,50503.3,1749.13,1091.15,-155.295,-472.575,538.017,3.86769
10051.1,7697,85580.3,252.75,225,73618.8,52772.3,939.888,870.476,777.99,-235.803,916.588,3.86769
20748.4,18796,72343.5,372,360,67720.5,52436,1517.16,1757.5,898.941,-528.767,469.481,3.89959
9285.54,6888,88347.4,657,572,75274.8,38849.3,1259.75,806.948,1383.3,-206.008,391.925,3.94796
23717.1,21310,72938.7,282.75,266,69662.8,36138.1,704.527,842.082,634.651,-375.209,583.766,3.98604
21547.7,18708,75483.7,397.5,388,67140.6,45466,1343.64,1839.2,2001.68,-844.485,566.76,3.99119
26687.1,23529,74332.3,453.75,445,66824.6,54240.1,1753,986.017,1248.33,-525.65,650.335,4.04162
20056.1,18544,70879.8,376.5,340,72571.5,43267.4,919.846,466.281,80.6516,-378.983,476.394,4.04162
22802.3,19600,76243.6,414.75,372,73067.4,61823.1,1388.67,682.751,1413.33,22.271,523.002,4.07661
16135,13249,79811.7,615.75,513,78662.4,53300.6,1075.02,1641.75,1159.15,-461.839,457.758,4.08073
15710.6,12619,81592.2,363.75,331,72020.3,41668.8,1591.12,1731.88,1042.12,-13.803,726.122,4.09308
18664.8,16057,76179.6,360,329,71711.1,49110.5,2652.63,481.505,1030.79,-616.103,453.711,4.13836
13509.5,9620,92033.4,590.25,532,72711.7,49855.7,1067.17,1361.81,542.396,153.611,340.28,4.14454
21083.7,19691,70171.2,267,271,64568.7,51735.6,843.319,1415.28,-95.949,-559.775,311.65,4.25363
8682.3,6020,94518.8,282,272,67945.4,36046.7,1224.04,1199.6,274.476,-233.526,531.441,4.27319
10857.7,8255,86198.4,377.25,335,73801.4,39936.4,1473.91,1063.33,1049.69,269.382,357.084,4.27525
17221.4,16528,68285.4,381.75,372,67253.7,66797.5,498.679,224.02,341.812,-517.078,223.717,4.28245
11194.9,10020,73220.6,450.75,404,73119.7,33982.5,824.704,978.677,527.473,-135.589,273.049,4.28657
17384.4,14940,76258.6,417,396,69011.4,46315.3,1684.9,1666.47,1051.67,46.2434,453.038,4.33391
20186.8,17655,74934,458.25,419,71675.1,44091.1,1338.87,1859.83,979.889,-522.735,589.749,4.33597
12191.5,6799,117515,1185.75,955,81371,52348.6,1814.67,2250.66,1866.38,-27.2075,1114.92,4.34214
22965.4,21470,70100.5,231,238,63608.5,38873.6,1059.26,1424.12,158.697,-395.538,447.219,4.35141
11913.7,9036,86407,655.5,568,75631.8,56866.3,2207.13,1012.84,1211.25,-446.435,672.001,4.37096
21424.9,18375,76413.8,406.5,375,71041,48083.1,1485.59,553.75,1208.1,-318.642,448.5,4.38537
17957.3,16335,72044.6,359.25,335,70280,47056.8,1556.6,2219.74,423.302,-596.987,320.897,4.39463
17746.1,15060,77224.9,588.75,484,79719.7,48853.1,1972.12,2385.63,878.762,24.4364,468.426,4.41419
12738,11139,74943.7,390,359,71195.1,42725.4,799.5,1183.48,389.522,-52.8276,359.865,4.4358
22537,20253,72926.8,295.5,285,67950.5,42183,1173.41,4.09976,497.005,371.068,431.972,4.4677
13413.8,8501,103410,372.75,305,80093.6,45160.7,1746.49,2274.05,644.782,-235.379,751.343,4.47388
20679.1,17006,79691.1,552.75,506,71591,41305.2,2380.21,1850.3,1148.16,-171.453,1017.22,4.48108
15193.9,13161,75658.8,327.75,301,71360.2,42319.8,944.287,1435.93,709.269,-339.611,239.492,4.50373
10636.6,8121,85836.4,463.5,461,65891.4,50574.3,2577.96,2647.26,643.747,-230.265,369.182,4.51505
11311.1,9525,77825,321,293,71798.8,30396.5,1248.38,3144.76,232.877,-515.268,369.627,4.5274
18962.5,17072,72793.1,282,272,67945.4,40700.8,1861.97,1170.8,533.278,-82.8789,376.565,4.55004
13764.3,11461,78706.7,401.25,309,85101.4,57471.2,2306.43,1733.82,1498.96,113.681,684.873,4.56548
21593.9,16389,86349.2,1212.75,1013,78458.8,72938.8,2452.41,2684.99,2460.58,-400.101,1193.99,4.59224
12682.6,10804,76931.2,411,384,70144,51617.4,2582.92,1180.43,1880.83,-588.984,630.027,4.61694
11953.9,10048,77967,468,436,70346,42998.3,1595.7,1169.04,342.09,-199.887,519.757,4.6262
21869.8,19592,73155.2,362.25,348,68219.6,38163.4,2222.05,1843.58,736.595,-54.464,294.868,4.64472
21403.8,19400,72305.1,299.25,280,70041.6,55153.7,2316.16,2042.02,466.352,-318.251,446.748,4.67045
21283,18552,75183.5,353.25,328,70581.1,41089.3,1086.45,1209.8,849.597,-237.313,435.728,4.68486
17507.8,15573,73678.3,333.75,337,64904,45631.9,1558.89,1074.74,334.383,-123.645,193.834,4.70648
25061.5,21927,74904.5,557.25,499,73186.2,40562.2,1796.72,1364.5,1082.54,39.5625,431.171,4.70853
21537.1,18575,75986.9,506.25,427,77699.3,41028.3,1558.02,1098.62,701.98,147.786,339.729,4.72191
29857.1,28095,69646.3,231.75,235,64629.7,88684.6,226.654,-495.302,-365.657,-634.645,-84.8751,4.72191
7736.52,5783,87674.3,447,403,72691.3,44494.2,1057.5,774.63,514.193,-98.1758,328.787,4.73015
26789.4,25140,69835.7,272.25,272,65596.2,71455.4,928.796,1614.49,940.599,-408.115,341.577,4.75279
8217.66,6201,86849.3,509.25,445,74998.2,44712,1209.56,1214.18,995.952,6.73486,238.163,4.77955
19888.4,17341,75163.4,438.75,409,70303,47961.8,1041.94,2084.83,744.53,292.255,278.315,4.78469
13345.9,11741,74494,512.25,477,70379.1,33653.4,1491.27,1129.32,946.361,-272.359,326.335,4.79087
19208.6,16309,77187.9,340.5,293,76160.4,39899,1222.1,863.217,628.227,-26.7374,503.812,4.79602
11026,8541,84603.4,290.25,269,70713.1,41051.1,1115.77,1139.74,709.414,-374.456,190.563,4.81557
8853.24,5836,99418.4,456.75,392,76361.1,43012.4,1896.19,2971.68,870.116,-42.9354,568.674,4.85056
18990.2,16897,73654.5,212.25,209,66555.1,44013.2,978.568,1149.68,691.053,-590.008,427.308,4.86909
13332.7,11465,76211.9,359.25,313,75219.8,43241.6,1187.74,1217.41,632.694,-103.928,545.76,4.87835
19204,17178,73265.5,310.5,314,64805.5,44729.1,1592.26,889.239,549.305,-18.1453,331.068,4.89173
13542.5,12816,69251.2,240.75,244,64663.1,37483.8,177.179,-178.002,246.488,-171.359,-12.0272,4.89379
20742.5,17865,76091.8,575.25,525,71808.7,58147,2413.29,2015.5,816.806,-105.597,509.024,4.89585
22451.2,20021,73491,393.75,353,73101.4,51134.4,2034.08,2039.86,1020.5,-416.141,449.289,4.90305
