"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
20277.8,17863,74395.6,826.5,755,71742.4,40512,1230.2,1295.12,1600.82,-156.214,191.794,0.466507
18074.8,15541,76220.8,530.25,481,72246.3,42050.4,919.973,1090.63,120.322,-221.232,257.045,0.471869
23361.4,20652,74133.8,302.25,268,73911.4,43450.3,1631.85,533.418,1217.29,-390.879,217.743,0.475087
17977.7,15452,76248.3,414.75,376,72290,48143.8,1998.55,1716.14,1303.91,-154.297,538.463,0.504042
17540.8,14036,81900.5,258.75,244,69497.7,44481.4,1732.12,1182.9,1094.06,-467.956,445.357,0.522274
27799.9,26283,69318.3,151.5,171,58062.6,85369,227.574,-331.599,-96.3223,-390.203,42.3095,0.555519
20385.4,17132,77981.5,384.75,376,67061.1,42984.9,2360.25,1400.2,1960.6,-320.135,391.261,0.581257
20283.8,17531,75826.7,441,415,69641.9,46254.7,1385.64,1588.67,-281.765,16.0513,251.218,0.585547
23115.2,21100,71795.1,295.5,312,62070.2,44319.6,1440.68,1677.18,443.846,-642.434,277.698,0.616647
5752.56,5276,71455.6,477.75,440,71158.7,1081.5,132.858,445.26,72.7038,551.209,-97.8021,0.633806
16089.5,14483,72805.4,216,227,62360.2,48904.4,193.153,661.095,-166.114,-456.914,43.2343,0.676704
20692.3,18108,74889.1,388.5,344,74013.8,44181.3,965.982,1092.01,522.511,-270.37,150.876,0.685283
18689.9,15368,79702,374.25,348,70479.5,42590.7,2250.81,1574.68,1292.83,-438.287,484.229,0.6885
21031.6,18998,72551,346.5,326,69657.1,38683.4,954.217,916.288,293.411,-209.63,428.655,0.724963
11002.2,7280,99044,512.25,432,77710.2,39502.2,1145.77,374.754,707.364,-47.8932,382.818,0.72818
25464.1,20865,79981.6,525,449,76629,46016.8,2095.66,1331.91,2972.24,-368.688,504.001,0.734615
23300,21284,71743.4,260.25,240,71065.6,38432.8,2374.44,1198.99,1295.81,-14.0427,238.717,0.802178
24047.1,23421,67287.9,126.75,141,58912.7,55064,188.93,437.302,-189.906,64.7593,-64.5053,0.80325
12796.7,10480,80023.6,396.75,356,73037.7,40444.5,2019.07,1180.83,875.633,-32.3787,470.241,0.810757
20804.5,18817,72458.2,267,261,67042.6,51765.2,1399.53,1391.59,404.279,-576.394,277.042,0.815047
11755.3,8182,94157,777.75,678,75177.9,35501.8,1442.7,2909.58,433.786,-296.383,591.88,0.846148
21455.9,18505,75986.8,486,461,69090,41908.7,1604.25,636.475,1278.23,-534.389,151.164,0.862234
25114.3,20964,78510.4,324,292,72718,56393.8,1287.71,1430.16,1351.8,0.853027,302.599,0.865451
21729.2,19498,73035.4,275.25,298,60532.8,41867.7,1010.53,1108.7,588.109,-33.5283,95.7566,0.869741
16620.1,13668,79691,450.75,388,76134.9,46361,1242.05,1805.11,623.146,85.8947,263.249,0.870813
19806.6,17632,73618.7,378.75,340,73005.2,50917.5,1182.17,1353.52,825.4,-53.8766,93.5522,0.941594
21476.4,19244,73138.5,382.5,344,72870.7,67856.1,1761.03,885.708,508.528,-458.666,215.695,0.945884
24259,21828,72834.7,286.5,292,64301.6,38872.1,1235.07,79.9817,1403.09,-51.7136,476.039,1.01559
14033.6,12277,74912.8,351,337,68258.6,52173.2,995.186,2103.68,-218.773,-549.078,359.58,1.01666
16842.5,14416,76567.2,472.5,416,74436.9,30803.2,1319.4,1402.6,791.746,-159.601,246.158,1.0424
23395,22039,69568.3,206.25,212,63758.5,48278.9,493.008,1118.01,-100.046,-611.224,194.878,1.14107
24515.7,23473,68447.2,191.25,177,70812.2,83455.4,216.855,739.754,-200.393,-442.153,18.6164,1.17324
17109.2,14964,74931,564.75,496,74619.9,43429.7,1712.82,1084.56,1469.88,-333.509,586.676,1.19683
18257.6,16153,74074.7,436.5,409,69942.5,46809.2,1174,699.262,647.671,-178.877,61.2728,1.23222
19785.5,17194,75413.6,394.5,378,68396.7,43474.3,1475.22,614.132,498.187,34.7743,195.126,1.27405
7986.66,6809,76870.9,579,553,68617.3,35778.4,1584.32,1698.25,1141.77,-433.48,-55.7045,1.35984
18666.1,16108,75943.8,340.5,316,70617.1,48652.4,1300.39,1418.33,887.744,-38.2733,121.228,1.36735
7759.62,5581,91118.9,365.25,329,72756.9,43000.8,1178.05,574.147,316.9,-159.592,322.958,1.38451
22076.3,20006,72318.1,295.5,274,70678.4,43269.5,815.292,1383.28,548.878,-163.909,193.063,1.39309
18874.7,16244,76149.4,327.75,288,74581.3,46048.5,1245.37,1868.31,1177.69,66.2771,127.54,1.48639
22117.9,19194,75519.4,490.5,442,72727.2,55830,1115.79,2661.48,991.278,-223.777,165.893,1.48853
19699,17461,73935.9,570,501,74561.9,42907,1464.24,1124.53,759.315,130.826,144.275,1.49282
10580.5,9186,75484.5,347.25,310,73410.9,39841.8,1098.45,643.723,124.61,-340.725,423.129,1.4939
20835.5,19241,70967.1,321,297,70831.8,47641.7,1063.22,872.945,1052.05,-676.295,214.168,1.5325
