FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
2.50E+06,1.55E+06,966335,597910,1.01E+06,597461,1.01E+06,391235,916957,3767.74,69096.5,131000,42191.8,43208.2,16690.4,4206.74,0
1.84E+06,1.26E+06,875931,456631,870652,583377,895460,326524,839076,4647.63,69324.6,74733,20221.9,17222,12876.3,2175.07,0.0017
1.80E+06,1.32E+06,818689,327088,648787,472331,824152,254774,770302,2017.4,136674,65964.6,17101,22112.8,8951,1913.39,0.0158
1.39E+06,936778,892610,545668,937274,612028,918854,400095,818308,3688.79,37798.9,54746.2,24114.4,19447.4,9757.97,2758.46,0.02
1.38E+06,967101,857020,311076,425801,299716,852409,232821,801670,2439.2,4952.25,90560.7,20898.2,21458.8,8341.1,1202.32,0.0227
1.85E+06,1.30E+06,853185,256354,443129,326634,813992,211348,727770,1343.46,33769.9,33362.8,5919.64,6970.27,5064.95,1626.16,0.0272
1.30E+06,850822,920095,279445,520081,381005,819014,222071,755016,1592.67,6985.55,60021.3,10049.8,12197.4,9665.55,1422.38,0.0441
1.87E+06,1.20E+06,934075,497679,766388,510455,900829,379629,786576,3297.06,39254.1,80753.1,33801.4,25395.4,10393.8,2189.12,0.0483
1.74E+06,1.17E+06,890776,382522,708180,476897,890984,280516,818182,4440.77,66652.3,83230.5,22849.9,21295.8,14578.6,1487.69,0.0642
1.37E+06,900668,915684,389979,678802,443176,919005,287884,812783,2304.09,32402.2,95783.2,23018.6,18803.8,10090.3,1847.84,0.0702
1.72E+06,1.20E+06,861518,337357,467861,320716,875281,260740,776306,1317.92,32985.9,35566.8,12410.2,15630.2,7223.78,1351.58,0.0792
1.72E+06,1.22E+06,850192,330205,606705,419923,866880,246912,802402,2185.17,11522.4,69257.5,18904.7,22506.1,9201.23,1238.75,0.1058
1.48E+06,971209,914889,491168,791827,504788,941180,350158,841623,2609.16,67469.1,89236.8,23498,23325.1,14727.7,2914.36,0.1061
2.40E+06,1.42E+06,1.02E+06,287440,342875,202390,1.02E+06,180347,956290,1932.76,16192.6,47513.3,18439.3,12330.4,10186.6,806.871,0.1111
1.47E+06,1.07E+06,829575,299186,413840,291031,853187,230876,777523,1808.88,67140.7,44610.3,22221.9,11152.4,6806.96,1484.72,0.1132
1.77E+06,1.26E+06,838015,236584,431184,305571,846646,182343,778481,2539.79,17106.9,69183.9,17426.9,15343.5,10158.1,1623.19,0.1236
1.27E+06,796821,955557,586813,1.06E+06,713727,887613,429070,820584,2084.72,29018.7,61776.6,17192.5,12352.3,13804.6,2205.14,0.1506
1.52E+06,1.08E+06,840356,324875,408916,264211,928611,229212,850414,3554.98,62258.8,59752.1,17795.2,11871.8,8133.96,1864.14,0.1652
