"Comp-Alexa Fluor 647-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A"
1139.8,8621.04,1144.5,1933.6
1963.96,8858.46,982.511,912.131
1640.05,8874.6,2077.68,1834.18
1371.93,7930.94,1085.2,1457.63
1361.28,13582.3,2475.82,1789.4
1774.47,8478,2080.29,1624.88
1392.76,10310.8,407.499,1881.01
918.379,7397.71,1382.96,1726.61
1254.32,8746.63,1695.72,1805.44
1336.61,10352.9,458.023,1583.84
1370.48,8692.98,1181.77,1754.16
1789.89,12734.6,1993.28,1693.91
1199.85,10575.8,2188.27,1643.58
1954.72,8998.34,3306.35,1326.27
1963.31,5822.26,1969.72,1121.87
1452.59,11081,1922.88,3468.96
4241.28,29698.3,12536.9,4760.27
2734.82,10147.4,3128.63,1730.39
1874.15,9008.91,1827.28,2444.26
2094.18,5916.68,9215.05,719.097
1545.67,9886.88,1939.47,1519.35
1474.36,6932.19,2765.03,1429
1287.4,6844.02,2281.33,1754.71
1587.68,8193.31,985.309,2720.46
2341.22,9319.82,2154.38,2334.08
2090.37,12998.5,-259.676,3120.9
1360.59,8764.42,2067.69,1363.44
1314.81,8077.53,1169.77,1524.33
1891.54,7446.12,1658.25,2221.16
1993.17,11057,919.236,1840.71
1560.77,7175.13,1033.81,1796.48
1927.18,11538.1,1030.55,1431.64
1965.36,7616.44,1998.97,3845.45
1807.86,8065.55,2066.66,1471.6
1373.34,12244.7,1640.28,2197.63
1772.35,8584.17,1698.31,1989.37
1703.05,6599.04,3122.81,1459.41
1700.37,9103.53,901.21,1997.66
1270.24,8475.93,-370.268,2029.29
1968.02,9596.46,1141.77,1851.35
1561.11,5584.1,2071.75,845.64
1786.8,9320.13,30.1207,1710.41
1571.42,4685.92,1043.29,1470.74
1353.12,10504.3,1897.69,2395.91
1304.49,10015.9,1010.46,2573.85
1786.46,7585.23,1343.48,1918.75
1381.31,7305.79,1374.6,1214.89
1155.36,7321.32,168.24,1188.14
1910.06,8218.98,1498.51,1656.12
1934.84,6597.56,2132.9,1568.9
1445.82,7783.59,2446.09,1445.31
1146.39,5396.32,2009.4,946.357
3134.16,10008.9,3392.41,4217.25
1915.74,8590.93,3089.14,5453.54
1857.36,8588.87,1458.34,1937.62
1368.23,6111.56,2626.52,1392.13
2196.28,8820.96,1338.09,1697.48
1801.9,8546.99,1808.93,1572.24
1269.06,8238.82,1361.73,1360.57
1293.68,9653.33,-54.4084,1329.39
1234.74,9115.87,1750.26,1154.78
2106.74,6340.88,1527.58,1771.41
1694.21,7335.06,1173.07,2089.31
1775.76,6846.2,2173.34,5854.27
764.496,4541.72,1290.87,387.34
1248.49,4522.99,1758.16,1326.81
1240.32,8802.23,1638.01,2053.61
2714.48,8703.68,1268.8,7977.55
475.33,11782.4,2465.78,1291.94
1316.12,7243.92,1923.83,1176.28
1487.06,6701.64,1755.46,1201.42
977.113,7102.76,1612.06,1423.64
1284.14,5826.56,216.03,1856.32
1099.81,7977.12,1300.44,2344.11
1062.12,6264.78,172.512,768.498
2365.12,11361.9,4931.41,4402.78
1253.08,8721.21,2665.4,2063.38
2046.04,14115.1,1637.42,1774.66
1152.63,7553.69,1381.44,1302.64
1804.61,9659.16,5347.59,1148.37
1894.04,11834.6,1445.81,1565.51
1149.69,11011.8,1790.26,1885.09
897.708,6944.93,2107.58,801.935
1151.68,8835.31,1737.44,1600.05
1330.8,6123.65,687.433,1561.3
725.34,9282.08,2523.7,930.382
847.804,7010.55,119.166,1668.04
1756.27,6906.03,757.649,1510.79
