"Comp-Alexa Fluor 647-A","Comp-FITC-A","Comp-PE-A","Comp-PE-Cy7-A"
633.066,7524.95,2332.17,514.816
1109.63,30023.5,956.087,1604.54
1281.89,24331,1965.45,396.934
1121.53,7921.44,1945.46,777.62
1000.65,12218.6,1872.99,1131.61
1016.66,8855.05,830.858,1331.63
1117.66,8298.98,2371.55,709.387
1154.13,9212.25,716.641,1972.4
1846.48,18205.5,4899.21,587.872
1220.98,10363.5,2574.16,1280.22
1039.89,11251.7,1873.9,1152.66
1365.23,8496.63,894.182,679.129
1538.79,24296.6,1627.18,274.163
1753.55,30638.4,923.243,2149.34
1413.45,22540.4,2534.92,1276.54
1201.74,11213.1,4020.02,2558.44
619.045,8405.69,526.869,1372.59
1359.06,47122,1820.92,2025.93
1153.86,30544.4,2057.11,1245.35
546.967,11186.6,2448.13,195.052
947.819,10777,1959.13,1210.46
973.395,12581,-179.846,1029.6
1032.2,27349.7,1274.04,1666.29
702.378,7405.28,1245.72,959.4
1317.27,11386.7,3019.74,1142.99
830.283,8592.53,2028.49,1471.58
1131.43,13424.8,2985.66,397.563
260.721,6984.07,1155.69,1019.54
1165.63,18997.9,2072.41,904.658
1044.14,9332.46,3136.72,1140.63
915.538,14988.7,644.836,713.397
784.213,20542.8,1970.1,994.065
1062.49,16658,1227.46,464.011
1535.25,7947.73,1605.38,2193.58
1850.25,7091.73,1911.64,2597.37
1429.7,18908.6,2296.86,2236.75
616.292,7602.72,513.37,1998.92
795.718,7980.28,1908.02,1018.71
1023.69,10790.8,1384.18,1776.29
1284.31,15732.1,2415.8,1092.49
519.678,1396.91,3108.68,176.383
1095.93,12948.6,1292.26,788.65
1079.51,30529.8,1467.71,454.719
1514.71,14764.5,2991.11,4246.73
1210.36,8960.53,1488.13,1287.21
1889.51,30288.5,2223.86,594.248
1896.2,42307,2433.46,895.357
1002.86,11347,2901.87,1147.14
694.172,12104.8,862.561,877.342
363.576,11146.1,1281.68,671.321
869.158,18128.5,1036.71,816.245
1173.66,6824.62,1283.22,689.15
699.364,6289.77,739.815,1195.48
1050.76,10841.2,3155.97,1111.42
1329.77,24210.4,1413.18,655.751
1049.34,9157.97,1456.7,1498.67
612.712,8916.03,2863.33,1122.14
2918.37,7334.73,9426.34,6547.44
1177.67,11426.3,2078.97,706.752
1306.51,13361.1,2477.52,866.691
633.721,8552.33,1518.58,1024.89
1469.4,13984.7,975.767,373.514
1153.25,13154.3,1691.26,1538.57
925.048,7796.45,1632.8,983.837
607.821,17101.6,1493.47,546.594
860.121,12360.4,1162.04,905.979
997.785,13232,1610.32,793.823
1146.73,6640.16,882.108,1126.5
947.78,11611.6,535.724,681.855
773.017,8326.01,2265.65,1784.74
1084.78,23815.3,3696.62,2191.43
841.745,13176.8,1464.7,1577.71
1334.4,27442.2,4712.08,1824.7
932.219,8059.75,2039.63,1016.19
1332.06,9610.55,1627.79,1124.56
1171.92,8361,2470.27,897.818
2976.22,35582.7,2596.47,1565.47
2896.36,12881.3,4277.04,1714.52
1893.8,11597.2,2591.84,4531.22
1135.82,7430.06,1306.14,997.534
852.077,11553.2,800.762,1339.95
1157.78,10370.4,2688.77,1634.44
776.489,9009.59,1759.56,904.639
1129.85,16244.2,1591.59,650.927
391.66,8304.1,423.18,711.428
1588.69,8655,-263.754,1590.45
1336.8,18281.1,2206.6,771.295
1027.4,7885.83,2493.45,220.662
215.844,9205.14,2743.24,1867.64
1572.12,8859.44,1307.86,1386.88
1397.14,18762.1,2231.12,1125.23
750.977,7007.97,1550.38,1073.08
1163.29,21848.4,1135.88,1090.94
826.121,8297.66,1929.23,799.359
1634.02,12764.3,906.352,1087.49
771.949,5461.23,1667.73,1326.5
1033.09,7742.84,1412.8,959.861
623.022,9614.72,968.89,2085.64
856.349,6726.23,374.617,812.186
1555.14,28954.1,-20.0364,848.035
981.344,7344.71,2264.88,1141.97
636.872,9427.91,1648.28,915.648
1942.74,16921.1,2364.78,1951.58
1039.19,11153,2308.31,675.028
1775.54,23189.6,2975.27,1715.75
947.533,8917.64,592.198,937.013
1334.11,12351.7,3179.5,1545.85
989.256,7146.34,-650.654,1222.87
1688.61,11267.1,4569.39,920.999
968.388,10856.2,3364.95,1565.72
560.124,16955.8,519.546,489.963
1160.89,27152.6,2239.05,948.307
779.234,10198.6,2507.64,1196.69
935.629,8482.49,2834.36,1121.66
1642.23,45925.9,1613.38,1760.19
936.676,18329.5,1523.71,1120.02
547.444,7075.61,12.2332,1919.82
1104.12,21903.5,715.244,1538.76
110.511,6004.65,2472.73,329.91
1218.5,12043.1,1624.89,110.002
1299.96,8200.55,2998.53,801.208
1206.16,29321.1,60.2265,477.027
638.431,8786.96,146.964,684.281
1365.69,8336.65,1198.45,1157.46
843.341,15503.6,1053.41,666.231
495.251,9281.71,-1048.9,582.617
1728.29,13721.1,1428.73,378.757
1325.46,9067.87,2683.54,569.761
934.829,8225.88,1609.8,435.023
844.327,9245.42,1791.62,1355.54
1546.4,53728.3,1380.61,2213.3
789.179,14660.3,1742.04,965.397
415.972,5764.03,1506.17,920.023
1189.28,7733.36,1454.59,1557.36
809.286,13148.4,1399.18,2095.25
856.869,9134.81,2539.42,1311.17
1151.42,9739.74,-743.702,894.397
1552.03,47163.9,1070.08,1612.16
1156.26,7805.8,3523.89,839.214
251.284,9467.54,1076.65,928.236
1438.02,31404.1,2639.76,956.1
1401.7,23124.2,305.357,1904.75
2294.5,7904.35,10966,6432.43
3816.91,10323.9,1088.42,1504.4
1275.02,10844.4,735.265,892.783
843.404,11718.3,2675.34,1156.67
1296.74,8314.65,70.4018,1117.97
583.254,6287.57,2142.3,514.4
1178.24,6417.44,-28.8273,801.316
1174.92,7401.22,1990.62,778.71
2694.6,21701.2,4521.1,2417.77
802.355,23030.4,2767.05,1941.78
917.809,22856.9,528.28,1284.48
1095.55,7859.35,230.506,1097.78
841.078,16577.9,-700.629,745.826
772.508,8785.53,3431.81,1123.41
365.887,8558.94,-328.049,1147.68
579.002,8463.64,1137.74,1135.88
772.273,7474.25,3339.76,1120.54
1203.67,11299,1429.85,2122.38
875.972,11203.5,2102.53,1855.1
1150.72,9435.66,1458.3,1178.98
789.498,19116.4,-54.868,1522.66
3213.5,22688.6,3207.16,1433.6
814.408,8951.06,1387.14,1620.8
929.089,6290.03,2222.11,1156.75
890.865,8698.45,1763.59,584.008
1866.94,19002.5,3643.87,1294.32
503.745,7586.86,1862.43,1512.3
1153.75,8693.34,3025.85,1510.89
1583.22,6194.53,-8.58331,1038.39
1443,16872.7,760.062,828.532
674.158,7258.34,2053.85,1033.11
879.8,8594.73,1712.97,850.484
908.931,9434.12,1908.48,947.91
1293.18,6594.02,2208.39,1456.51
2034.6,22410.9,4394.47,1595.82
954.38,14671.2,694.567,840.17
718.787,19939.3,1334.31,1282.87
1860.43,7951.87,249.32,1545.48
2262.94,22930.6,6886.74,1879.94
1055.4,11188.9,2247.29,919.064
1047.79,11724.6,2536.25,919.155
1250.16,43765.7,425.813,1478.31
692.462,23740.9,1117.19,463.295
1050.21,6497.75,1480.72,-20.5866
1365.44,33884.3,1139.35,1992.66
892.139,11999.5,971.401,310.127
1332.9,10793.8,2058.83,1847.38
662.276,9614.8,348.822,1570.13
2471.48,23234.2,2509.33,2632.54
817.754,11055.4,1460.33,192.108
1293.64,35725.6,-30.8271,169.901
500.554,14941.5,281.048,977.994
719.758,8736.68,2506.15,1477.63
729.574,6710.11,782.83,1146.93
925.987,10301.9,3443.98,931.619
1289.99,13161.8,3569.11,1543.96
2107.57,20378.3,2097.18,1685.63
1199.32,18117.1,746.053,1048.93
329.118,8403.51,2120.23,1451.37
603.907,7647.16,55.6721,393.7
886.253,7307.29,743.222,971.545
2112.65,12291.5,12199.2,1586.24
696.627,10274.4,1599.48,614.279
372.381,11754,18.5559,252.683
1529.14,9756.47,641.52,1436.74
819.858,7542.95,1203.17,1282.79
750.221,13135.1,-333.398,475.077
1114.35,10025.7,1818.43,705.821
797.174,8736.47,1268.52,522.8
1749.55,23166.5,5475.85,1326.49
1573.41,11156.1,1532.35,382.406
827.39,9438.05,1624.07,896.058
1595.47,19186.7,230.08,553.922
1140.06,7904.65,2786.62,495.834
411.005,9332.15,77.8806,722.397
1165.14,12380.4,4510.38,809.463
904.26,7224.4,1036.87,972.216
1923.27,11452.6,2101.62,1207.88
869.474,6841.84,414.565,1323.18
1067.9,30323.9,1803.41,1753.71
2706.93,13626.1,3911.98,5398.13
1959.18,51085.4,2114.6,1608.74
462.93,7131.38,1519.96,2005.67
1052.18,7396.65,1878.67,1088
931.725,8025.28,1145.76,921.91
967.058,8615.46,1915.34,1041.08
896.429,7789.55,1839.09,798.67
1166.62,13696.7,1888.33,608.57
934.022,25824.9,836.884,1678.79
668.432,6908.71,1660.16,577.297
1493.42,9189.32,2676.15,1736.11
1312.58,16992,2187.96,1051.41
