FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.50E+06,1.18E+06,764170,119542,179170,152460,705116,108615,660359,488.483,18923.4,46993.7,14367.3,2971.01,2841.77,345.711,0.0295
1.28E+06,849052,906965,425136,551574,398860,829725,334478,762626,3712.95,4536.46,244519,30166.2,24240.3,11176.9,836.821,0.0824
2.27E+06,1.55E+06,878976,197235,326072,237958,822175,164804,718071,1410.62,1589.88,106559,15266.1,5667.03,7766.45,1067.11,0.1067
1.59E+06,1.08E+06,883905,211083,347343,258685,805635,174401,726199,2438.24,2764.69,114664,22200.7,8893.63,8885.02,1579.09,0.1252
1.24E+06,902560,826984,268606,343805,258972,796546,213850,753630,1087.78,1832.65,60121.3,7977.33,6688.4,4587.07,1355.5,0.1604
1.28E+06,983332,781193,181104,192616,151743,761613,153014,710148,1767.51,12324,79032.1,8689.22,4736.8,4704.13,373.145,0.1852
1.47E+06,1.06E+06,833725,230433,416595,312698,799355,184587,749023,1419.36,1473.26,40968,11095.5,7812.23,6980.45,1718.39,0.1904
1.28E+06,858137,896892,370812,403063,280181,863148,287199,774680,1942.12,43102.1,38525.9,10201.2,8198.16,7253.01,689.793,0.2998
1.41E+06,1.06E+06,800940,231747,305359,232186,789088,191394,726504,1707.22,13816.3,161190,31865.1,14841.4,7215.73,804.763,0.3436
1.74E+06,1.25E+06,835869,194924,329602,258542,764910,167953,696353,1366.08,26445.8,52350.6,11438.6,6712.72,4355.54,1080.39,0.3485
1.79E+06,1.35E+06,793953,269398,409082,305979,802177,217773,742237,1869.71,12679.7,241576,25666.6,15578.8,8747.25,1191.5,0.3763
1.62E+06,1.28E+06,760082,146904,212521,178086,716018,130526,675284,1677.92,27068.8,20847.5,24499.5,2200.09,9272.85,373.347,0.4467
837900,589648,852611,191799,355175,267788,795797,155177,741601,2667.53,44123.9,156731,5062.71,5030.45,2597.73,664.242,0.4521
1.54E+06,1.09E+06,849029,337569,548870,395201,833303,271459,746122,2256.65,20716,48150.6,10665.8,9087.01,7932.82,938.246,0.5362
1.34E+06,933176,861129,328483,412603,288677,857573,257850,764358,1813.05,5878.13,129295,19161.8,12538.6,8715.6,850.28,0.6735
1.35E+06,908669,893472,370903,517933,311696,996996,250343,888947,3780.02,17881,98874.6,18822.2,16755.9,9417.65,864.807,0.8176
1.62E+06,1.11E+06,877427,396660,771576,531772,870572,297995,798657,2720.41,11545.6,68313.3,21277.4,13494.1,7550.91,1817.91,0.8752
899435,492172,1.10E+06,368387,550154,335129,984972,247835,891853,2934.71,14421.4,180134,16056.8,5086.84,7087.38,867.283,0.8984
1.35E+06,1.01E+06,802301,252452,385443,296826,779129,209483,723072,1801.63,3556.4,62661.5,6616.15,11425.7,5594.3,813.368,0.9027
1.57E+06,1.10E+06,852329,296244,577816,416065,833258,239034,743603,3377.43,13498.5,99939.8,28284.2,8801.67,11283.8,1432.84,1.138
1.48E+06,1.15E+06,770334,114508,215289,185946,694684,106907,642659,1315.9,41496.9,65188.8,4292.73,2410.72,3190.82,548.424,1.1408
1.46E+06,1.07E+06,822580,264472,329533,243095,813345,214732,738982,5594.35,120964,78522.1,13725.1,5895.65,6929.97,1858.8,1.2018
1.65E+06,1.15E+06,860651,290768,444715,321764,829269,242717,718783,2982.27,21508.5,56448.9,8936.78,14499.9,6389.07,1181.48,1.285
748967,518216,867168,336559,660280,386145,1.03E+06,205694,981728,3719.7,20029.4,5454.65,6432.06,54.6858,28.0595,2580.16,1.4171
1.63E+06,1.22E+06,798412,234016,432888,331821,782751,200718,699538,1986.75,23656.1,81544.3,7788.11,9207.4,4724.6,329.149,1.4613
1.64E+06,1.21E+06,810997,370819,476581,325056,879690,281288,790973,4925.3,9154.14,17084.7,8269.92,3752.24,885.084,989.672,1.4733
1.49E+06,1.03E+06,864456,268221,450681,327751,825042,219406,733492,2056.74,10580.8,51912.6,10837.8,10775.7,7410.39,548.291,1.5023
1.48E+06,1.02E+06,872858,338622,428372,305294,841887,260336,780426,2851.91,5109.33,98833.8,13821.7,12721.4,11734.5,803.789,1.5085
1.34E+06,960206,835999,336723,541494,391022,830890,260663,775076,2371.3,16742.5,122126,16809.5,14643.4,8884.02,1594.06,1.5811
1.04E+06,684049,910335,545629,693896,396595,1.05E+06,349372,937045,2744.98,202306,65921.1,12748.7,9510.12,11267.2,2262.65,1.5821
2.07E+06,1.30E+06,954060,535526,617687,412957,897460,397299,808750,4759.1,40836,122084,16684.6,10096.4,6745.04,2359.86,1.5852
1.47E+06,992564,885957,314653,474171,321047,886171,243281,776024,2587.82,45242.7,74616.1,20174,19069.8,11741.1,931.749,1.603
1.34E+06,976868,820954,206504,307143,225530,817122,166029,746271,1495.45,21202.4,31123.1,5535.63,5921.6,4206.96,1784.49,1.7174
975307,722138,810350,436895,590234,492888,718500,378580,692421,1711.99,8081.6,1621.92,1688.6,-199.213,495.37,951.969,1.7854
1.98E+06,1.37E+06,865658,170605,285383,219391,780478,149426,685040,2053.76,78225.5,82491.1,10785.2,3825.34,2886.53,1498.42,1.7917
