FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.47E+06,1.03E+06,853055,262667,446146,323491,827497,205988,765095,2740.29,66151.8,117831,54889.3,17283.9,10976.7,1063.4,0
1.56E+06,999208,937780,378144,399685,289748,827653,305158,743505,2861.87,35713.3,60635.3,18181.1,8633.81,6878.09,2354.65,0.0302
1.49E+06,1.17E+06,763434,199129,286637,224900,764706,165814,720550,1126.53,15886.5,56829.9,9418.9,10179.6,6317.55,1204.77,0.0422
1.36E+06,921111,885234,331202,406548,282350,863924,250822,792280,3369.97,157177,84119.8,24146.3,20413.2,6805.08,2392.33,0.0855
1.11E+06,802710,828350,326253,417832,302078,829915,248587,787457,2427.6,15497.2,59445.5,26393.7,10076.2,8320.86,1070.35,0.0858
1.42E+06,1.07E+06,797475,195956,369165,290453,762599,167024,703931,1877.57,16564.2,49494.4,8983.66,9879.32,6539.37,522.76,0.0926
1.69E+06,1.20E+06,845005,349076,506568,367533,826975,268686,779519,4943.26,303250,60372.6,19573.4,14361,15315.5,2873.77,0.1133
1.40E+06,947589,886128,350746,501844,360923,834267,282611,744654,3127.37,58936.7,52965.3,12799.4,14220.9,10706.7,1840.36,0.1293
1.71E+06,1.18E+06,870178,261427,475062,361267,788994,213087,736113,1856.45,39915.7,52122.9,22482.1,13005.6,11692.6,1169.62,0.1337
1.15E+06,828407,830785,247550,330506,249305,795426,206396,719635,2150.63,18369.5,47756.9,4868.39,8211.65,6059.26,897.078,0.163
1.47E+06,1.04E+06,848312,269706,342574,245592,836934,215344,751464,1743.35,61008.1,50858.8,14793.9,12982.1,8714.95,351.068,0.1641
1.76E+06,1.23E+06,860623,279864,470868,346306,815813,229596,731366,1822.72,32627.4,66164.2,12247.9,13711.8,8889,2813.35,0.166
2.36E+06,1.45E+06,975498,411533,728381,466084,937661,297943,828749,3708.01,16517.2,115396,33476.1,31855.4,17560.4,3288.92,0.1735
1.40E+06,958610,874370,297275,424284,292424,870552,232241,768017,3193.36,20088.8,73399.2,15104.5,12295.8,15143.8,1695.82,0.176
1.76E+06,1.11E+06,954661,422480,605174,380870,953355,316324,801355,2951.93,91378.7,89293.6,13555.4,20685.8,14275.5,3252.13,0.1801
1.48E+06,1.13E+06,785640,227198,324890,235605,827376,182156,748363,1860.28,230255,53751.7,16816.5,11250.4,7653.16,1176.4,0.1847
1.02E+06,580902,1.05E+06,340782,609094,373838,977580,226280,903610,3041.28,62763.3,133346,26485.2,19414.4,12512.2,3464.04,0.1938
1.32E+06,943637,838786,358666,449591,333023,810019,282492,761790,1464.04,64099.7,62885,21373.7,15549.1,11281.9,1069.79,0.197
1.14E+06,771045,886047,307454,402344,278747,866042,237496,776740,2414.66,49335.3,80878.2,26932.8,13976.8,8247,782.653,0.1982
1.53E+06,992803,926092,316001,545719,385086,850281,247080,767366,2874.72,269137,60353.5,19041.7,14075.4,9037.37,3908.13,0.2109
1.09E+06,694317,941455,303522,358052,250996,855915,235930,771895,2139.63,9724.02,59907,13622.8,11990.8,8201.65,733.846,0.2365
1.42E+06,955820,888376,276332,473806,336221,845526,221677,747931,1594.17,112259,63628.5,15199.5,15441.5,11014.1,1480.64,0.2607
1.60E+06,1.14E+06,840322,296886,497805,363788,821036,236280,753900,2167.55,145352,71927.2,12124.8,12993,11158.5,1093.37,0.2766
2.14E+06,1.26E+06,1.02E+06,402267,678224,441000,922754,289620,833368,3634.98,36517.6,150098,37387,37130.3,37834.2,2319.03,0.2864
1.51E+06,1.08E+06,841925,334620,468153,345896,812070,266864,752339,2623.28,73552.7,64767.4,42468.6,15038.9,7045.07,1584.88,0.3049
1.65E+06,971773,1.02E+06,285606,461649,310824,891145,216220,792543,3464.14,29287.9,166957,47032.2,23159.1,13064.9,1236.52,0.3063
1.12E+06,740943,907853,348303,407283,278943,876057,259942,803954,2192.71,30945.6,71366.1,24103,12010.2,9766.91,1236.69,0.3442
1.46E+06,1.04E+06,841031,319350,412673,300842,823037,252871,757738,2276.45,74797.8,79504.7,46988.3,15598.5,8838.57,900.409,0.3554
1.83E+06,1.13E+06,971374,339278,563999,369961,914689,238468,853643,3934.33,23925.7,86738.3,20241.4,18919.6,15385,1746.2,0.3586
