FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.93E+06,1.30E+06,891836,395455,675517,485402,834999,310714,763638,1599.5,117071,40871.7,21833.6,13289.7,9619.45,1504.01,0.018
1.83E+06,1.18E+06,934082,377354,630060,427613,884061,282810,800582,3852.55,8665.23,104096,23892.5,21705.6,11654.7,1000.26,0.0262
1.72E+06,1.13E+06,914217,452536,822571,558632,883484,336186,807652,2873.3,12531.7,77361.8,14827.2,16024.7,14389.9,2602.17,0.0312
1.65E+06,1.04E+06,950608,454602,839835,561669,897150,339298,803898,3910.87,13240.8,71371.2,17415.3,13769.8,13582.5,590.806,0.0463
2.04E+06,1.40E+06,875447,454895,827571,560225,886327,333002,819625,5357.76,59002.6,86947.7,37658.7,23267.2,11090.2,2372.18,0.0586
1.90E+06,1.32E+06,862632,302762,548131,378404,869120,230360,788581,2246.19,27452,46610.6,14122.4,12284.3,12149.5,879.753,0.0928
1.65E+06,1.15E+06,862812,325858,587215,433804,812184,256415,762493,2973.24,62780.6,52738.4,11781.5,12559.1,12108.7,1029.13,0.102
1.33E+06,937351,850237,352569,460075,319899,862913,263500,802814,2601.74,233145,48001.9,15638.9,11814.2,8531.47,1192.27,0.1337
1.51E+06,1.01E+06,896611,315321,435866,302900,863387,239253,790765,3040.86,5356.87,93228.5,64426.8,14873.7,8469.87,1040.26,0.1352
1.62E+06,1.13E+06,860686,521244,671137,466489,863219,392234,797346,4290.79,21121.4,62648.3,23123,17027.6,11563.1,2096.46,0.1512
1.51E+06,1.10E+06,827164,262286,423050,316219,802704,206319,762760,5251.32,201974,36664.3,15396.5,8278.49,7715.82,2062.26,0.1548
1.48E+06,972396,913619,531587,758503,494137,921003,382066,834809,3087.36,118077,45338.3,18322.7,15291.9,12734.4,1166.07,0.1838
1.73E+06,1.13E+06,919301,489744,827650,597782,830721,388967,755453,2910.46,365707,44917.1,14457.9,14773.2,15132.5,2052.68,0.1865
1.37E+06,885051,929986,433193,766930,508287,905312,320954,809823,2313.8,28932.1,49432,12820.8,11610.2,8046.95,1232.26,0.2051
2.16E+06,1.28E+06,1.01E+06,535767,803572,473015,1.02E+06,341370,941677,4659.1,135213,108251,48736.2,14585.1,14996.5,3291.9,0.2355
1.69E+06,1.19E+06,849348,330886,584226,421296,832041,255991,775541,2159.91,417520,41262.1,18660.4,6363.21,36126.5,2183.09,0.2415
1.85E+06,1.19E+06,930515,425285,744115,487249,916306,312458,816656,1749.98,29521.7,53380.4,15431.1,15854,12154,1477.89,0.2596
1.32E+06,799252,993924,644508,1.22E+06,702707,1.04E+06,438930,881017,3311.66,32648.9,59062.8,27594.3,13017.4,10341,1507.93,0.2599
1.70E+06,1.14E+06,896419,288980,469806,319584,882032,220032,788013,2384.62,3880.41,65984.1,12249.9,24261.9,9067.24,952.345,0.2717
1.72E+06,1.09E+06,945984,530195,985496,692030,854439,393894,807620,7608.7,20731.8,78558.1,19438.3,19807.7,9352.42,1741.9,0.286
1.79E+06,1.20E+06,897345,476520,854818,565757,906557,340122,840616,4962.09,67220,47000.8,16139.7,19659.4,14602.6,1796.2,0.3365
1.93E+06,1.23E+06,945384,530993,912056,596899,916794,385031,827455,5196.43,12400.2,60445.8,46898.7,18505.6,11013.8,1992.24,0.3875
1.46E+06,1.09E+06,801399,194003,312114,236300,792503,155782,747209,1481.51,32033.2,23526.2,10259.2,7306.77,3794.26,969.594,0.388
1.73E+06,1.10E+06,947103,453765,597240,389453,920121,316781,859454,2854.71,67804.8,49814,23073.2,12183.5,12374.5,1588.08,0.4012
1.51E+06,1.12E+06,809851,348040,599504,435043,826821,271563,768972,1954.32,57800.5,44598.8,15763.9,11888.2,7697.04,565.86,0.405
1.90E+06,1.29E+06,885092,475888,822994,539157,915867,343851,830397,3129.14,29127.5,74400,14619.7,14916,13975.9,1176.65,0.4138
1.53E+06,974280,942681,465182,815579,536532,912056,331003,843222,3076.79,111143,43718.5,14487.3,15070.1,9203.34,1197.01,0.4187
1.35E+06,1.06E+06,763802,191551,282034,231915,729664,173105,663935,2430.84,5007.56,18892.9,7010.83,4266.75,2003.02,-105.066,0.4188
1.47E+06,1.01E+06,879201,492666,589745,398858,887151,352233,839215,3714.19,8683.42,55179,22579.7,13984.8,8865.65,1032.76,0.4523
1.99E+06,1.36E+06,876543,282192,507135,381532,797524,220609,767491,2526.69,8439.11,74368.6,41860.6,11282.9,8022.98,845.79,0.473
1.62E+06,1.07E+06,907930,465593,666627,458423,872505,347410,804109,4979.77,65606.1,41214.7,13954.5,13031.5,8402.92,1711.87,0.5034
1.60E+06,989190,971655,559702,985945,655651,902259,415687,807870,4674.02,123863,59894.7,31087.6,11152.2,12690.1,1817.97,0.5147
1.49E+06,981220,909634,380565,651565,437185,894219,279301,817538,3333.75,8242.31,97707.1,29939.7,16442.8,11105.3,1830.82,0.534
1.25E+06,864820,866594,429609,550843,395422,835830,333069,773910,3268.26,10204.1,35502.8,13912.3,9573.87,10976.7,1150.27,0.5405
