FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.61E+06,1.13E+06,855674,195364,312497,237011,791095,165585,707904,1256.01,71637.4,46232.9,8976.17,8249.9,6510.38,2538.39,0
876107,474703,1.11E+06,501855,839552,497530,1.01E+06,341495,881749,3734.03,66159.2,78784.5,14481.2,20455.8,11878.7,4398.95,0.0004
1.76E+06,1.21E+06,868004,245511,434158,320748,812148,200929,733128,730.432,94673.7,54977,12969.1,8600.43,7026.12,3452.6,0.0217
1.79E+06,1.03E+06,1.04E+06,572287,971417,564381,1.03E+06,366002,938170,4686.46,150337,161361,37946.2,34102.1,21073.4,7813.84,0.0295
2.29E+06,1.47E+06,931152,365090,430730,291280,887249,274139,799061,2168.57,17698.9,89261.5,26743.8,10520.6,9867.51,6108.14,0.0298
1.00E+06,578477,1.04E+06,333300,623873,371519,1.01E+06,213356,937306,3007.28,57270.3,57981.7,15974.7,15247,8652,3262.55,0.038
1.55E+06,1.10E+06,846299,253054,428888,301278,854137,193686,783910,3347.01,49506.6,62254.5,12344,14728.2,7802.26,3531.96,0.0408
1.38E+06,976484,846057,253498,451867,325580,832730,194642,781428,814.813,79818.9,61348.7,16568.6,14053.3,7741.46,3470.64,0.0607
1.69E+06,1.16E+06,872972,395188,696583,531257,786718,316990,748014,1352.27,148875,126070,33209,20810.9,7522.29,3152.17,0.0626
1.90E+06,1.34E+06,852338,294382,345573,247020,839381,227678,775785,2484.52,83284.6,72820.6,34163.2,10750.1,9016.3,3831.65,0.1151
1.74E+06,1.13E+06,917956,206910,340964,240331,851236,165272,751163,1671.56,25432,46401.7,23702.4,11788.1,8736.05,2674.77,0.1167
1.54E+06,1.04E+06,889555,258562,449070,313323,859949,192473,806020,1389.47,351045,63123.9,10163,10858.6,7341.28,4258.04,0.1213
1.94E+06,1.09E+06,1.07E+06,524951,815904,479704,1.02E+06,333630,944072,5183.81,50141.9,134185,32428.9,34813.1,22596.9,8848.08,0.1307
2.27E+06,1.33E+06,1.03E+06,386220,616938,404601,914883,274687,843622,2938.53,91386,93107.6,19138.8,32466.7,11891.2,6486.5,0.1519
1.93E+06,1.37E+06,849790,229256,375280,281229,800656,182730,752771,2331.18,65615.1,53137,20826,14982.1,7574.73,4519.92,0.1789
2.62E+06,1.54E+06,1.02E+06,363576,617146,390697,947762,252693,863283,3624.92,42274,98709.9,34594,35404.3,14695.4,7616.79,0.1888
1.23E+06,847545,871238,246105,388013,287344,810206,205793,717531,1561.27,10034.6,33447.1,8963.79,8785.7,5264.99,1260.64,0.1956
