FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.41E+06,1.02E+06,828902,152077,202902,162222,750461,128840,708214,615.812,19682.4,195752,8137.69,2336.75,3831.09,61.9775,0
2.38E+06,1.41E+06,1.01E+06,496853,768870,471454,978510,341774,872248,3548.24,44051.7,98875.6,22000.4,23863.7,11383.3,1183.35,0.0085
892667,609519,878726,272602,473253,355476,798793,219268,745942,1008.97,20063.6,81087.8,14807,15482.6,9228.88,743.281,0.0212
2.00E+06,1.41E+06,852977,243497,496082,359549,827841,183803,794862,2037.21,97857,91829,11211.4,5518.36,7983.58,1207.92,0.0629
1.74E+06,1.34E+06,779582,133159,200069,161342,744018,115587,691215,1655.81,14283.7,103679,14451.3,4330.74,6081.59,-308.339,0.0678
1.99E+06,1.32E+06,907240,331215,594373,427149,834893,252398,787364,3245.02,2371.7,228137,72228,20125.9,12622.3,759.137,0.0692
1.44E+06,1.14E+06,755950,168863,306583,254607,722484,149251,678842,1618.47,82830.2,68550.5,3821.82,3206.08,4482.74,473.363,0.1039
1.73E+06,1.12E+06,923876,333377,615436,422814,873343,244322,818700,3117.14,4221.18,106201,23682.8,8335.99,9406.4,846.66,0.1057
1.74E+06,1.31E+06,795728,127700,160332,129013,745655,112514,680979,1167.71,13468.9,93446.5,15318.4,7311.65,4127.83,324.918,0.1236
869693,546565,954719,344182,577736,399717,867218,269556,766109,2261.83,8486.02,24347.6,6886.75,9163.24,8829.28,194.204,0.1439
2.01E+06,1.26E+06,955932,580301,817651,444066,1.10E+06,377871,921427,3679.96,13158.4,172238,43078.7,19789.4,13801.6,1089.47,0.1479
1.55E+06,1.22E+06,760937,188951,295193,251152,705214,167909,675192,2281.23,33958.5,29983.8,6660.33,7335.44,5646.06,917.756,0.1654
1.81E+06,1.17E+06,927292,518200,907922,613595,887806,391933,793299,2195.35,12036.7,50957.2,19491.6,16636.3,11574.3,685.196,0.1687
1.58E+06,1.18E+06,806129,100283,166903,134486,744627,88768,677835,672.971,14227.9,19753.8,4363.78,3606.76,2247.13,31.6513,0.1715
1.06E+06,639999,991973,458137,818992,498369,986007,317809,864928,5848.36,7424.43,81701.5,23818.3,18101.8,13873.2,1328.4,0.2057
1.95E+06,1.41E+06,831505,173910,275012,218250,756045,151083,690653,1860.25,30542.5,145820,14127.4,9989.34,4634.78,290.109,0.207
1.82E+06,1.21E+06,906154,463095,742577,511896,870384,333015,834367,4396.6,83161,379791,59792.9,24030.3,14464.8,1559.13,0.2153
1.73E+06,1.28E+06,810515,256327,510147,399749,765701,211370,727617,2454.13,30281.1,58643,8014.69,6699.51,6253.74,650.955,0.2514
1.93E+06,1.35E+06,857390,327638,448478,321214,837718,245720,800027,2936.42,45446.6,49114.4,26827.6,12570.5,8259.14,520.028,0.2591
786478,522241,903581,238283,456183,314039,871579,186298,767426,1528.07,90938.8,25675.4,7116.78,5870.53,7866.27,-32.9655,0.2627
1.24E+06,871236,852287,323055,621094,450432,827332,247420,783416,1680.52,10389.6,58110.6,8635.79,7773.17,6774.46,433.015,0.2669
1.64E+06,1.26E+06,783411,144229,241811,185650,781505,121052,714879,1111.49,4668.88,87759.2,3927.27,3299.97,2916.4,519.368,0.2818
1.82E+06,1.33E+06,821565,282727,452925,350945,774351,232551,729458,2533.58,42458.8,100632,11996.8,14707.7,7839.7,1077.45,0.2893
1.64E+06,1.14E+06,863211,433525,732117,498885,880504,324237,802238,2463.55,6878.38,81564.2,14224.6,17095.5,13129.7,943.822,0.3617
1.69E+06,1.26E+06,802711,276137,481389,358747,805116,221067,749467,877.536,2955.9,73704.5,12609.6,9554.52,8458.48,732.674,0.3695
1.66E+06,1.12E+06,890386,375019,698993,491424,853430,282575,796289,1381.54,98607.9,45735.8,15744.2,10647.9,7433.37,1412.02,0.375
1.54E+06,1.12E+06,825780,406694,615769,454971,812054,330748,737771,1859.85,30586.3,59759.4,19865.4,9734.04,8497.93,903.834,0.3827
1.48E+06,1.04E+06,858912,260379,467602,359849,779663,222478,702214,2404.32,27424.6,113516,7861.48,13935.1,7220.87,890.617,0.3924
703386,472454,893276,202084,310742,218338,853929,156519,774670,3229.88,110894,52655.6,7571.52,7379.7,7506.06,872.738,0.3938
1.45E+06,1.03E+06,842060,264499,361986,267108,813123,212262,747659,854.716,11780.9,32708.4,5515.05,3840.7,6594.05,311.505,0.4076
1.46E+06,936841,932762,349077,612928,414260,887744,260919,802726,2015.37,69833.9,77161.4,20461.5,18620.1,7987.72,1250.94,0.4688
1.66E+06,1.13E+06,879594,295050,523605,361827,868268,229478,771446,1994.87,50428.7,100306,13434.8,12807.4,9401,874.658,0.5139
780435,442166,1.06E+06,378158,617947,382283,969879,260346,871514,2323.33,93962.7,48935.7,12681.1,8125.59,10431.8,1254.45,0.5197
1.91E+06,1.47E+06,781692,173044,255849,203128,755728,147500,703907,2605.9,4475.17,95959,8161.85,4434.35,7177.15,495.974,0.5286
1.82E+06,1.26E+06,868068,285461,526837,364468,867297,220298,777477,2095.18,27787,82554.5,25151.1,19358.9,14140.8,383.246,0.588
1.55E+06,1.19E+06,780781,183360,322904,265751,729037,157401,698955,1956.72,4076.96,75264.2,6753.5,2922.7,4916.47,393.871,0.5897
1.27E+06,787269,966136,198069,376832,251999,897223,143097,830495,1416.6,1342.5,227231,23406.6,13289.8,10060.9,-4.23846,0.6115
1.61E+06,1.17E+06,821599,288215,538496,412972,782372,238490,725100,1985.24,13433.1,80260.7,15838.7,6188.35,7189.12,434.338,0.62
1.28E+06,836232,916103,393283,506931,335434,906762,274642,859191,2060.89,23704.6,53901.3,14745,11520.9,11839.6,984.266,0.6912
1.36E+06,895918,909978,284469,481471,319752,903458,220723,773282,2147.84,4366.41,181480,25362.1,16140.7,10846.9,-240.218,0.6925
1.44E+06,1.02E+06,843667,312085,509678,378884,807124,253547,738526,2281.39,39725.7,51039.8,19336.7,13102.4,5575.7,-242.322,0.7225
2.40E+06,1.58E+06,915691,243873,455363,315988,864647,183795,796124,2960.83,84732.8,37563.2,10277.5,8449.53,7883.97,1533.01,0.7475
1.45E+06,1.04E+06,835598,254270,413929,305027,814215,207708,734501,1995.91,7983.24,82146.2,10575.6,8254.31,6132.53,808.453,0.7488
1.21E+06,796939,907931,251145,334316,244908,819041,197229,764021,1721.79,25290.9,47374.8,11501.7,11372.8,6745.98,127.32,0.7964
1.27E+06,789014,964184,349377,562197,381016,885312,256275,817975,2713.58,25172.7,43399.7,34611.9,11324,8202.15,1396.92,0.7983
1.48E+06,1.05E+06,851526,322355,495852,386294,770168,264446,731389,1663.55,86417.3,59928.8,9845.68,7132.72,6150.23,620.15,0.8009
1.40E+06,907529,928345,374991,498850,344344,869218,286505,785307,2508.67,3416.13,59952.5,19804.7,10817.3,10631.1,465.942,0.8072
2.20E+06,1.63E+06,808328,181990,308964,249152,744038,154998,704488,2580.98,14545.1,96397.9,5338.06,4279.07,4459.78,434.314,0.8231
