"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
21152.3,19481,71158.6,292.5,281,68218.1,40264.2,2042.83,374.02,1229.52,-198.879,-57.356,0.442184
17148.1,15028,74781.7,177,180,64443.7,32246.8,730.06,392.881,-233.297,-112.448,317.315,0.462527
21597.8,19469,72702,335.25,317,69309,40367.3,1638.57,677.375,539.384,-329.707,149.637,0.468951
9855.12,8195,78812.1,541.5,515,68908.2,37080.2,1309.88,427.209,208.129,41.8788,618.169,0.471092
18559.2,15266,79673.5,362.25,338,70237.9,55015.6,1436.2,1599.54,420.236,-425.989,246.699,0.478587
6758.4,5240,84526.4,834.75,760,71981.8,44471.8,1175.55,1337.42,242.078,-275.327,352.418,0.493576
24302.5,23084,68995.4,165,168,64365.7,40611.2,968.27,-110.755,188.844,-299.139,230.407,0.496788
17064.3,13404,83432.3,545.25,492,72629.1,42537.9,945.283,1015.34,503.661,-582.096,462.073,0.510707
17396.9,15437,73856.7,368.25,350,68953.2,40789.3,1139.86,1480.33,273.327,-268.435,92.8435,0.587794
8662.5,6568,86435.1,370.5,332,73135.8,37051.1,2566.79,2976.54,857.091,-231.052,229.994,0.624197
24674.8,23040,70186,196.5,192,67072,29728.1,660.775,656.57,563.583,-411.479,374.881,0.626338
12925.4,10999,77014.4,312.75,291,70434.3,43648.5,680.778,882.18,957.506,-30.2734,95.2535,0.62955
18542.7,16428,73972.2,486.75,440,72499.2,48792.8,1573.99,855.54,964.871,-719.053,311.577,0.663812
20041.6,18917,69431.9,312.75,293,69953.5,49727.2,1173.01,1534.83,787.602,-569.466,130.426,0.669165
15607.7,12806,79873.9,357.75,354,66230.2,44502.5,942.501,664.709,-295.785,-102.04,212.106,0.686295
21787.3,19965,71517.7,346.5,301,75442.6,46796.7,871.962,348.79,-6.26458,-307.772,58.3289,0.70985
19736,18317,70612.9,315,313,65954.8,40875.9,1197.68,1225.15,-99.2918,-242.536,282.92,0.724839
17378.5,14588,78072,288.75,280,67584,38179.6,1719.11,2644.19,1102.67,-521.255,284.831,0.726981
25303.1,23988,69128.8,289.5,256,74112,72625.3,1958.71,381.205,216.545,-913.08,136.398,0.765525
21551.6,20193,69945.4,413.25,421,64329.6,38268.9,1305.08,792.644,433.271,71.5841,76.6191,0.773019
12235.7,9569,83799.9,489.75,465,69024.2,37732.5,1435.79,1576.64,182.243,-327.276,259.618,0.793362
17365.3,13628,83508.2,393.75,344,75014,49680.7,1202.56,990.803,994.14,84.9041,151.351,0.835118
17602.2,15652,73701.6,383.25,372,67517.9,44705.5,750.148,1271.1,255.816,-279.665,5.51456,0.842612
10357.4,8297,81810.5,273.75,237,75698.2,38601.5,1681.45,2295.28,930.89,-345.589,352.025,0.859743
16801,14399,76468.4,389.25,351,72677.7,49278.9,1566.82,1205.33,113.063,-320.585,231.29,0.865096
13539.2,10144,87471.2,503.25,420,78526.2,43522.8,1397.38,1330.85,683.173,-353.498,474.198,0.883298
13132.7,9424,91326.8,316.5,288,72021.3,46895,1364.17,957.074,232.527,-17.9611,62.911,0.885439
16185.8,13465,78778.7,508.5,477,69863.9,47583.3,1094.34,1377.09,619.231,-52.3846,-53.2844,0.911135
23233.3,21980,69272.9,216,204,69391.1,46529.3,819.124,-44.5263,168.02,-501.117,99.5423,0.937901
