FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.83E+06,1.11E+06,987940,565285,940319,553808,1.02E+06,350642,967286,7324.5,16871.1,193500,45186.8,49690.7,23856,3140.87,0.2291
1.55E+06,990946,939012,435315,773151,526814,880559,326827,799167,2869.41,17438.1,75140.5,18337.4,15691.1,12833.5,2019.2,0.2563
1.61E+06,1.14E+06,849442,273163,384121,283100,814103,219884,745382,2695.17,3070.74,59127.6,13120.5,15732.4,7964.49,1090.23,0.2833
1.87E+06,1.35E+06,830870,380832,542768,396658,821012,300882,759431,3737.04,30625.8,61594.7,15608.7,12359.5,8152.81,1354.27,0.3117
1.67E+06,1.14E+06,880856,342744,475987,332884,857933,270346,760679,2084.66,9330.89,67266.6,36519.1,14790.8,5148.54,1985.41,0.3578
1.00E+06,606714,990986,481538,647197,424551,914656,352800,818942,3106.38,6237.61,75839.4,34634.2,22896.3,10445.9,1313.64,0.3694
1.85E+06,1.21E+06,917604,466984,811602,552905,880732,346374,808924,4610.18,51254.1,155592,65065.4,16435.5,11288.9,2333.54,0.4009
1.50E+06,1.17E+06,771070,473430,529737,388474,818181,389524,729244,4485.5,5055.06,20411.6,19387.5,3594.64,732.438,595.617,0.4634
1.57E+06,1.07E+06,876542,388627,570462,391952,873263,299407,778792,3005.53,53497,28301.7,10457.2,8917.7,6116.62,1732.76,0.4895
1.35E+06,892961,907359,282769,424159,292260,870785,220857,768196,1713.62,2078.84,60558.6,31839.5,11049.5,6335.59,337.246,0.5389
1.11E+06,738248,900000,511828,878320,586430,898644,385628,796355,2920.19,4209.76,116886,53223.7,14144.1,4990.38,2259.14,0.5563
1.00E+06,671972,895499,346409,418234,294805,851209,269017,772611,2791.43,4524.38,104714,18431.2,19166.8,7404.69,1165.84,0.5913
1.36E+06,962942,849906,390217,553792,384266,864701,295214,793087,3952.08,21671.9,37832.2,37560.1,12782,7655.06,1516.49,0.601
1.68E+06,1.03E+06,975265,544445,657020,431374,913852,376359,867966,2649.29,17031.4,75761.7,31592.7,12832.2,7466.94,2328.98,0.6284
1.16E+06,812178,858990,328146,578118,404081,858419,250988,784450,2978.88,4869.44,45280.4,17087,10881.9,9665.53,1901.77,0.6451
1.49E+06,1.10E+06,815654,306078,546333,413367,792999,243814,753226,2838.73,24989.5,31468.5,23407.5,6293.33,11757.2,1613.62,0.6701
1.50E+06,874846,1.03E+06,410601,692289,434213,956613,283018,870477,3931.6,94253.9,49774.1,11880.8,10038.6,11788.7,3188.07,0.6786
1.58E+06,1.08E+06,878468,390890,532310,384338,831002,300902,779436,3110.91,6469.56,54941.9,32038.2,18135.4,7971.87,2550.49,0.7054
679367,435278,936460,436735,531428,357537,891816,312549,838400,4008.41,11418.4,22377.1,6841.18,3915.27,718.017,3002.08,0.7195
1.26E+06,912383,830377,388908,594836,438940,813099,306823,760519,1980.3,23021.7,40498.4,14115.5,11653.1,6402.73,1542.22,0.7701
1.46E+06,978202,893972,488612,638529,449092,853093,366738,799391,2694.8,10288.8,80262.9,29683.4,15067,8167.6,2672.48,0.7711
1.40E+06,889590,947305,323209,499658,349265,858359,249818,776267,3052.81,11574.4,66795.8,35361.6,12247.6,5540.24,1159.77,0.8306
1.60E+06,1.17E+06,819475,277228,509362,371892,821790,209653,793390,5029.52,60720.7,66833.9,14247.6,13419.1,7589.9,1125.01,0.8646
1.53E+06,1.04E+06,883229,355715,565751,383721,884629,277080,770280,2676.2,6563.92,55911.7,12795.7,9015.2,5444.91,714.586,0.8739
1.68E+06,1.13E+06,888975,380427,632604,438977,864651,296476,769899,2866.36,34400.8,68537.6,17553.7,17541.1,11648.4,882.501,0.9152
1.46E+06,918469,950955,508079,741515,512716,867749,390132,781396,2775.97,5703.87,59932.2,23115.6,9907.62,7970.74,1282.35,0.9699
1.50E+06,1.13E+06,792095,314090,512640,382758,803599,248481,758424,3030.82,18398.8,36460.8,7880,7796.85,4741.09,1158.85,0.9713
1.84E+06,1.31E+06,844855,319418,555694,402761,827828,247964,772898,3521.09,22179,64393.4,14797.9,18597.7,9341.29,3376.91,1.0329
1.37E+06,1.01E+06,813478,316986,409923,300080,819627,249771,761464,1904.33,79134.8,48164.8,36144.3,7055.87,5892.21,737.788,1.136
1.27E+06,737814,1.03E+06,486671,830377,536810,928124,345501,845158,4391.96,8160.26,138270,44669,21453,10041.2,1554.89,1.1458
1.60E+06,1.14E+06,840819,352836,438205,327274,803373,273159,775013,3210.23,10186.4,40102.2,17509.7,11583.7,10019.8,603.273,1.156
1.24E+06,886629,838285,393953,623204,414999,901021,283971,832381,4711.79,51825.1,50363.9,20002.3,9234.06,10532.6,1264.16,1.2591
1.68E+06,1.23E+06,818236,262896,443759,324780,819802,208453,756705,2639.34,23467,36692.4,13135.1,10675.7,5583.08,864.645,1.3113
1.18E+06,773843,916161,446226,506318,351507,864252,343026,780512,3607.91,6584.02,124351,64856.8,10169.5,6445.11,1253.45,1.4123
1.23E+06,827804,893301,466986,872565,584457,895770,343105,816634,3867.47,29572.6,56306.6,25519.6,13124.5,8436.5,1921.71,1.4184
1.19E+06,780390,916121,518747,866879,616434,843768,386153,806023,2725.85,5055.87,98856.9,21487.9,15597.8,9967.25,1345.47,1.4209
1.01E+06,707482,852629,361901,493448,366682,807426,286907,756833,6475.19,3276.19,55538.3,18677.2,10325.6,5382.99,566.14,1.4722
1.13E+06,768101,885610,414846,537339,365195,882825,304796,816636,2050.93,54057.8,45640,18381.3,9096.89,8362.18,826.311,1.5362
936743,451125,1.25E+06,357595,504514,279820,1.08E+06,222497,964314,4045.32,19058.4,4143.57,2851.23,326.536,711.23,2042.35,1.5672
1.43E+06,958197,893119,428591,553298,388836,853776,333180,771820,2254.67,4637.63,87555.9,38933.9,17568.4,5966.54,1707.41,1.6745
670516,554664,725321,108872,210833,189669,666950,103683,630026,1510.05,5115.39,2074.09,725.093,-319.439,-107.645,734.897,1.7835
1.47E+06,983688,894054,376926,614118,425541,865888,290085,779619,2689,197156,34498.5,31392,9785.65,6481.39,1744.57,1.8027
1.02E+06,692248,880058,444838,517062,363689,853029,336377,793463,3455.83,10476.4,63108.8,19762.8,11083.4,6820.93,1236.02,1.9169
1.15E+06,717871,959178,428734,555700,348847,955778,303504,847568,2442.96,4424.13,89065.4,25368.4,12128.4,7458.8,1314.97,1.9905
1.21E+06,809455,899168,322894,461884,326862,847852,254525,761169,2306.78,2767.15,43012.2,14196.2,15040.4,5438.71,52.415,2.0127
1.45E+06,1.08E+06,803160,419681,600156,423002,851281,305725,823645,2659.8,6940.2,52333.8,12130.6,11814.5,6666.25,1388.41,2.0406
