FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
925881,619492,896749,281518,462553,331838,836348,215796,782733,1715.45,70501.9,55176.9,33920.9,11648.9,6329.89,701.444,0.0109
2.40E+06,1.64E+06,876612,314550,558965,404264,829604,245186,769743,4173.58,16486.5,77911.4,20479.7,29820.5,7245.68,2619.09,0.0123
1.67E+06,1.18E+06,854173,251058,393394,285396,827048,200284,752105,2141.87,40001,42464.8,9206.44,11092.9,5695.39,1308.33,0.0348
1.82E+06,1.37E+06,796119,181357,339642,253026,805393,142627,762930,2066.92,20259,48762.6,10581.3,18591.6,5961.32,1678.52,0.0609
1.48E+06,1.03E+06,862674,407529,753588,575614,785514,334041,731998,2277.46,82248.5,55092.9,16606.7,12214.6,7168.71,2080.05,0.0702
1.58E+06,1.14E+06,832079,306048,540587,376190,862202,234370,783499,1655.45,41268.6,59659.3,24540.1,17526.8,7094.98,1886.79,0.0904
1.36E+06,938927,866493,324873,520415,375187,832250,255452,763055,3009.75,38200.6,77017.5,17960.7,27202,8251.4,1626.32,0.0912
2.00E+06,1.28E+06,937467,321963,620737,419918,886940,234857,822534,2317.57,70393.5,55004.3,19578.8,28324.1,9465.22,2960.74,0.1026
1.44E+06,1.02E+06,842826,286641,456946,316825,865360,213543,805386,2113.43,19556,70940,21062.7,17155,8662.24,987.039,0.111
1.23E+06,904902,812947,296911,428834,297117,865990,225041,791619,1679.05,20245.4,38603.1,20020.8,12404.3,5770.23,981.225,0.1231
1.34E+06,1.06E+06,760087,120080,202403,164819,736820,105302,684205,2249.75,34365.4,29100.4,14981.4,4316.84,2406.91,1113.78,0.1374
1.58E+06,1.12E+06,848931,276480,506701,378666,802872,225078,737023,1146.08,80369.6,55874.8,27339.3,15022,6127.13,1456.38,0.1416
1.75E+06,1.20E+06,876264,371035,548438,369097,891535,274585,810754,2578.5,40142.2,55537.7,13325.1,11359.7,7688.64,1651.68,0.1424
1.81E+06,1.21E+06,895787,349809,607579,411480,885941,266722,786907,2124.98,22729.4,62255.7,19217.1,20810.2,10715.9,1523.46,0.1979
1.18E+06,863301,823099,285891,458163,370794,741376,247566,692886,1638.72,42398.5,30770.1,13726,9438.49,3891.51,1020.3,0.2017
1.65E+06,1.17E+06,846620,268110,494455,361362,820985,214139,751222,1477.27,120293,48431.1,14923.5,10280.7,7112.77,1281.49,0.2128
1.70E+06,1.21E+06,839841,292580,567150,411836,826276,230050,763086,2362.51,33931.2,44753.3,16152.4,15620,6189.2,1687.61,0.2541
1.77E+06,1.31E+06,811406,288616,537053,395447,814854,229174,755626,2453.86,75880.9,57166.9,14832.6,16916.7,7824.03,1372.33,0.2581
1.93E+06,1.28E+06,906255,357722,645850,432796,895364,269531,796321,3434.3,33579.2,67393.5,20991.3,19393.4,10128.5,2639.53,0.2687
1.62E+06,1.19E+06,813163,246954,433446,320398,811703,200785,737964,2682.26,38954.3,42901.1,13794.3,9113.51,5531.63,1748.44,0.2708
1.30E+06,872275,897201,321874,567663,370298,919794,234349,824089,1903.55,179064,45048.1,17311.4,9485.8,7201.98,2074.65,0.2814
1.83E+06,1.29E+06,853587,271107,360921,244719,884903,208900,778671,1995.03,9866.03,41285.6,9764.92,10095.3,6653.88,1657.03,0.2887
1.04E+06,703579,883558,228658,324327,211220,921295,166925,821895,993.793,55727.9,37735.8,15321.7,10724.1,4918.73,1365,0.2992
1.68E+06,1.11E+06,906111,416372,575576,392156,880633,305310,818261,2626.53,36465.2,66823.3,19551.6,14967.8,11451,1428.13,0.3014
1.48E+06,1.07E+06,833127,252831,404434,294310,824507,199722,759548,2695.2,10371.1,48235.8,11889.2,11665.3,5719.91,1412.5,0.3034
2.12E+06,1.31E+06,967287,563161,766057,484010,949638,392825,860171,3752.32,22465.4,135294,68421,36408,11281.2,1707,0.3249
1.23E+06,798921,923822,247275,438600,305488,861442,190907,777160,1646.93,31840.9,33884.6,14774.3,8934.04,5942.02,1025.58,0.3272
1.78E+06,1.23E+06,868616,392980,501320,337993,889936,285558,825709,3169.92,48555,91627.3,21470.6,22691.2,10239.1,1632.85,0.3316
1.04E+06,630801,984564,345363,658090,434688,908362,250848,826068,2437.25,33996.3,49161.4,19743.3,15771.4,8800.81,1744.26,0.3475
1.18E+06,839641,840431,289772,394987,270247,876947,215611,806374,1447.75,64705.5,74151.9,31490.9,12179.6,6482.74,1049.83,0.363
