FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.89E+06,1.28E+06,886668,320249,560117,373168,900587,249804,769200,4251.97,129628,73177.5,8249.51,15977,4042.43,2030.5,0
1.86E+06,1.28E+06,874668,242583,403120,280999,860758,189768,766987,1681.59,65120.2,92049.1,5733.75,16146.6,2526.61,2192.54,0.0095
1.12E+06,680873,984614,380506,606219,386639,940753,288008,792699,1624.7,128185,69384.3,10662.3,11595.9,2776.95,1746.29,0.0166
959812,601983,956650,314584,444520,302804,880807,257214,733826,2604.74,108820,40925.1,5669.26,9746.87,3267.48,729.858,0.0407
1.83E+06,1.17E+06,938798,278059,507659,347964,875364,214803,776691,1217.49,17035.1,82521.9,7342.52,24952.4,2173.23,2753.61,0.0513
1.81E+06,1.14E+06,952095,377979,693663,446153,932858,280355,808930,3850.65,18959,114119,9514.46,20446.1,7090.52,4098.33,0.0625
1.44E+06,968386,893950,314592,641154,453701,847898,254910,740478,1602.36,70799.4,58969.4,5305.56,14932.3,3214.66,1443.15,0.0646
1.57E+06,1.13E+06,833641,270129,479058,346747,828947,221837,730614,1249.36,207118,47711.2,6842.39,9981.77,3636.31,1577.13,0.0682
1.14E+06,742030,923804,293865,429169,272450,945132,233108,756383,1477.29,26081.9,74490.3,4446.64,17295.1,4448.55,1112.45,0.1272
1.59E+06,1.03E+06,920657,218458,454211,318542,855543,188457,695516,2618.05,7034.21,69318.7,3684.61,12486.1,2835.05,1882.27,0.1361
1.08E+06,724175,895781,227578,388457,255639,911731,191806,711899,1805.19,10814.4,52705.7,3639.62,12115.7,2090.22,1642.3,0.1399
1.10E+06,649865,1.01E+06,285796,502668,312236,965938,232206,738471,1981.85,9265.38,74320.9,4701.97,17402.4,3675.04,1571.99,0.1506
1.34E+06,851088,947417,373399,800085,511290,938902,284894,786396,2221.7,145160,85001.5,11359.1,22457.5,10270.2,1953.51,0.1675
1.86E+06,1.32E+06,846403,222101,456348,319201,857795,183720,725345,1545.5,32191.8,85269.4,4892.03,21556.9,2855.11,1677.7,0.199
1.73E+06,1.15E+06,903554,283015,586999,403104,873719,227100,747728,1885.44,10885.8,81627.7,4926.97,20598.7,3260.48,2110.52,0.2124
1.54E+06,901574,1.02E+06,311992,539743,337563,959365,246440,759598,2480.9,33770.9,90185.3,7756.94,22852.7,4582.21,2544.19,0.2179
