Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A
14361.6,2667.61,2225.82,3155.25
12368.1,2057.82,1963.86,2656.61
22659,3541.71,1850.78,4615.72
11236.6,1383.55,1058.71,3196.22
35039.9,3415.45,2533.35,11490.3
15256.4,4621.94,2361.25,3053.17
17409.9,1970.33,2279.07,4628.21
21563.9,2584.64,1986.48,3914.97
13033.9,1723.47,1393.21,2283.78
13566.7,953.874,3282.23,4159.05
11314.8,2432.4,2464.22,3898.74
15754.9,2540.99,2625.93,4479.62
13130.8,2566.14,1518.49,3020.38
9873.18,1508.34,1649.39,2508.71
16290.3,3495.88,2554.03,5621.5
14273.7,989.939,1686.03,3495.14
19055.6,2671.45,2004.95,10107.3
14304.3,4882.13,2550.86,2355.54
15902.7,665.076,2486.8,5191.71
20429.2,4616.97,3160.06,5360.39
20641.8,1925.99,2417.46,4545.11
59698.8,14457.3,14193.8,16434.9
11451.3,2494.62,1490.35,3290.88
14014.1,2563.89,2175.31,5365.31
22148.4,4760.69,1274.43,2998.61
13445.7,2837.6,1639.75,1488.6
11305.1,4537.96,1848.26,2364.01
14799.8,3475.85,1718.14,3790.58
14252.4,5252.15,3145.94,3686.83
22020.4,1571.58,2862.98,8763.95
14360.8,2304.14,3309.55,4046.24
18256.2,10698.8,4388.39,11205.4
12679.9,1559.72,2779.52,3868.94
17054.9,2483.3,1681,2730.17
12988.5,3042.81,2128.87,1440.72
13741.2,3532.62,2258.76,3432.48
11941.7,2127.34,3012.98,3524.51
16506.5,1679.69,1646.63,2617.55
13999.1,2035.58,2511.06,2976.23
15503,3699.03,3255.26,14899.8
12321.3,2590.6,2703.23,10428.9
9619.33,-299.145,1695.09,3617.94
11824.6,1030.59,2365.2,1721.19
16169.8,1465.46,1728.84,4234.33
18317.6,3742,4880.52,3874.56
7282.8,1289.39,2368.06,1308.57
14531.8,2446.3,2687.76,2635.41
19718.2,2951.79,2816.46,4444.36
16237.8,1835.2,2967.07,5476.16
19088.1,1262.09,2514.38,4647.6
16633.6,1812.31,2801.43,3843.15
18927.9,3825.42,2025.54,6055.57
13312.2,-49.819,2557.16,3347.19
14441.2,2421.27,3302.14,2354.7
19549.6,1833.44,2280.21,2944.83
17242.3,2199.42,2849.71,4821.35
7432.96,1900.54,1244.38,900.656
33923.7,1819.72,1875.86,6641.26
11675.4,2699.4,2071.35,4003.57
17728.7,2985.62,1992.94,4646.94
15170.5,2988.29,1885.58,4963.95
18167.3,1680.79,2146.76,2829.82
16543.3,4178.64,2233.5,3030.92
12668.2,1710.95,3092.96,3721.9
11156.4,2281.08,2275.3,4260.21
17082.6,2636.64,2435.55,5057.58
11504.6,907.159,1814.03,1652.63
20072.2,4779.86,3534.92,5292.08
12697,2180.75,2486.23,2276.35
15336.1,3140.47,2954.66,6784.79
10965.2,2826.02,3200.33,3003.03
13317.8,4698.15,1588.34,1160.18
9099.36,2029.44,1512.92,1950.01
13492.8,2618.62,1397.32,2444.9
18902.6,2985.2,1198.91,2864.98
13115.3,981.651,1453.26,3875.37
13836.9,1904.17,2161.26,3053.56
11324.2,3300.24,1210.37,2890.26
10901.4,-412.979,1731.16,1647.45
12213,4904.41,2206.37,4524.44
13726.7,3697.12,2257.95,2925.31
10977.2,365.317,2050.07,2532.52
7690.69,2119.19,2329.32,1306.13
12875.9,1029.6,1640.26,2456.19
13381.4,4392.58,2188.23,2401.5
11302.4,-240.5,1201.39,3294.32
10613.1,3676.51,1085.51,1789.38
14470.8,582.849,1925.42,3596.03
16587.5,4106.39,5065.5,6079.28
15126.9,1581.28,1978.27,2221.66
13267,2936.1,1959.37,3103.15
12648.6,2424.72,2166.3,4104.93
16570.6,566.429,1736.72,3472.68
30305,3135.82,2777.83,4780.56
11645.7,2485.81,1072.55,3764.87
13046.3,1483.66,1814.53,2528.34
10078.7,2300.27,1508.23,3513.32
11678.3,3732.51,3153.6,2324.5
11367.7,1356.86,1920.42,3599.98
14572.2,-229.938,1918.31,1960
13470.4,3923.36,1600.3,2855.6
11257.4,2711.37,2921.27,2261.61
8378.61,2377.7,2082.5,2578.21
9379.18,1221.11,2647.35,2160.79
