FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.88E+06,1.34E+06,838494,321407,594458,430254,828987,249571,772704,2650.63,4436.27,115775,15005.9,14006.9,8718.83,1567.77,0.0542
1.34E+06,949921,843884,434375,658532,465576,848668,328456,793484,2557.36,62742.9,50987.9,21645,11902.6,8617.98,1717.56,0.1011
1.97E+06,1.25E+06,943236,541919,989688,609836,973725,367623,884469,3085.56,18245.4,67489.6,17687.3,19710.6,13948.7,2917.67,0.1075
2.03E+06,1.48E+06,819879,178558,284434,219172,778658,151586,706757,1820.02,42054.5,178924,34265.5,10976.5,21105.2,912.537,0.1216
1.37E+06,882490,929252,489083,764432,501616,914363,353396,830371,4078.04,96607.9,70242.6,16812.3,13537,13471.1,2702.08,0.1246
1.61E+06,1.02E+06,943552,378061,659662,423625,934310,266117,852395,2100.64,13300.4,120391,23742.9,20816,12494.7,1367.08,0.1258
1.95E+06,1.44E+06,811392,192626,341465,253022,809728,155267,744367,2881.12,12579.6,163801,9739.01,5882.89,6535.09,256.539,0.146
2.05E+06,1.52E+06,810407,222247,386622,278368,833333,168045,793528,2746.21,225349,45018.8,5029.51,5510.68,4252.72,2067.55,0.1545
1.30E+06,860900,907532,395824,725768,501157,868911,289018,821728,3449.38,56759.9,66566,9074.06,16093.6,8041.66,3214.08,0.1841
2.01E+06,1.28E+06,946011,421418,797360,509678,938664,301769,837895,3627.96,37731,108435,35425.8,30541.7,11081.1,2130.28,0.1976
1.61E+06,1.22E+06,791688,279796,522360,387436,808950,221191,758972,2284.03,2760.78,113938,12757,14831.7,8053.34,1206.82,0.2096
1.71E+06,1.17E+06,877646,414125,758568,530404,858102,308951,804253,2753.49,56384.4,61695.9,20183.4,15429.3,8126.36,1918.42,0.2191
1.68E+06,1.14E+06,886812,385499,680414,487885,836772,297714,776918,2190.84,14324.1,89362,16107.2,25313.3,9526.99,2571.06,0.2206
1.44E+06,1.00E+06,860930,323785,583061,439294,796361,260610,745447,2839.25,12168.6,79704.9,11740.6,8095.5,5357.09,1972.34,0.2323
1.65E+06,1.14E+06,866851,390020,677546,480892,845361,310391,753926,1867.42,54681.9,84681.3,25802.8,7638.77,7676.42,1490.32,0.2363
