FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.65E+06,1.17E+06,844002,235365,416046,303492,822517,186129,758717,2136.4,18339.3,50827.3,13407.7,14152.3,9081.6,2416.71,0
1.51E+06,1.03E+06,876302,281443,476963,336003,851711,222675,758351,2415.31,26848.8,61926.3,12200.5,17012.3,8166.81,1645.21,0.0287
1.33E+06,894396,894758,430055,762444,528202,866082,332529,775971,3861.11,57668.9,57099.1,22141.3,16949.8,9070.61,3073.35,0.0436
1.80E+06,1.21E+06,889463,287489,495505,351171,846604,225624,764517,4105.79,31560.7,64915.3,30086,21196.5,7127.78,2956.09,0.0443
1.95E+06,1.26E+06,928556,374673,634410,427585,890223,288061,780404,2834.67,26813.8,94987.1,28921.5,32333.8,9252.03,2262.97,0.0529
1.78E+06,1.05E+06,1.02E+06,382276,466202,304877,917489,271689,844221,5491.17,9417.6,102986,21689.4,33730.1,10666.9,3897.58,0.1588
1.70E+06,1.19E+06,853715,274151,452975,309880,877066,200829,819059,3368.2,14440.3,70740.8,20053.2,26518.9,11470.5,2152.47,0.1911
1.45E+06,914912,951543,434278,683008,467090,877358,338267,770300,3821.49,4799.4,61642.5,11776.7,19632.7,9831.31,2627.44,0.1921
1.88E+06,1.11E+06,1.02E+06,352942,566382,343083,990516,233908,905334,2248.63,32009.1,59184.4,19230.4,15547.4,8708.43,2519.43,0.2222
1.15E+06,836396,825930,234647,271314,208017,782572,200145,703430,2007.57,14672.5,32369.7,10800.4,7120.12,4041.51,1237.43,0.2487
1.62E+06,1.17E+06,826885,193790,324463,231236,841901,150928,770395,2122.63,14382.9,56621.9,13665.4,15455.4,7970.92,1938.74,0.274
1.36E+06,937452,869828,447323,537005,374008,861488,336760,796988,4764.85,128381,53304.7,19410.6,12154,9360.89,2517.86,0.281
1.45E+06,1.09E+06,796134,307286,468410,342673,820158,237307,776932,3921.15,61599.8,55751.9,8620.34,14177.1,7456.22,1486.12,0.2814
1.63E+06,1.09E+06,900843,355142,596242,399115,896345,271459,784962,1782.2,30605.1,101251,21285,22462.8,8805.75,2365.11,0.2919
1.74E+06,1.21E+06,863735,409456,605730,390285,931212,293557,836886,5169.09,18825.6,78151.7,39104,26685.5,11162.4,3523.3,0.3623
797397,482714,991142,299580,458264,313287,877656,228305,787315,2223.56,87013.3,49067.8,15404.2,15818.4,4612.73,1010.49,0.4168
1.64E+06,1.12E+06,873710,357360,618980,432098,859499,284525,753592,3376.19,68852.6,77199.4,38672,23942.1,7232.07,1930.05,0.4425
1.51E+06,1.03E+06,881292,426175,531741,368518,865751,323069,791487,3276.12,62356.1,53852.6,25168.4,14497.9,10022.7,2579.7,0.4484
1.34E+06,907940,884340,370309,688621,497807,829986,296397,749621,1750.5,122382,43176.3,33788.9,12896.6,7195.45,2533.78,0.4567
1.58E+06,1.08E+06,878786,300072,382529,277616,826744,238509,754868,1481.83,33477.7,45207.3,9592.44,13332.2,6202.61,1303.75,0.4624
1.75E+06,1.24E+06,849840,197809,353707,258627,820581,161108,736682,1852.25,16018.6,46827.5,10887,15893.2,5855.26,1997.84,0.4665
747724,484372,926218,316602,571419,409103,838057,240812,788837,1567.18,4283.99,51888.6,23003.4,14814.8,5651.64,1209.14,0.4801
1.81E+06,1.37E+06,794241,262800,381337,276073,828774,210751,748182,2528.16,30643.3,49348.2,15471.7,20379.9,5193.99,2146.4,0.5423
1.66E+06,1.09E+06,913497,357313,676204,442078,917762,259318,826736,4110.07,37488.7,67974.8,29207.2,17010,11174.9,2498.78,0.6001
2.16E+06,1.41E+06,917374,290881,514148,323864,952526,196224,889437,2516.68,61940.8,50346.9,19709.5,23375.7,10073.7,2322.41,0.6095
1.54E+06,1.13E+06,819183,310373,465478,356610,783171,250396,743716,2981.47,18214.2,44528.3,22427,13606.8,44109.2,2262.45,0.613
1.37E+06,892320,922887,431469,799428,549663,872638,320259,808350,4492.87,108232,68864.1,32513.6,17699.1,7600.45,2402.42,0.6257
1.41E+06,965273,873683,467094,630343,448967,842392,350697,799141,4784.6,35239.1,60705.7,21234.8,10508.1,12563.8,2831.53,0.6324
1.84E+06,1.33E+06,827273,199336,356723,251620,850624,156710,763203,2456.7,6298.58,53282.6,14691.4,22618,7255.44,1841.35,0.6835
1.91E+06,1.26E+06,907332,279467,452841,299237,907991,211033,794569,1183.53,11008.3,51859.7,13879.2,19595.6,6624.7,3020.45,0.7529
1.96E+06,1.15E+06,1.03E+06,381345,514445,364934,845816,305851,748100,3858.58,60194.9,53537,15929.9,8656.89,6418.64,3983.64,0.7763
1.67E+06,1.15E+06,872253,239975,381291,271141,843747,194284,741107,1725.05,54428.2,53850.4,9995.02,14619.2,8308.45,1895.76,0.7838
1.68E+06,1.18E+06,855009,264459,398698,295208,810341,216326,733502,2660.58,67282.8,43474.5,12134.8,12726,3193.6,2416.7,0.8288
1.79E+06,1.29E+06,832776,258398,479115,351294,818314,198800,779872,3306.13,30596,58705.6,12719.8,20342.5,8777.89,2299.9,0.8355
