Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A
10433.2,2280.67,662.374,1232.85
11899.7,1439.15,2265.79,3598.83
15644.9,1556.43,2015.03,2691.72
13424,1193.73,2196.73,2735.2
10432.4,978.218,1924.98,1936.43
12031.5,940.834,2361.06,2727.7
11646.9,3496.26,1984.77,4368.52
15678.3,4118,2223.67,3154.43
10321.3,1886.52,1808.34,2094.36
10536.5,2510.04,1880.43,1379.77
13659,12368.8,5625.09,16511.8
12592.4,2473.19,2601.29,2875.22
11750,2506.51,1614.88,1846.05
14297.6,2108.6,2505.11,3374.04
9869.88,2450.88,2211.42,1903.1
14582.5,3541.51,1377.62,2295.03
13362,3112.43,1834.94,2116.35
11888.1,2166.31,1908.66,2021.68
16326,1467.9,2707.32,5815.48
16984,796.855,1736.66,2196.25
12464,1141.92,3181.26,2025.48
11397.9,5536.69,3629.7,8408.05
12750.8,2746.43,1297.69,2300.62
11340.1,744.088,1931.14,1365.54
10590.3,1818.51,1820.21,1826.83
11006,2104.23,2051.18,3194.99
13330.5,3491.84,2457.1,2765.93
16782.7,13327.3,4474.02,11785.3
9372.7,1360.95,1086.12,1640.06
15398.4,1488.69,2021.14,3016.35
12980.4,2201.87,2585.6,4503.79
7421.51,429.056,1767.13,1807.72
12867.7,1522.7,2157.99,3276.2
8657.8,1341.33,1665.52,1542.31
24320.2,1755.32,1017.05,3592.84
12257.6,3756.35,2172.11,2825.7
14394.1,-1225.85,1871.55,3413.1
13164.5,455.707,1469.11,2097.4
7268.2,-1647.14,1190.17,2400.07
7235.2,1069.24,1528.89,1600.74
12408.1,3217.63,2450.83,2652.02
10913.8,1337.01,3097.42,2036.92
20236.7,2858.69,2205.36,2758.68
9161.03,752.124,1639.49,2078.53
13039,197.871,2314.6,2723.21
7568.75,3081.02,1918.88,2235.75
7881.54,2012.93,2006.51,1139.57
12849.8,604.555,1803.49,2608.37
15669.3,1183.57,1220.58,2427.26
9838.22,2663.32,1861.58,5553.67
11362.1,3113.57,2006.85,1756.63
13580.5,1719.86,1768.25,2265.18
10941.6,1583.43,1863.77,2739.15
18145.2,3220.14,2049.28,3305.15
15386.3,1902.07,2030.6,3015.66
10823,1812.57,2440.19,1931.2
11794.9,2313.98,2068.33,1997.96
12868.8,180.929,1749.01,1935.83
15544.8,3954.84,1311.27,1414.64
11392,958.825,1439.51,1695.99
13511.6,932.115,3288.13,3136.57
8198.43,435.435,1597.06,1114.94
12235.2,4781.87,1422.3,2307.2
7319.8,933.356,1259.54,1365.23
12848.4,4749.94,2520.66,2813.02
7948.05,896.226,849.013,1525.17
11311.7,839.359,1420.91,2342.29
13032.7,1962.22,1838.82,3270.18
12259.8,547.463,1279.78,1486.51
7214.87,2133.31,369.679,134.746
13415.6,6934.28,2369.31,5524.72
12060.5,2160.87,1004.05,1771.97
9046,1973.37,1092.03,993.603
14699,3087.02,1559.96,1438.57
11715.4,1636.94,2531.81,2613.24
13822.4,170.83,1397.93,3707.56
9147.67,957.076,1629.29,2815.24
17303.3,3247.94,2806.89,3842.47
11869.9,2201.56,2670,5554.98
11777.5,773.224,1849.31,1525.29
13983.5,1389.02,1370.95,1885.31
11750.8,2639.39,1520.67,1880.52
11151.5,2592.32,1858.35,2375.8
12844.8,2323.88,1752.83,1762.72
13129.9,2627.72,1872.85,3361.55
18371.5,586.999,1811.03,2632.85
15311.1,3648.35,2411.84,2548.4
11695.2,4209.35,1502.8,3259.22
11210.9,1533.81,1789.46,2515.73
13197.2,4508.82,2878.42,10942
12946.9,3005.68,1593.52,2779.7
13428,2628.56,2363.13,3654.35
10775.9,6969.12,2594.57,6617.19
8009.47,1915.31,2227.18,1664.42
12137.9,2009.24,1401.46,2888.43
9840.11,2601.3,1443.77,2173.68
8330.74,718.653,1179.4,912.734
13326.2,2383.42,2390.78,2861
9939.58,-466.71,2008.79,2450.36
15624.2,1761.75,1940.19,3206.73
14944.8,9952.86,3633.76,7993.08
11132.9,2426.96,1523.99,1718.59
15051.1,1328.48,2092.05,1199.57
11252.6,2839.15,2173.99,1440.27
9129.04,2910.34,1738.39,1013.57
22092,4602.57,2687.22,3135.7
13223,694.384,1971.11,2718.11
11049.1,2176.77,1595.5,2999.95
17027,2200.19,1591.44,3069.23
5912.52,857.442,579.433,1474.11
16608.4,2118.12,1619.62,2573.34
11408.3,1837.58,1549.72,2212.19
15542.9,1068.33,1753.91,2523.38
16379.9,1144.07,1957.18,3151.44
13364.3,2127.51,2621.34,3667.51
22964.9,2406.39,2054.97,3994.12
14187.3,-499.072,1597.49,2244.74
10882.8,3039.04,1361.83,1649.23
9777.69,3697.97,1851.14,2767.84
11820,1931.91,3584.56,3091.24
10306.3,2325.43,1619.57,1993.12
32912.8,4030.03,3312.46,4386.16
8811.8,2061.81,1095.76,2027.95
11055.7,3467.39,2519.55,2606.12
11151.4,4179.5,1352.74,3200.36
11226.8,2569,2027.94,1944.58
13882.6,2464.3,1953.62,3343.18
12900.5,1436.92,1746.27,1908.11
10668.4,2095.27,2430.31,1950.87
11927.3,1076.83,1811.11,2460.15
9967.15,2841.83,2001.7,1072.21
15012.7,2125.81,2108.97,3503.93
9193.1,1794.8,1048.95,1338.6
8579.35,1752.41,1027.45,1532.44
16546.5,866.562,1201.72,1390.29
9988.53,-744.414,955.57,1895.1
12170.5,1776.45,1737.91,3176.93
16235.6,1065.04,2080.91,4473.79
14787.5,956.635,1452.46,2246.57
14298.1,2973.05,2537.8,2083.33
13045.3,3139.49,2127.29,2766.27
13253.8,615.405,1562.43,2780.63
14815.1,620.161,1611.33,3409.97
16967,2286.54,2559.33,4096.06
10743.7,1736.11,1306.71,2143.37
12130.5,6216.08,2817.05,7286.66
14499.6,1394.2,736.65,1051.26
15359.9,1961.03,2110.09,4006.15
18474.7,4247.31,2911.08,4106.32
15295.6,1490.19,1953.94,2116.34
11660.5,3435.62,1685.5,1354.03
11546.1,575.35,1863.17,2407.33
15141.1,2772.95,1187.26,2357.84
10794.7,1981.14,1118.4,2926.79
14254,1467.3,1334.54,2165.55
14706.7,4051.97,2184.14,2201.89
13530.9,435.507,2443.98,2687.26
13712.8,-125.376,1554.17,4643.16
11087.3,2732.01,1323.22,2736.11
15528,2787.04,3184.81,3664.68
15138.2,2450.61,2091.49,3644.65
9901.7,2726.59,1540.43,1889.59
9067.25,1943.24,2249.87,2019.99
10979.3,1569.69,1751.93,1567.91
7984.5,1255.64,1710.83,2013.57
15900.7,1017.17,2105.9,2769.87
15763.9,1750.06,2002.46,3761.23
15393.7,1092.69,2080.47,2694.9
12976.9,2505.08,1192.62,1913.04
13050.6,424.638,1976.28,3265
13582.4,2482.99,2189.29,2385.87
10670.3,1031.54,2078.42,2494.38
14727.4,1645.84,1934.77,3772.65
12249.3,2116.49,2715.57,3723.18
19931.8,7673.67,4579.26,9914.49
12805.8,1854.81,1599.25,2884.4
13053.9,456.592,1542.27,1659.24
12097.8,1193.88,787.564,1211.74
12112.8,-278.115,2350.43,2130.79
10115.8,3175.13,660.329,1602.5
12735.8,770.183,1996.58,2892.99
12584.7,2898.91,2105.8,2126.09
10177.9,1364.2,1303.08,1392.68
18490.2,1456.33,2677.67,3018.1
15548.2,1469.83,2073.31,2926.63
12053.8,995.311,2141.88,2469.6
13634.7,2666.98,2548.3,3011.81
10266.9,808.913,1591.04,1745.74
11793.8,847.34,1432.65,2920.81
12815,2663.21,2035.72,2310
12727.6,1803.2,2022.1,3925.16
11666.2,732.445,2770.74,1274.37
18565.6,3325.18,2454.76,2348.69
10672.6,1152.59,1357.04,1534.8
9844.93,2963.19,3016.72,2100.85
12671.5,729.106,1719.28,3207.06
15969.6,2788.5,2982.18,3363.34
12533.6,2765.97,2021.84,3504.83
1695.45,703.204,563.888,23.4889
9384.34,2574.93,1583.85,1951.14
10639.6,3197.89,1624.9,1669.73
14830,409.867,1911.6,3232.86
24856.9,8894.73,6424.88,6720.96
9489.91,3365.3,1696.4,1797.8
15388.4,2404.57,3071.72,2684.44
14997.3,5009.62,3809.33,11501.1
11861.9,969.911,2084.51,2593.42
10519.4,2593.7,1464.34,1715.61
17943,1925.08,1762.66,3892.77
10752.5,1158.47,1493.32,2705.76
16265.5,386.64,1773,3297.24
13609.2,631.68,2864.51,3574.51
15524,1343.92,3423.68,4255.57
8217.84,2502.18,1693.13,1111.01
8850.46,-744.81,1320.02,1691.79
12006.9,537.939,1336.75,3431.34
17252,1400.57,1488.8,3604.92
13036,76.1109,1991.24,2959.86
11567.5,2681.54,1569.39,1910.39
14586.9,1999.89,2639.29,2583.59
6312.75,3132.99,1234.9,1753.35
11787.4,1681.76,1491.01,1908.49
13642.3,2256.03,2421.73,2918.6
11941.5,910.534,1357.35,2469.97
12984.7,1824.59,3167.53,3386.04
11764.2,1858.18,2482.01,2293.69
14484.9,334.135,2723.47,4666.6
10391.5,2631.93,1964.86,2996.91
8386.54,2055.11,1937.67,1667.94
11736,1551.19,2194.32,6628.68
8704.15,201.983,1493.53,1858.94
10681.3,1158.51,2604.81,2088.89
15402,2369.96,2069.71,2269.71
21672.3,2573.45,1511.93,2927.76
12418.5,508.161,2028.59,2520.52
13511.2,4309.31,4582.45,2667.34
12724.9,1250.7,1685.12,3370.29
16897.2,2689.22,3854.95,11466
13625.8,2877.72,2095.37,3248.19
14297.3,230.97,1840.65,2255.63
12106,2744.46,1555.3,1632.13
11050.2,1412.94,2473.94,5602.46
10523.2,2496.73,1935.55,2507.08
9007.29,1809.13,2252.7,1910.25
10745.4,499.83,1995.27,2410
11376.5,969.877,1972.33,2536.05
16913.2,2118.11,2455.57,4404.18
10930.6,2157.39,1926.15,1999.72
12396.3,2288.01,1611.1,2839.43
12693.4,2340.35,1590.07,1990.38
12612.1,-218.988,1233.94,1623.24
39707.3,-414.311,2262.8,4675.21
9309.4,1186.49,1513.83,1297.96
11297.5,2391.56,2236.5,2803.86
13505.1,1952.45,1498.25,2723.09
13000.5,1327.75,2177.08,1564.08
11948.5,2043.16,1303.43,2168.76
4368.15,6431.25,876.152,182.039
11246.1,4200.57,1700.43,2068.62
11526.9,-819.205,1355.28,1595.9
13157.9,2222.38,2114.05,2708.29
11423.4,1085.54,1464.3,3102.76
17513.5,3502.15,2024.62,3621
16674.4,2116.64,1945.77,2357.15
8389.75,2550,2050.07,1786.65
13740.6,2119.48,2455.36,2965.17
11396.3,4445.26,2678.27,4488.56
11253.1,140.607,1733.55,2639.48
8383.74,1891.32,1608.65,1893.13
10335.7,2876.95,2350.72,2856.17
12444.3,9066.1,3188.21,5586.04
14224.3,2195.29,3251.91,4562.85
12892.2,1336.03,1408.22,2111.96
12054,599.275,1700,1941.73
11938.2,2956,836.151,2525.07
11693.6,1043.49,904.473,2573.37
12954.5,4829.73,2658.06,2511.37
8661.88,2376.6,2656.15,1731.41
12984.4,4487.84,3163,9478.91
13517.7,2351.76,2302.76,2643.81
12895.6,1471.23,1715.26,1799.71
19391.6,169.214,1805.92,3545.33
11620.1,1335.17,1907.38,2367
10221.3,3164.66,2482.27,2066.02
13296.7,1892.69,1859.82,3044.99
11368.9,3133.28,1808.56,1670.75
14158.8,2620.55,2344.99,4125.59
12131.5,991.273,1984.13,2546.22
7798.72,1619.35,1300.55,1745.1
10046.4,2019.16,968.539,2174.66
13382.6,3286.46,2335.19,3176.67
8167.96,1927.39,1453.66,1087.78
10095,817.147,2389.24,2466.93
13390.1,1862.11,2011.14,3074.13
9898.58,2096.96,1957.15,1714.93
10304,3303.03,2107.23,2307.2
12450,1433.51,1619,2418.6
