FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
1.36E+06,913633,889887,816515,680390,474192,860905,617491,793386,3151.16,72485.2,70730.5,14846.3,11488.3,19330.4,1904.92,10.1558
849002,649526,784266,881858,443883,332422,801179,708446,746867,-253.152,63422.1,45943.2,-16754.4,6764.93,15627.4,2301.05,10.4985
1.46E+06,1.09E+06,805705,567245,393498,279072,846013,450351,755737,2190.08,72872,44488.9,-43566.5,5629.87,10512,3098.19,10.5292
1.77E+06,1.30E+06,815443,716126,522433,355816,880961,532290,807221,1061.39,6506.98,59980.9,-6055.24,8720.38,11024.4,2613.79,10.5732
1.85E+06,1.35E+06,820116,803421,517822,351318,884364,582820,827104,2473.69,45268.3,30367.1,7258.71,12288.3,15057.6,2137.99,10.6219
1.61E+06,1.16E+06,830314,931982,657948,396530,995558,605609,923350,2418.99,27176.6,52723,14965.8,13081,21859.7,3675.65,10.6968
1.42E+06,1.07E+06,795647,634474,399480,282021,849894,465087,818522,308.925,19853.8,40629.5,20205.7,10720.4,14618.5,1657.29,11.2448
1.81E+06,1.41E+06,766848,641780,459373,322371,854989,488922,787586,5301.77,18765.2,45974.2,22599.3,12059.9,12933.3,3738.12,11.2495
1.47E+06,1.09E+06,811450,760463,447868,312072,861087,584128,781127,1685.45,22050.8,50143.6,28556.2,13518.9,15377,2571.11,11.2557
1.04E+06,713119,877171,711553,418989,289463,868481,527899,808737,550.498,35456.1,31015.1,25840.2,7275.38,11758.9,2902.71,11.2842
1.76E+06,1.36E+06,777541,583886,374307,283983,790836,482620,725896,543.314,12076,25311.8,25910.1,8374.89,9258.96,2921.23,11.3019
1.26E+06,902448,840279,586541,379262,276966,821608,445931,789190,654.542,24858.1,42028.3,38062.1,10988.9,14395.9,1831.84,11.315
1.67E+06,1.32E+06,756258,551891,328533,238481,826564,423612,781693,2852.15,21716,37358.4,40220.2,12383.5,14317,3716.23,11.3152
1.48E+06,867321,1.02E+06,901356,465397,275386,1.01E+06,556710,971446,-232.423,11234.4,32293.1,45678.5,8935.74,20839.8,637.392,11.3174
1.73E+06,1.29E+06,805509,883924,579330,380287,914042,622984,851313,1195.31,29222.2,46537.8,43662,14596.8,18004.7,3279.66,11.3197
2.02E+06,1.40E+06,862464,789159,672235,466552,864515,564884,838217,1764.89,7403.67,77545.5,41722.6,16058.3,15384.6,2620.74,11.3218
2.06E+06,1.55E+06,796168,788413,501383,357463,841570,579605,816156,1950.7,3256.91,56454.4,32030.4,15128.9,14189.4,5526.39,11.3302
1.38E+06,1.01E+06,816988,673398,416100,294508,847718,510309,791754,1793.32,71037,24921.3,26489.3,6632.94,13423.2,1642.28,11.3346
1.88E+06,1.35E+06,832396,965555,588081,401309,879245,701784,825515,1258.34,143180,30783.4,33631.1,12441.1,15833.8,2852.74,11.3677
1.90E+06,1.40E+06,814944,676486,533562,381553,839037,530434,765207,672.561,70346.2,40860.4,19079.5,9058.87,15592.6,2134.06,11.3873
1.19E+06,859356,828906,793402,568020,385641,883754,590426,806267,634.286,38635.9,47207.7,25838.2,8465.83,15571.1,2583.02,11.4137
1.75E+06,1.39E+06,754979,638370,457476,329802,832275,495413,773137,1212.17,9078.63,40092,18224.4,11586.9,10789.1,3227.34,11.4324
1.80E+06,1.37E+06,790521,702905,519428,375538,829894,543089,776563,2227.66,33434.9,42142.1,20598.6,12829.5,16568.5,3153.3,11.4395
1.50E+06,1.06E+06,854164,726537,593707,406071,877246,538810,809046,-58.0003,-96.0091,70379.5,32340.7,12155.3,11428.3,4080.16,11.4542
1.05E+06,674317,931010,911753,541835,359761,903658,671435,814750,2732.22,4017,83291.8,38498.9,17226.3,12744.2,2140.38,11.4718
1.90E+06,1.45E+06,784966,792080,483837,325870,890854,591921,802891,1306.33,126246,25533.9,23467.5,10828.5,13324,3883.98,11.4997
1.52E+06,1.18E+06,770723,809897,572929,434349,791431,618501,785671,2679.96,14062.1,49965.6,18689.6,8727.25,12546.1,2727.66,11.5018
