FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.31E+06,879649,891627,240566,322331,241712,800120,187232,770913,2345.91,32962.4,69115.8,18227,14658.1,6789.82,1614.84,0.0353
1.53E+06,1.13E+06,813242,248506,371404,284997,781911,204806,728024,1958.59,24870.4,54926.2,17232.5,11001.9,8375.29,1937.3,0.0386
1.94E+06,1.36E+06,855815,217127,331397,256627,774814,179880,724240,1920.65,46608.2,47962.9,27891.4,19372,6090.83,2755.33,0.0403
1.37E+06,918342,894103,321221,495367,369178,805086,262285,734822,1396.04,72554.9,41456.2,14422.8,11978.7,8440.6,2766.33,0.044
1.59E+06,1.07E+06,894066,285254,511324,362283,846836,212880,803984,2159.36,76761.6,90729.3,24515.6,28149.9,23460.5,2760.62,0.059
1.54E+06,1.00E+06,923209,287670,401095,273960,878438,220003,784544,2475.37,43454.6,72516.3,23204.3,16832.8,15008,2773.57,0.0631
1.59E+06,1.11E+06,860349,245851,406082,285602,853107,189454,778609,2543.89,66212.4,61101.1,23397.6,20235.1,8537.35,2593.63,0.0868
1.51E+06,1.10E+06,822536,221636,413898,315725,786567,184935,719071,1791.18,37211.4,47517.8,14929.8,11516.4,5801.32,2960.33,0.0924
1.90E+06,1.19E+06,963036,508238,956127,632523,906965,358945,849553,3725.88,24884.9,136268,25445.2,38600.3,18904.8,3807.68,0.1009
964141,602231,960569,315571,604700,426574,850544,230397,821809,1223.55,78453.8,46983.7,10341.7,13929.9,6459.99,1562.55,0.1125
2.08E+06,1.37E+06,908747,358742,652343,460857,849300,282108,762990,3332.52,36644.6,96597.6,59593.2,18138.5,13970.7,2646.59,0.1209
1.84E+06,1.18E+06,939188,472741,792971,505945,940384,331354,856016,2337.77,47077.4,72555.4,17616.4,19612.5,10993.7,2535.01,0.1717
1.63E+06,1.17E+06,835800,257889,449591,314505,857712,191774,806852,3194.5,37375.5,66357.5,14829,20408.5,11310.4,3138.24,0.1743
1.77E+06,1.28E+06,829611,242849,378293,282382,803791,203548,715847,2088.63,40446.8,78850.2,18289.7,17884.8,8459.4,3518.33,0.1781
2.42E+06,1.46E+06,993675,446911,671939,449639,896638,321524,833986,3396.53,116340,81215.4,33033.1,32732,16314.6,5469.23,0.2028
2.02E+06,1.44E+06,841665,234073,373305,279725,800726,188096,746660,2946.61,96812.2,81535.7,32444.3,14149.1,12412.4,2831.03,0.2094
1.86E+06,1.26E+06,887047,247223,470255,324770,868777,191418,774920,2135.63,35773.1,62679.1,13923.3,19513.7,11787.7,2130.2,0.2378
1.46E+06,1.04E+06,840219,242274,346343,267453,776981,206844,702773,1240.1,143798,32579.6,7932.36,6937.32,6202.33,1357.34,0.2577
1.61E+06,1.07E+06,902891,283485,476332,337531,846734,221693,767236,1553.25,77485.7,78287.7,18185.1,15526.8,11147.2,2401.79,0.3029
1.78E+06,1.24E+06,863607,196881,356807,261208,819594,160037,738135,1909.01,85423,48896.3,24789.4,12467.6,9481.06,2597.98,0.3317
1.36E+06,949584,859016,370284,495270,342248,868266,283293,784242,3758.9,83114.2,71124.4,17201.5,13455.4,10623.9,2317.95,0.3511
2.23E+06,1.45E+06,922344,322644,573825,407888,844091,249837,774850,2938.61,50729.1,119522,42101.4,33613.1,12002.9,4786.23,0.3959
1.07E+06,819994,782955,263574,354386,277340,766683,222922,709415,1309.41,75754.3,44432.9,11789.1,12037.7,5297.26,988.686,0.4053
1.37E+06,980998,834888,267499,321308,234564,821884,213406,752086,1439.91,78688.3,66487.5,12239.1,21366.7,7191.2,1389.23,0.4197
2.42E+06,1.49E+06,971240,324741,516674,355170,872834,238919,815525,2779.49,22411.8,87837.7,27315.3,21042.4,11021.3,4385.81,0.4523
690666,465890,889480,216141,330355,231417,856519,165473,783722,1184.46,53743.1,32542.1,7142.88,10069.4,5620.39,342.868,0.4532
1.41E+06,873731,968098,324886,522581,352360,889852,232588,838099,1895.39,92715.4,77121.7,30460,23727.2,8945.7,3819.76,0.5257
1.07E+06,718791,897186,296257,451477,309453,875370,222240,799830,2587.3,87917.5,68203.6,18321.3,13711.4,9506.61,3053.93,0.5443
2.08E+06,1.41E+06,888490,285326,441843,309279,857173,220196,777469,2827.57,91643.4,73877.3,24309.9,12651.7,11265.1,3832.03,0.5443
956652,634593,904503,326724,526128,385294,819315,257772,760496,1781.05,57975.5,50882.2,13564.6,10291.3,8720.62,1467.8,0.5443
1.13E+06,809596,837671,276703,402286,301079,801688,224262,740303,2105.18,78262.4,48034.2,8446.54,7051.93,6926.78,1875.96,0.55
1.08E+06,751926,865114,288866,467014,326565,858048,217042,798554,1409.77,77919.4,51867.9,20859,13897.2,6815.49,2188.93,0.5527
1.58E+06,1.09E+06,873776,295556,523291,354520,885633,224189,791000,1948.94,72278,69592.3,18479.6,16213.6,9916.8,2237.54,0.5772
1.78E+06,1.20E+06,891278,326192,646604,467919,829122,249018,785949,2103.47,66899.7,60721,11757.8,20549.4,8832.96,3572.11,0.6425
1.88E+06,1.18E+06,950705,252796,505046,360271,841111,194647,779246,3230.19,38846.4,74013.9,39548.6,19123.1,10969.5,2961.32,0.6505
1.75E+06,1.17E+06,895785,299660,588989,419301,842815,228167,788001,2344.41,49580.5,62279.3,17735.1,18372.8,11571,3092.6,0.667
1.40E+06,986157,851787,251781,323411,226331,857358,198319,761747,1723.59,90057.2,59028.9,15175.6,16449,7608.66,3453.39,0.683
1.95E+06,1.37E+06,857967,273215,545821,419629,780433,221946,738600,1759.07,38204.9,64039.9,15673.4,10992,7763.73,2586.81,0.6943
1.34E+06,1.03E+06,780474,217468,300189,233944,769901,181227,719984,1258.53,140089,53102.8,15043,16623.9,5653.22,1859.19,0.6946
2.13E+06,1.29E+06,990056,423997,714352,462443,926841,303707,837643,3439,37170.3,70047.6,16366,23400.7,12661.7,3230.28,0.7189
2.17E+06,1.49E+06,872021,334671,452804,312324,869874,249940,803402,2436.97,45136.3,87772.7,16906.8,23242.5,11626.6,3903.18,0.7386
1.87E+06,1.35E+06,830148,223908,448028,337670,796094,178608,752178,1342.44,76630.2,48930.9,18412,12574.2,9282.1,1327.27,0.757
1.72E+06,1.14E+06,902139,319826,509188,334555,913192,229948,834518,3341.24,28678.6,85474.1,21877.5,26277.7,12763,3862.72,0.7609
2.64E+06,1.55E+06,1.02E+06,350729,631575,418087,906379,257644,816776,3704.38,85235,108843,51819.7,21970.9,18450.2,4153.11,0.7682
1.67E+06,1.05E+06,955764,300103,474846,326817,871764,221347,813481,2645.09,46664.9,67394.5,22495.2,17496.6,9149.31,4975.79,0.7842
1.17E+06,703327,1.00E+06,369610,643113,399190,966627,257500,861227,1472.91,132304,63595.4,16024.6,14534.9,9342.59,2033.04,0.8009
1.75E+06,1.18E+06,891066,296542,514271,376017,820608,241230,737575,1239.65,14365.2,48581.5,9840.49,25793.4,8167.48,2896.72,0.8058
1.34E+06,977280,822828,271576,506867,388393,783022,221706,734964,2209.71,64325.4,50913.4,10221.4,12559.8,6463.83,2941.03,0.8377
1.39E+06,941471,886992,277989,463975,326453,852756,214910,776107,2012.73,73493.4,52990.6,15474.9,10995.9,9287.12,1593.28,0.8399
1.39E+06,1.01E+06,828551,249554,429379,326467,789138,203019,737528,1375.48,110224,44717.7,11090,14986,7279.7,1616.61,0.8416
702899,443777,950341,248325,401751,285560,844133,192187,775261,1910.1,111483,66545.9,20529.7,12342.8,9324,645.222,0.852
2.58E+06,1.72E+06,900327,279109,466781,334976,836086,213329,785010,2136.66,94336.3,102801,24110.8,18950.3,10598.7,2894.5,0.858
1.86E+06,1.22E+06,916807,243096,404338,294692,823241,193805,752599,2288.87,21001.2,82487.9,17158.9,17092.8,6337.43,4338.59,0.8827
1.21E+06,795826,910646,316782,525620,349637,901998,234031,812154,3188.7,123491,72860.7,40580.7,14476.3,7406.03,2214.5,0.889
1.93E+06,1.37E+06,842271,271370,379101,271439,837981,211870,768501,2066.67,20407.6,67441.2,14637.2,19636.9,9289.38,2667.96,0.893
1.54E+06,1.08E+06,856547,321684,520250,391197,797935,254939,757085,1375.76,144998,64417.9,20911.9,15964.5,8722.25,2247.24,0.9226
2.08E+06,1.56E+06,803056,180068,328815,244921,805521,143183,754563,1598.41,119461,48952.8,11922,13893.2,7037.85,1870.47,0.9317
1.74E+06,1.13E+06,920660,403922,749523,522088,861375,307571,787959,2263.62,41459.1,72245,25643.4,13713,8188.58,2940.96,0.9438
1.29E+06,968169,801975,284643,540602,433679,747930,235916,723926,2605.68,141278,59026.9,12361.3,12733.7,8644.65,1771.36,0.958
1.36E+06,962065,846017,238927,388327,276816,841700,186426,768970,1909.18,166997,62579,22243.4,18415.1,6979.22,1877.82,1.0025
1.45E+06,1.01E+06,860507,286877,400614,292560,821604,225214,764278,3053.63,27025,69717,20213.7,19361.8,10741.3,1334.75,1.0056
