"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
17140.9,15396,72963.3,609,564,70764.9,237.33,4204.77,2577.99,763.033,421.342,251.385,0.565601
35525.2,29137,79904.5,1023.75,881,76154.9,222.813,5832.89,2196.19,2814.96,-13.1609,1882.46,0.570858
16180.6,14643,72417.5,496.5,467,69675.9,890.623,2654.42,858.12,133.462,152.021,71.7946,0.571909
17886.7,15952,73484.2,553.5,512,70848,730.019,6937.13,1813.67,1695.87,130.651,402.733,0.575063
11440.4,10649,70406.7,232.5,237,64291.6,279.043,1899.07,952.535,233.525,427.732,140.502,0.575063
22876.9,21233,70610,445.5,437,66810.7,464.166,2775.29,1197.19,-52.1093,-47.0383,349.052,0.576114
10521.1,9179,75118,534.75,495,70798.7,3110.3,3075.75,1699.1,753.034,474.911,678.32,0.577166
34500.8,24536,92152.2,641.25,504,83382.9,656.844,6855.98,4936.83,934.715,-58.6354,1441.44,0.583474
16029.4,14073,74646.8,642.75,589,71516.6,663.367,3953.36,1072.9,283.961,32.9754,238.982,0.583474
23393.7,21628,70886.3,276,264,68514.9,1143.42,4606.81,83.2394,327.162,277.468,-95.702,0.584525
14131.9,12389,74755.8,582.75,529,72194.9,1243.22,3873.73,921.224,951.706,236.633,245.581,0.585576
25049.6,23212,70724.3,451.5,428,69134.4,1305.8,2751.3,1024.13,222.091,153.57,232.452,0.58873
16708.6,15387,71164.8,486.75,479,66596.3,875.377,2586.73,1835.75,312.19,300.564,237.378,0.589781
20848.1,18705,73044.6,543.75,513,69464.3,486.024,3153.76,957.499,505.898,166.007,327.694,0.591884
15105.4,12893,76781.9,906,845,70267,141.61,3380.29,3284.4,2655.65,-149.539,361.171,0.592935
17448.4,15561,73485,667.5,601,72787.5,244.529,4257.77,2475.97,1881.9,168.703,450.743,0.593987
25052.9,21467,76483.4,613.5,575,69924.1,1793.84,4178.03,1160.62,612.097,661.583,322.417,0.596089
16688.1,14434,75770.5,512.25,482,69649,147.147,3454,2051.93,623.507,-17.8394,354.038,0.598192
15203.1,12221,81527.7,795.75,717,72734,693.609,3432.74,926.493,1337.59,131.038,396.71,0.598192
28687.6,27308,68846.8,597.75,552,70967.6,3431.15,954.077,533.843,1485.58,128.917,382.464,0.602397
9120.54,7405,80718.9,677.25,605,73362.4,573.846,3608.25,2929.93,2096.29,-232.375,674.641,0.602397
22079.6,19438,74442.4,478.5,474,66158.2,420.952,3152.44,110.677,-63.4868,-14.7473,59.9862,0.610807
35251.3,28577,80842.2,702.75,677,68028.7,2393.79,7001.3,2226.51,362.365,-80.806,159.067,0.610807
28262.5,25889,71544.4,282.75,257,72102.4,1436.63,2690.74,1559.59,573.26,297.787,92.3482,0.613961
14648.7,12826,74849.3,594.75,570,68381.6,376.513,3655.74,666.789,904.881,355.413,112.306,0.616064
20251.4,19244,68966.9,240.75,268,58872.4,42057.1,148.607,533.939,-29.0726,-135.943,229.308,0.616064
19682.5,17632,73157.5,630.75,564,73292.3,155.435,6133.31,5886.68,2021.76,-341.235,-2.44798,0.618167
22950.8,21018,71562.8,378.75,362,68568.4,1770.76,2723.75,-341.387,661.603,467.54,610.051,0.618167
40364.3,33282,79481.8,470.25,422,73029.2,1299.47,7266.39,2979.78,525.502,189.2,275.177,0.618167
16984.4,14336,77643.2,963,868,72708.7,1752.63,4656.47,1761.65,1742.25,325.494,914.787,0.620269
14797.2,12789,75826.8,668.25,609,71912,3258.17,2588.79,678.263,341.293,556.681,369.915,0.625526
31047.7,28635,71057.9,315,303,68131.5,-127.439,7685.3,307.398,443.535,-599.271,5447.23,0.631833
25520.9,23611,70837.2,416.25,411,66373.1,745.93,5065.48,532.682,801.164,-4.00525,-285.775,0.633936
14793.9,12888,75227.6,545.25,492,72629.1,3007.86,3488.76,611.39,-79.3368,769.959,179.267,0.633936
14634.8,13233,72478.6,364.5,337,70883.9,1663.01,2404.31,1214.45,327.376,27.6113,56.5366,0.638141
26148.5,24696,69390.6,297.75,280,69690.5,3365.2,4411.27,451.023,167.738,706.309,108.088,0.638141
14001.2,11173,82125.2,860.25,769,73312.5,521.533,4587.93,1503.44,1672.63,-437.482,867.257,0.639193
14337.2,12248,76714.7,466.5,428,71431.2,277.459,2377.92,878.542,192.673,-169.957,212.741,0.642347
11710.4,10168,75477.1,334.5,332,66029.5,177.694,2717.54,1765.92,377.873,139.013,151.794,0.644449
23780.5,20408,76366,514.5,472,71437,371.408,4884.07,824.454,597.545,415.725,229.24,0.644449
20377.5,18292,73007.9,602.25,576,68522.7,555.637,3859.8,792.961,759.766,417.233,215.698,0.6455
26621.8,24549,71069.5,447.75,401,73176.4,1728.9,2239.41,475.149,-159.752,961.734,265.889,0.646552
14868.5,12984,75047.8,785.25,716,71874.5,2863.48,2755.61,603.233,360.007,621.007,653.329,0.646552
37518.4,32696,75202,651.75,636,67158.9,754.956,3507.47,351.5,387.102,85.0193,146.008,0.647603
