"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
28999.7,22629,83986.3,1019.25,869,76867.2,-177.913,12199.2,11747.8,5152.61,-640.834,750.704,0.557283
16083.5,13704,76915.6,810,732,72519.3,330.803,4763.91,2559.3,1613.34,378.522,241.363,0.55943
28592.5,26552,70572.4,254.25,268,62173.6,238.533,5045.98,752.414,740.521,391.199,449.755,0.573389
22869,20623,72673.4,436.5,427,66994.1,409.676,6462.7,571.215,621.926,173.598,205.299,0.573389
12581.6,10795,76382.2,602.25,559,70606.5,787.44,3689.64,1955.01,345.621,52.465,700.084,0.573389
27998.5,25248,72675.5,603,564,70067.8,879.107,8945.81,1425.65,1417.71,-145.746,245.965,0.573389
25082,23005,71452.8,419.25,377,72880.6,1186.06,3219.39,1388.05,625.476,217.801,260.503,0.574463
47768.8,36632,85460.2,949.5,860,72356.3,4889.58,9078.84,1323.01,1247.57,369.838,361.934,0.575537
23967.2,19017,82595.4,1063.5,921,75675.9,74.724,9001.7,5296.34,1917.92,647.682,978.536,0.579832
12179,10821,73760.4,580.5,529,71916.2,201.099,4046.42,1762.96,949.69,272.747,241.82,0.581979
13625,11520,77511.4,462.75,404,75066.3,149.353,3719.57,988.014,640.1,152.025,151.575,0.589496
22682.9,18952,78437.4,393,376,68499.1,149.933,4230.58,2030.8,1122.45,-132.106,230.765,0.589496
21223.6,19388,71740.8,454.5,444,67085.8,4932.2,3691.61,917.412,434.546,195.71,247.577,0.592717
19684.5,17000,75884.9,786,732,70370.6,999.259,4571.58,1563.88,1091.56,965.136,526.509,0.594865
29606.9,27805,69783.2,209.25,217,63195.4,813.62,3433.62,490.852,915.508,179.374,-54.9117,0.602381
16635.3,14401,75703.8,594.75,533,73128.6,735.752,3342.07,1249.78,288.831,553.006,347.79,0.603455
31920.2,26305,79525.8,239.25,241,65060.1,390.05,3476.72,-100.21,1169.06,168.555,336.816,0.604528
27245.5,22843,78166.6,490.5,459,70033.6,1515.66,8719.3,2617.71,1395.53,77.0473,308.975,0.613119
15977.9,13585,77079.9,897,801,73390.5,-3.82646,4876.89,3669.56,2769.04,-150.533,476.127,0.615266
26219.8,23412,73395.8,534,484,72306.2,2810.48,4268.38,778.724,1075.88,847.054,176.706,0.61634
21624.9,19367,73176.5,568.5,519,71786.5,853.428,4016.58,868.278,471.892,309.685,24.4715,0.622782
17939.5,16369,71823.6,523.5,465,73780.9,1492.42,3269.21,735.822,383.814,83.5226,232.396,0.628151
18448.3,15309,78975.1,864.75,777,72937.3,2625.89,5187.2,1833.03,2084.44,169.225,863.92,0.631373
11821.3,9779,79222.6,630,563,73335.1,4674.54,2826.54,660.043,1769.64,397.435,284.284,0.634594
27140.5,18501,96139.7,519,437,77833.4,702.378,7710.89,2028.63,1995.57,76.3764,880.608,0.635668
14198.6,12573,74009.2,471,429,71952.1,404.765,2756.65,978.015,854.326,78.796,238.411,0.636741
25744.6,21972,76788.6,324.75,304,70009.3,318.344,4068.43,1439.16,894.372,-122.596,482.435,0.638889
29593.7,26955,71951.6,273,271,66019.7,324.958,5850.04,1481.89,1728.35,105.267,198.497,0.64211
11754.6,9530,80834.2,591,526,73634.6,724.965,3984.81,398.662,810.367,293.706,226.087,0.654995
15880.9,13511,77031.5,597,535,73130.8,1578.81,4517.14,1998.2,1021.32,73.9557,632.027,0.656069
