"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-450_50 (V)-A","Comp-525_50 (B)-A","Comp-586_15 (YG)-A","Comp-670_30 (R)-A","Comp-670_30 (V)-A","Comp-780_60 (YG)-A","Time"
12247.6,7449,107754,612,541,74136.8,21112.5,1708.39,1317.99,2330.91,41.4865,871.557,0.540659
21142.4,15445,89711.3,880.5,737,78296.4,9515,2594.8,2757.69,2737.26,271.835,1223.63,0.541734
25036.4,18716,87667.7,1134.75,968,76825.4,5386.49,3077.35,3971.04,4519.52,422.378,720.97,0.544958
19261.4,18168,69480.3,289.5,264,71866.2,37035.3,805.001,745.928,-192.11,146.064,128.478,0.57398
19752.5,16312,79358.7,933.75,808,75735.4,27567,2355.45,1886.96,945.994,315.997,475.056,0.57613
12991.4,7715,110357,980.25,755,85088.3,4920.1,2454.81,4242.13,4165.41,108.103,590.473,0.589028
30794.9,24513,82330.9,717,625,75182.9,10673.7,2243.21,1330.36,3204.33,207.126,653.709,0.593328
30078.8,22261,88551.6,798,693,75465.7,18875.5,2818.61,2021.75,3356.79,-166.014,1015.69,0.596552
17546.8,17060,67405.9,171,176,63674.2,34055.5,187.365,-31.9041,213.51,-457.345,183.665,0.607301
17100.6,13604,82380.6,806.25,688,76800,2676.71,1970.33,2291.06,1242.87,333.163,676.336,0.624499
39037,28437,89964.9,949.5,805,77299.9,7647.4,2882.56,2721.87,4622.7,168.081,1059.66,0.628798
24303.8,18696,85193.4,1145.25,968,77536.3,18703.3,2903.2,1637.65,3187.04,600.859,701.429,0.638472
15993.1,11281,92910.7,1116,929,78727.9,7930.7,3432.18,2390.67,4370.77,532.228,1167.32,0.641697
20191.4,14601,90628.2,888.75,729,79897.3,7849.08,2430.61,2611.84,2515.62,182.772,1171.78,0.664269
20783.4,18876,72158.4,280.5,264,69632,33762.8,1141.12,1188.12,479.079,121.462,142.022,0.670718
26844.8,16171,108794,1246.5,1023,79854,34722.1,2609.77,2692.4,2024.4,917.898,971.97,0.672868
16098.7,14180,74403.8,589.5,528,73169.5,29107.5,2363.88,266.533,318.471,-339.747,220.176,0.685766
23919.7,14569,107599,1671.75,1241,88283.5,13671.7,3942.66,5387.26,5806.79,432.364,1306.74,0.688991
27341.8,18269,98082.7,1224.75,1001,80185,8841.63,3471.54,1902.58,4570.37,265.648,1676.3,0.724462
15576,11960,85350.2,873.75,780,73412.9,8942.59,2854.6,1833.12,1821.36,654.891,592.023,0.729836
23429.3,12996,118149,1302.75,1028,83051.6,10722.6,3150.01,4427.71,4387.73,573.097,1465.35,0.73951
13491.7,12259,72126.1,270.75,259,68509.2,46894.1,861.343,235.551,-41.8371,267.01,129.435,0.748109
26636.9,20761,84084.5,669,573,76515.9,5208.71,2705.51,3939.1,4856.88,187.908,1068.36,0.749183
34397.9,22181,101632,1340.25,1157,75915.8,8051.96,4168.1,5322.68,4638.52,417.935,1303.1,0.757782
17121.7,16021,70038.6,304.5,289,69050.9,79466.6,72.5356,1475.97,37.7347,-124.151,185.723,0.758857
18408.1,16184,74542.2,462.75,440,68924.5,15858.6,1329.01,811.564,1270.91,354.976,349.01,0.766381
29146.9,16701,114375,1564.5,1193,85943.9,15228.6,9459.97,11346.3,7849.05,8.71814,1642.77,0.776055
37761.9,26478,93464.9,1191,970,80467.4,17425.7,4100.58,3960.01,7905.77,133.251,1430.12,0.795403
37332.9,24921,98176.2,1325.25,1033,84077,14489.2,4094.22,2431.24,4904.2,698.103,1581.28,0.8169
16308.6,14429,74073.1,559.5,521,70378.9,35705.6,1661.04,1338.68,748.769,-442.128,554.084,0.820125
32290.5,21044,100560,915,756,79319.4,8922.88,3273.53,3073.63,5609.22,284.58,600.179,0.8212
12293.2,9821,82032.8,545.25,477,74913,7336.25,1693.19,3388.71,401.255,-26.014,290.974,0.826574
19162.4,17369,72302.9,509.25,473,70558.6,35151.1,1910.44,1187.49,1584.22,-153.963,567.897,0.829799
30570.5,19992,100214,774,652,77798.9,10305.7,3425.43,2251.22,5582.05,585.986,630.748,0.85882
33187.4,21291,102155,1374.75,1119,80514.4,11194.1,4328.82,4554.92,5026.86,372.79,1344.98,0.864194
13105,10673,80469.1,875.25,725,79117.8,18157.2,4390.43,4358.88,2636.61,-205.615,800.231,0.884617
20299.6,12395,107330,877.5,667,86218.6,18813,3273.98,1988.42,3417.86,-328.535,1004.47,0.888916
20657.3,15705,86201.8,806.25,717,73693.7,9432.84,2344.33,1481.42,3303.79,115.159,823.614,0.90289
21805.1,17309,82559.2,506.25,473,70142.9,10125.3,1896.13,2071.2,2382.74,-63.6909,424.108,0.936211
21838.1,15960,89673,1084.5,936,75933.5,8361.9,3043.21,2595.03,4376.81,-147.111,1088.46,0.943735
43577.8,29005,98462.9,1503,1197,82289.6,10443.1,3741.58,3464.29,5523.33,618.206,1556.75,0.950184
18431.8,12524,96450.6,879,732,78696.9,8770.4,2654.24,2685.02,2462.89,318.184,965.482,0.951259
21034.9,12292,112149,1248.75,836,97892.4,58209.8,4431.1,4979.96,3159.67,288.587,1184.87,0.960933
10214.2,6685,100134,631.5,553,74839,43924.3,2434.15,2693.99,1312.76,-28.3544,147.834,0.960933
6623.76,5493,79026.9,492.75,421,76705.1,17062.8,1553.77,1192.97,0.502167,-93.4495,472.46,0.962008
39877.2,26272,99474.4,987,772,83787.6,8788.82,5091.43,3035.78,8798.19,382.178,1241.62,0.963082
23014.9,16501,91406.7,844.5,725,76338.1,8240.23,2865.81,2003.58,3944.13,259.044,1093.6,0.98243
37862.9,30303,81885.7,666,591,73852.8,10782.6,3257.14,4543.12,5865.54,580.596,711.864,1.005
22288.9,12561,116290,1092,789,90703.8,5402.91,3873.76,3285.93,5161.04,726.229,1475.76,1.02005
