FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.36E+06,805785,1.01E+06,196926,305257,183317,999110,126090,937075,4149.05,16378.5,4536.22,5197.7,-748.315,345.45,2851.63,0.0033
588541,420085,840602,253318,476414,350614,815280,201096,755812,1444.83,4625.33,1499.36,1278.33,-115.699,580.062,135.319,0.0147
1.54E+06,1.12E+06,821132,193143,324471,246348,790275,160912,720180,980.317,61553.1,102052,20388,16109.1,8462.23,1859.86,0.015
1.73E+06,1.15E+06,907721,286249,449684,319847,843560,223667,767881,2332.03,14289.5,84548.9,16951.2,17736.5,11086.5,2775.87,0.0431
1.58E+06,1.13E+06,840050,261216,356556,277881,769875,216699,723260,1173.07,45880.4,42227.9,46080.9,7449.16,24042.5,1518.37,0.1047
1.33E+06,894440,895335,380947,538497,351553,919059,274294,833297,1420.36,110215,80111.3,19499.7,14367.4,12760.1,2140.41,0.1115
1.86E+06,1.18E+06,944650,292955,510263,367900,832177,233923,751414,2469.7,38093,93036.2,23638.7,14052.9,13144.4,3753.8,0.1371
1.33E+06,958673,833304,270422,372385,285357,782988,216537,749310,2068.1,64768.8,70285.9,15098.4,11432.7,9291.79,1872.14,0.2479
823972,575914,858433,262415,338695,254034,799959,216230,728156,1207.01,60194.5,50548.6,12195.4,8934.99,7106.53,995.008,0.339
2.01E+06,1.16E+06,1.04E+06,365522,547282,319841,1.03E+06,236014,929237,2330.22,22206.7,80174.3,30891.3,17128.8,11703.2,2412.19,0.3616
2.52E+06,1.78E+06,849445,236397,351298,270959,777900,191612,740236,3042.05,28353.2,71507.5,24128.4,8431.24,5883.5,1026.49,0.3856
1.65E+06,1.19E+06,827779,220596,373529,283185,791417,174782,757271,1589.33,21719.7,60486.3,13697.5,16204.3,9081,2128.22,0.4103
2.78E+06,1.72E+06,970242,324565,478701,330593,868804,243888,798477,3745.91,38173.9,114525,32037.8,15623.2,28103.2,4734.03,0.4153
1.20E+06,879918,819710,272717,378730,290666,781785,222439,735618,2455,19230.4,63338.9,10764.8,7024.48,7539.45,1116.34,0.4259
1.80E+06,1.25E+06,866600,200966,314115,235707,799590,171953,701234,1885.23,69852.9,74591.2,31046.3,5870.62,11820.6,1299.44,0.5486
1.37E+06,1.00E+06,822210,293724,497468,368392,810227,237278,742733,4846.58,150456,108643,34577,8006.45,8826.35,2417.33,0.5956
1.39E+06,1.04E+06,801496,221342,383778,303716,758165,188113,705988,1664.69,168746,71603.2,18431.3,8367.74,8575.53,2035.36,0.6081
1.17E+06,814035,862028,335317,384712,278015,830270,265525,757708,2576.31,19739.1,84545.1,22315.6,15780.4,13529.5,1075.03,0.6787
1.70E+06,1.08E+06,945847,205857,277982,177628,938979,146174,844982,2157.75,18650,63943,12805.9,8509.76,8955.69,2763.82,0.6825
