FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.15E+06,834511,825447,330640,557837,418636,799506,269661,735679,1945.17,21775.1,62094.5,8243.83,6165.08,6034.33,355.035,0
1.58E+06,1.03E+06,923038,437946,680072,452396,901961,322451,814908,2583.18,27973,56580.7,20342.7,11336.1,10960,1708.65,0.0015
1.86E+06,1.39E+06,801035,198430,291470,235774,741735,172643,689621,1743.5,6464.88,168183,4013.59,7614.95,3017.72,788.557,0.0021
1.36E+06,936649,872901,335039,631126,443691,853467,262969,764439,2490.31,5975.2,50105.1,12531.6,9123.39,9324.41,1040.08,0.0615
1.02E+06,597887,1.02E+06,224919,407731,264515,924856,160632,840127,1994.48,3083.46,93314.2,12715.3,18732.9,9569.32,1017.24,0.1417
1.47E+06,1.07E+06,822303,304304,419239,316649,794392,238064,766947,2432.05,2367.92,73167.2,12169.2,9327.51,4423.9,428.383,0.1633
1.29E+06,858935,897848,548326,918243,705159,781307,423544,776768,2715.57,3563.05,55700,15838,10536.6,13040.6,1029.83,0.2153
1.69E+06,1.19E+06,854372,322262,489766,330143,890099,237760,813245,1892.19,24845.1,96606,22075.8,16057.2,10264.9,900.646,0.2191
1.83E+06,1.26E+06,871167,311800,529773,368646,862247,244285,765827,2994.7,13621.4,93956.4,16578.6,15430.2,6515.56,1173.33,0.2195
2.41E+06,1.61E+06,898344,271369,512544,369863,831461,209160,778455,2043.32,31674.1,46404.3,9223.96,12380.1,6127.51,999.173,0.2268
1.93E+06,1.14E+06,1.01E+06,554259,709424,413514,1.03E+06,355269,936066,2815.08,9936.22,62336.5,21982.2,13117.5,10847.7,1308.9,0.2332
1.62E+06,1.19E+06,820484,234939,396608,299858,793592,195720,720231,1930.89,22458.7,67404.4,6512.43,7139.13,5006.78,1269.84,0.2381
1.34E+06,880295,912424,287556,528996,376567,842871,218171,790819,3389.16,6708.31,68654,7867.07,6197.7,6231.67,1640.35,0.2524
2.33E+06,1.53E+06,913127,412273,652432,432273,905583,297473,831551,3077.37,4934.43,92108,17254.9,18381.3,10441.8,2047.4,0.2733
1.92E+06,1.34E+06,860296,209028,294486,204849,862545,158701,790270,1942.77,10365.6,248652,8746.37,9065.26,6172.87,254.328,0.2799
1.66E+06,1.20E+06,829125,268271,381775,292123,784138,229043,702762,1892.43,2970.36,186265,19215.2,8400.84,5907.47,561.296,0.2971
1.59E+06,1.14E+06,834061,387020,704458,555435,760980,324675,715214,2498.23,2398.83,74867,15397.9,14340.6,4549.84,1507.26,0.3234
2.09E+06,1.43E+06,877639,364001,569829,374894,911984,262568,831788,1752.98,28164.4,159235,4751.38,4247.79,3845.97,1657.93,0.338
1.63E+06,1.17E+06,841424,347795,673142,502604,803586,277380,752314,2886.43,5810.95,86516.7,13582.3,15668.1,9202.85,1250.13,0.3461
1.30E+06,870890,895768,324847,591446,429927,825414,258821,753061,2765.45,44768.6,126559,15696.5,11962.7,7112.02,124.79,0.3592
1.36E+06,1.07E+06,756874,121227,179130,151230,710691,106395,683644,1240.1,55774.1,38173.3,5266.6,2633.11,2066.42,1313.85,0.3764
1.21E+06,811054,893112,336122,464868,326959,853075,259002,778655,2118.74,29694.9,38282.5,8870.64,4429.1,4877.05,1081.2,0.3773
1.62E+06,1.07E+06,911671,364937,652227,459547,851569,284868,768645,2453.27,45577.6,88440.4,21629,14772.4,8239.73,1775.4,0.3974
1.66E+06,1.16E+06,853241,320331,624114,475765,787086,261259,735662,2200.89,5156.44,122130,16057.1,13409.4,5403.41,869.503,0.4372
2.21E+06,1.38E+06,963062,355984,616480,392608,942130,247047,864574,2154.97,42531,71717.9,14214.2,12234.8,8609.23,1255.61,0.4388
1.60E+06,1.09E+06,880815,395763,720579,472578,914870,286471,828907,2545.59,7033.47,104840,13871.9,19287.2,10523.1,1516.86,0.5023
1.81E+06,1.34E+06,811715,178966,325151,260319,749429,152619,703580,1086.47,10522,110455,5789.06,7562.78,5121.82,173.548,0.5094
1.17E+06,810990,868624,376232,546998,407307,805777,301048,749845,2199.14,2396.6,65168.6,8377.65,7371.03,4941.27,694.159,0.5117
954745,679361,843215,300610,455693,346337,789450,252340,714774,2295.07,40204.9,86158.7,19115.3,9080.36,6323.18,484.254,0.5124
1.44E+06,990489,874650,423886,551896,387011,855628,328051,775281,2301.67,32790.2,83394.4,16977.6,11205.7,10281.9,979.86,0.5163
1.28E+06,925841,832260,239810,419461,311468,808034,199701,720506,2184.68,3961.73,106299,10053.1,5337.77,5967.34,1571.67,0.5249
1.53E+06,1.05E+06,873288,278857,504654,366015,827268,218456,765894,2024.02,12471.8,67927,8517.86,7177.35,4758.2,522.978,0.5372
1.62E+06,1.28E+06,758572,136507,223815,178146,753814,116970,700215,1898.6,18010.7,152431,5633.69,4287.28,4427.12,13.731,0.5424
1.85E+06,1.27E+06,878401,294351,583390,428123,817602,237615,743263,2520.09,86953.9,31943.3,11497.3,7504.75,7194.75,1138.71,0.5457
1.48E+06,1.03E+06,863479,357107,493028,337418,876707,268881,796873,1518.59,13775.5,75157.1,13464.1,15783.7,7276.82,580.999,0.5528
2.27E+06,1.42E+06,956684,495526,895716,555680,967157,349086,851697,3951.39,107205,219343,21036.9,19707.7,12974.9,2425.69,0.5548
1.96E+06,1.43E+06,821715,239844,446666,349267,767320,200963,716083,1808.22,112305,61970.6,4920.83,3114.2,4310.49,1152.86,0.5715
521720,361472,865992,349270,554680,410086,811556,287993,727663,2824.68,61095.2,60271.5,13563.1,10415.1,7539,538.947,0.5751
2.02E+06,1.36E+06,892131,362855,687147,467388,882111,269410,808111,1791.59,84848.1,66941.8,20150.7,11493.4,8376,1655.77,0.5901
1.69E+06,1.17E+06,863096,338563,616159,424899,870078,256376,792343,3036.81,45816.8,69919.1,21073.9,15428.2,13361.6,1122.85,0.6003
1.52E+06,1.14E+06,797884,277367,540844,432535,750243,234954,708310,2090.53,1949.13,57222.1,6175.98,5646.6,5122.24,732.271,0.6018
2.42E+06,1.71E+06,849145,230533,359139,268073,803824,191623,721832,2539.17,11853.5,199361,30931.9,10451.6,11830.4,52.3234,0.604
1.59E+06,1.17E+06,812491,181556,262149,200196,785677,153086,711585,2000.91,102723,120209,7298.25,3686.57,4901.56,804.419,0.6277
1.54E+06,951456,972723,311632,540861,362204,895949,237645,786801,2558.9,23723.9,109446,16646.1,12755.4,7149,1341.09,0.6331
1.77E+06,1.30E+06,816509,284394,536797,399036,807141,232229,734778,2720.65,31092.5,68834.9,8809.79,9271.32,5772.79,1261.53,0.6511
1.13E+06,734439,925421,492044,840147,575091,876536,374323,788694,3123.49,16847.8,94496.6,41802.8,16095.6,12293.3,850.379,0.6666
1.33E+06,945293,842275,304545,604521,450067,805908,245564,744111,2361.7,22025.3,106950,26013.3,6641.4,8789.01,1185.3,0.6753
2.62E+06,1.74E+06,904272,359278,537878,364793,884685,268732,802162,3777.45,6690.41,230860,47703.7,24145.4,15592.8,1345.81,0.6978
1.50E+06,1.14E+06,794744,297498,394401,296118,799144,239392,745635,1402.18,44899,33679.6,16626.8,10797.8,6710.59,475.45,0.6993
1.55E+06,1.16E+06,799893,291316,553450,404610,820716,232465,751897,1936.72,30054.8,69139.4,13082.3,12030.6,10486,714.562,0.7367
1.63E+06,1.16E+06,845247,321232,527375,404378,782497,270640,712160,1734.17,2475.48,82730.3,26223.1,10833.5,7887.89,676.797,0.7521
1.72E+06,1.06E+06,979769,161583,294767,177551,996109,108634,892446,1501.02,3871.47,69565.6,14098,7333.24,4565.45,37.6353,0.7855
983724,639032,923638,438907,628187,412668,913354,324562,811383,4027.92,7287.63,36671.3,21273.9,9062.86,12050.7,1196.13,0.7917
1.69E+06,1.26E+06,801181,188278,323957,258655,751482,162677,694424,1185.79,24372.8,101406,6425.47,8291.41,5507.74,454.594,0.8142
1.17E+06,810705,867377,389799,645411,433718,892854,291368,802695,2433.08,25039.9,48503.8,17812.4,9422.17,7092.74,580.689,0.8216
1.78E+06,1.27E+06,841997,273053,471529,353554,800209,227472,720227,2238.29,1738.71,66651.7,17031.3,10488.2,6319.74,383.646,0.8328
1.64E+06,1.17E+06,839848,328641,664209,476614,836160,260470,757034,3708.72,89661.7,133037,38770.2,14385.9,10691.3,1414.75,0.8547
786027,508924,926693,136837,251851,154985,975001,91514,897156,1363.26,7026.73,2211.66,2094.67,231.05,-227.183,735.788,0.8696
1.34E+06,898308,893571,356900,627808,451067,835097,277268,772321,3049.08,23443,490470,29034.3,21811.9,8075.39,505.344,0.8751
1.46E+06,1.16E+06,754218,109792,228578,193471,708875,99084,664841,1043.43,27709.2,127035,6645.31,4503.78,4282.44,638.234,0.8815
1.60E+06,1.14E+06,846812,368466,688067,506367,815298,288376,766637,2669.26,27561.3,62841.2,13854.9,13791.5,9177.49,1166.4,0.9001
1.30E+06,963435,808992,274237,501739,387732,776421,227629,722854,1211.76,21875.8,47486.7,12499.9,8094.8,7153.79,414.994,0.9007
1.68E+06,1.29E+06,782113,196964,258241,201246,769926,168313,702133,1780.08,116289,235448,8811.25,5274.27,5879.99,774.028,0.9007
1.78E+06,1.28E+06,832167,310290,558512,433534,772966,254849,730526,1274.26,12373.9,48464.4,4787.66,4783.27,5192.66,890.091,0.9095
1.23E+06,824221,893108,450370,663029,459464,865829,342513,788940,2154.12,31209,93244.5,38719.3,11176.6,8461.67,1431.61,0.9136
1.04E+06,747290,836852,199102,289372,216802,800838,163142,732254,1471.12,1887.28,54401.3,10855.4,4373.06,4443.64,-168.105,0.917
1.53E+06,1.09E+06,840887,303485,622199,459501,812445,237316,767292,2523.81,2627.79,44200.3,15753.1,14928.8,7275.96,1255.5,0.9614
1.23E+06,829541,887057,549084,917768,643962,855114,418833,786592,3278.92,23904.3,110964,35213.7,20504.7,13945.5,2078.74,0.9674
1.79E+06,1.23E+06,867795,228334,365101,271275,807523,181832,753444,1971.27,2780.92,81052.4,21808.1,19684.5,8828.46,1272.32,0.9704
1.74E+06,1.27E+06,824326,182591,314394,237719,793528,154529,708957,2056.52,915.558,79201,14673.7,4783.9,4837.09,-227.528,0.9758
747786,468637,957397,502093,725568,436593,997132,334436,900788,3311.34,198178,60685,18300.7,11021.9,11728.5,1220.87,0.9928
2.04E+06,1.30E+06,939661,430290,733608,501441,877799,328731,785365,3517.9,6122.09,255723,48181.5,26972.4,11855.2,1698.44,0.9967
1.45E+06,1.08E+06,802807,259539,429561,344600,747929,225351,691026,825.438,2497.06,75066.3,14286,4970.7,10267.5,215.601,1.0081
2.11E+06,1.48E+06,855345,262033,450370,329807,819334,203776,771532,2231.31,5154.16,77714.1,10204.1,10223.6,5269.93,283.906,1.0153
734788,439925,1.00E+06,398155,671693,447509,900576,284200,840581,2834.3,24866.1,146837,31980.3,19360.5,13514.8,1051.49,1.0325
1.35E+06,958011,848455,436106,704302,537376,786380,345540,757260,2558.68,15599.7,79865.5,23234.2,14749.7,9789.76,2203.35,1.0474
1.47E+06,1.14E+06,772663,170834,245738,193945,760230,147763,693681,1534.52,21483,65478.7,8735.63,4376.09,5137.59,414.236,1.0574
1.98E+06,1.31E+06,907722,312527,494804,360895,822628,256119,732144,2417.43,38056.1,65052.9,8812.22,3454.27,2675.47,1121.88,1.0609
1.37E+06,944934,872989,237499,326366,222054,881855,176682,806531,2874.77,45860.9,73170.1,14513.7,12520.7,5036.83,756.575,1.063
1.61E+06,1.14E+06,848746,394786,571653,394885,868587,310258,763467,2822.89,8315.32,103672,23843.7,14796.8,8739.77,1098.93,1.0636
1.81E+06,1.31E+06,829834,387677,753284,534569,845485,292671,794771,2398.05,9877.38,91415,16273.9,17392.8,8164.49,1640,1.0951
1.63E+06,1.14E+06,861501,327680,560974,423668,794453,274444,716387,1878.71,7216.1,165467,32447.7,7910.05,6345.22,559.822,1.0951
1.71E+06,1.18E+06,866572,391960,668467,493773,812277,326927,719352,2008.12,12449.4,70086.6,17275.6,13571.1,8745.58,1093.88,1.1171
1.61E+06,1.06E+06,908797,454081,598701,413965,867756,343592,792942,3814.6,8093.52,110408,16950.6,7925.2,9279.88,923.188,1.1344
1.68E+06,1.21E+06,835240,290683,450756,312824,864555,233056,748361,3200.82,52371.6,161229,30886,9212.67,8207.12,931.933,1.1585
2.46E+06,1.69E+06,873852,365221,697551,493572,847963,277072,790887,2617.4,15030,241810,28609.4,19007,8882.42,1109.44,1.1636
1.15E+06,790057,874769,412424,817152,595299,823605,314347,787201,2604.53,3241.36,36227.8,16490.9,11774.4,9732.94,789.06,1.1692
1.77E+06,1.19E+06,888817,352834,501561,341050,882382,257810,821148,2588.1,32279.3,122815,26354,6936.26,7979.19,1347.64,1.1694
1.45E+06,1.08E+06,810955,301738,607610,480122,759320,248844,727535,2990.88,180658,33804.6,9682.9,4619.57,7417.82,1701.97,1.1899
1.25E+06,882336,848381,256917,474824,363411,783946,210521,732232,1868.2,4524.49,113600,31135.4,5220.6,6712.58,587.975,1.1946
1.63E+06,1.08E+06,910714,466302,911176,621413,879778,341828,818486,2089.08,25429.7,62850.2,15761,13968.8,10571.7,1827.68,1.2402
1.57E+06,1.11E+06,848260,312068,458645,346870,793343,260371,719131,1637.37,13487.6,264386,5935.14,19879.2,8094.81,935.086,1.2738
1.74E+06,1.25E+06,833209,265164,473470,359841,789466,220283,722246,2777.75,52658.7,46080.7,9020.69,6616.12,6356.46,1104.6,1.2754
1.87E+06,1.40E+06,801256,131560,179968,137441,785650,109567,720436,900.939,28211.2,88410.6,9839.72,5181.92,10119.5,334.148,1.3051
1.33E+06,970348,821031,286743,465870,343615,813475,235421,730799,2664.79,3195.32,78374.1,10977.7,7881.49,4712.14,818.472,1.3364
1.68E+06,1.25E+06,805494,219042,326165,257127,761099,188009,699036,1922.17,6760.65,74374.7,6970.74,10641.7,5122.61,330.166,1.3425
1.85E+06,1.19E+06,934753,173308,355937,268562,795206,142111,731713,1067.42,11047.9,235232,26003.2,6603.46,11504,169.412,1.3798
795681,536456,889931,325055,574477,424607,811777,257489,757442,2104.07,28386.8,44988.4,15487.5,8563.08,8226.3,526.804,1.3824
1.52E+06,1.06E+06,857867,313548,514388,353900,872090,238043,790313,2240.72,28567.3,93049.8,16239.9,12079.6,6721.24,1593.29,1.4113
