FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-Cell Trace Violet-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-Viability eFluor780-A,Time
1.39E+06,911494,916765,240326,317669,222555,856424,186521,773079,3248.35,17140.9,56940.7,31529.3,13955.8,26700.9,2343.01,0
1.57E+06,1.18E+06,797653,168088,258063,192896,802700,134239,751292,2813.48,36758.2,50957,12274.5,12650.7,8360.12,2053.9,0.0036
2.34E+06,1.40E+06,1.00E+06,312002,515307,327830,943123,228355,819782,2334.36,81101.4,95138.9,20552.1,18128.1,14158.1,6031.23,0.0218
2.09E+06,1.41E+06,888553,262708,430667,284695,907638,190098,829175,2913.67,36517,57133.9,28782.4,16427.8,13032,4705.86,0.0347
1.37E+06,953700,862938,244359,296755,221676,803213,200256,732140,3214.77,6897.53,45929.4,22809.5,15490.6,7713.52,2262.04,0.0352
1.85E+06,1.13E+06,976570,458850,564652,377348,897821,327946,839497,2864.31,60955.2,69184.3,20107,21027.2,14315.8,5694.02,0.1075
1.96E+06,1.31E+06,895007,320790,464834,311505,895332,242344,794218,2720.42,32155.8,54522.2,17799.5,11034.4,3591.21,3659.76,0.1144
843762,572216,884730,249796,310605,230360,809006,197967,757084,1707.7,3807.59,38611,12411.8,8649.64,5478.81,1094.41,0.1229
1.74E+06,1.19E+06,875956,219740,328688,236016,835591,168675,781644,3081.96,120432,55400.5,15605.5,19380.4,6492.25,4644.27,0.1422
1.03E+06,652417,948506,561046,771391,522314,886124,405407,830345,4998.5,53229.5,63319.4,22602,15082.2,12347.2,3819.02,0.15
1.33E+06,955981,835517,322578,379116,278902,815591,256225,755378,1459.66,11222.7,37556.5,8189.33,9801.81,5751.07,1975.62,0.1568
1.23E+06,869776,847256,285712,401744,294624,818149,228176,751294,1634.95,81063.5,38565,9658.08,8622.13,6925.74,1863.94,0.1583
1.28E+06,814593,942499,323331,398858,267964,893085,240297,807327,2546.15,29661.3,66635.8,17124.6,20161.2,14763.1,3061.6,0.1686
1.58E+06,1.10E+06,865520,316032,446523,318966,839946,247653,765665,2129.3,80344,63152.3,44762.1,14789.9,23702.7,5185.23,0.1755
1.76E+06,1.10E+06,964580,485194,837972,530005,948638,345522,842541,3816.81,54394.1,74550.8,19251.6,21122.6,13235.7,4597.03,0.1916
1.58E+06,1.15E+06,827507,202503,285818,217138,789779,170018,714640,519.326,293767,45514.3,23696.2,4329.3,5491.36,2628.35,0.194
1.47E+06,972109,908771,301095,364371,261882,834814,229983,785523,2812.2,32498,48992.7,14519.6,23009.9,8860.08,3488.76,0.2078
1.16E+06,814721,857615,218074,333678,246352,812686,172915,756699,1386.77,57493,42726.5,9227.4,9269.26,8183.27,2493.18,0.2415
2.19E+06,1.28E+06,1.03E+06,513243,711587,444215,961139,345749,890664,3114.37,242222,72994.2,19594.4,17656.8,12767.1,4412.46,0.2535
2.60E+06,1.58E+06,991632,405807,567648,347726,979474,273674,889687,4535.18,15233.2,89145.9,27882.5,27760.4,14112.5,9462.86,0.2802
1.14E+06,730288,936100,274405,459143,311444,884543,210832,780921,3222.76,16058.6,33347.5,9114.85,8175.65,6967.46,3028.02,0.2843
1.01E+06,513736,1.18E+06,300348,440186,290579,908915,208593,863925,3181.15,148909,44770.6,26466.2,7214.36,10125.4,3644.89,0.2855
1.13E+06,715547,949048,317821,366479,261822,839835,242462,786486,2900.5,31791.4,37417.7,16719.6,10918.2,4606,1108.87,0.286
1.67E+06,1.04E+06,965574,363116,489669,304550,964707,257605,845751,3404.8,18092.1,78355.5,30311.8,13934.2,13946.3,3293.97,0.2877
1.25E+06,875719,858668,265425,423820,310122,819975,219181,726592,2551.39,2079.92,44952.1,6732.01,8990.42,6018.41,1963.47,0.2966
1.69E+06,1.15E+06,884680,278195,478715,340488,843580,216195,772068,3933.85,11977.1,98111.1,21258.3,12889.3,9952.34,3881.87,0.2973
1.79E+06,1.30E+06,824249,214732,385409,284788,811992,170471,755784,1737.84,33511.6,78576.8,13681.5,14029.4,8238.44,3353.95,0.3241
966780,619448,936427,340777,589869,413805,855286,262898,777740,2713.64,57022.9,47579.3,13651.8,12794,7469.15,2514.02,0.3336
2.27E+06,1.44E+06,949241,419590,522097,358661,873410,308090,817144,3694.62,82898.1,180356,48452.9,18908.4,33930.8,3704.21,0.3353
2.92E+06,1.71E+06,1.03E+06,441821,777368,484091,963498,300772,881374,4584.64,62221.4,92100.6,39326.3,40737.7,15516.4,9020.02,0.3821
1.11E+06,748144,889572,300965,416909,303122,825230,238652,756662,2420.92,81576.5,44034.4,14849.6,9999.72,5833.33,11898,0.3975
2.21E+06,1.50E+06,882445,246794,441184,315858,838068,191844,771859,3567.66,75136.9,114873,35669.1,12938,7869.07,5009.17,0.4093
818965,570424,861427,292949,444703,325499,819731,235224,747244,1875.07,26970.6,50379.8,21989,12998.1,4200.75,1946.49,0.4199
1.47E+06,1.01E+06,873194,346585,574254,408005,844482,271117,767015,2822.45,49602,56129,12660.1,16389.5,10083.7,3710.06,0.4286
1.68E+06,1.10E+06,913757,338988,510604,335808,912313,247456,821935,3667.4,73761.7,69563,16737.8,22263.9,11586.1,4939.79,0.4305
1.43E+06,1.01E+06,854172,271270,333357,245610,814358,215814,754176,1686.52,34599.4,48309.7,15101.9,20531.6,7968.7,4220.7,0.4525
1.23E+06,780125,948680,562852,978809,705541,832390,430910,783716,4278.93,121142,109935,48983.5,23102,12756.6,4130.27,0.4627
954518,454434,1.26E+06,722526,990116,534298,1.11E+06,441246,982480,5198.85,94876.8,180949,54419.3,28356.4,13648.2,5952.26,0.4721
1.87E+06,1.23E+06,915328,294013,464198,331125,841129,229435,768880,1778.21,59177,103673,37932,20779.3,12118,3144.63,0.4934
1.79E+06,1.14E+06,941990,294133,502640,349394,863162,224588,785792,1180.05,72014.1,143390,49460.8,13538.5,13175.9,3199.39,0.4983
1.52E+06,1.11E+06,823188,248008,327684,249799,787074,203538,731091,2334.39,22562,69965.2,22650.4,10252.1,7679.64,3320.65,0.5269
1.63E+06,1.06E+06,923494,391500,425883,290554,879458,293559,800180,3350.63,32705.4,53087.4,12995.6,17782.1,8644.6,3343.49,0.5294
2.04E+06,1.30E+06,939747,380566,533529,336520,951258,269040,848720,3197.66,141779,67307,19759.9,21366.2,10523.8,3945.84,0.5305
1.94E+06,1.30E+06,892766,304226,416134,286266,872197,231069,789960,2816.54,69906.6,78933.9,20100.3,19457.9,10795,4294.71,0.5385
1.99E+06,1.44E+06,827119,325652,600321,412030,874190,236563,825958,1677.51,6949.73,48342.2,9875.99,14210.2,9910.18,3614.24,0.5766
1.97E+06,1.36E+06,869225,207718,348122,268653,777484,168165,741121,1624.5,7564.87,38858.5,10955.7,8434.92,5853.37,2783.58,0.6197
1.23E+06,919140,800681,230574,299000,229665,781138,187593,737470,1387.02,54340.6,47836.8,6047.25,8241.82,4662.71,1937.25,0.6732
2.01E+06,1.19E+06,1.01E+06,307518,504947,330902,915582,228947,805909,3765.94,18087.2,85354.8,23970.8,18216.6,13238.1,5074.61,0.7654
