FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
1.98E+06,1.42E+06,838083,807719,629118,411789,916660,567112,854560,550.719,46381.2,54207.9,26357.4,16469.9,17777.4,5527.8,10.0813
2.56E+06,1.63E+06,943456,1.25E+06,993137,675939,881562,905996,829486,2417.23,307546,41969.9,56816,13762.2,28312.5,9021.42,10.088
921485,577644,957148,714315,555904,371711,897316,527191,812967,164.772,103415,26628,12777.3,11610.6,14689.7,5146.34,10.0885
1.45E+06,1.01E+06,857915,959576,546676,364995,898657,706204,815268,575.947,74511.4,48142.9,30320.7,21549.4,19871.8,5718.14,10.09
1.95E+06,1.49E+06,780786,593693,382684,272353,843062,456272,780709,-83.8079,53204.7,43296,13467.4,16920.7,13708.9,4530.23,10.0915
1.73E+06,1.18E+06,882903,981006,698380,445384,940824,660583,891036,3567.8,47420.4,58842,31067,21887.2,20688.7,7691.77,10.0931
1.83E+06,1.43E+06,769065,449793,313979,241322,780647,370756,727906,-482.698,118670,67459,12620.9,7207.79,10799.3,3281.44,10.0938
1.44E+06,950743,907971,589254,375011,259218,868020,442268,799408,725.889,1919.08,48327.1,15371.6,21053.1,13710,4349.38,10.1031
1.93E+06,1.30E+06,889446,778163,557517,369356,905658,567664,822490,929.833,20267.2,61146.2,30210.1,12730.2,15983.5,3217.67,10.1036
1.68E+06,1.16E+06,866359,822124,499179,317857,942270,580988,849027,-1132.47,31222.5,57893.7,38628.8,42863.9,22611.4,8032.87,10.1058
1.63E+06,1.19E+06,825997,725039,479983,342791,840132,526081,826913,1417.4,21164.1,34810.7,21512.9,19239,16913.1,5289.46,10.1252
1.70E+06,1.31E+06,777088,687689,491274,349423,843575,516408,799007,2163.06,91543.5,35199,12808.4,11895.6,16785.5,5076.9,10.1261
1.66E+06,1.14E+06,877260,920225,733346,484061,908991,689085,801258,250.321,10250.7,44192.8,24833.1,18307.7,15646.3,5721.4,10.128
2.74E+06,1.81E+06,909248,708439,415168,278186,895446,496540,856051,122.622,24190.8,78403.5,40233.2,29200.9,27072.9,5093.3,10.1314
1.47E+06,989276,891405,1.11E+06,968884,667253,871229,799812,831132,-745.206,39882.4,74365.1,30801,17780,23643.8,7281.68,10.136
1.77E+06,1.39E+06,764797,479904,324452,234809,829063,368149,782136,-434.727,45915.2,48456,45360.9,19006.3,10723.5,3385.84,10.1475
1.67E+06,1.01E+06,988836,783786,593830,339332,1.05E+06,479827,980086,-1031.21,14412.8,141270,84634.8,28675.6,27220.5,5352.49,10.149
1.96E+06,1.47E+06,801799,542902,471571,341327,828949,426739,763326,-1028.71,56191.7,96383.5,17575.9,18123.1,16987.3,3343.67,10.1554
1.65E+06,1.31E+06,754874,254622,160760,136697,705619,236294,646538,-583.489,22062.1,17942.3,5695.83,4233.64,2679.47,525.399,10.1672
1.63E+06,1.17E+06,838504,884585,824919,551076,898155,652154,813843,1077.49,36236.8,66544.9,41635.2,13026.4,21530.7,5198.31,10.1681
1.92E+06,1.34E+06,860593,764032,691110,481207,861721,551078,831859,1659.62,24182,76965.9,39898.3,19442.6,21640.2,4372.84,10.1761
1.79E+06,1.27E+06,847111,902781,786935,532079,887389,661639,818677,1575.59,37677.4,42059.7,25317.6,15027.5,14857.2,4024.69,10.1989
1.40E+06,939622,893895,833184,396541,263299,903629,599619,833714,257.26,79839.2,27301.4,26846.8,10117.5,12590.8,5116.08,10.2004
1.70E+06,1.29E+06,791722,565232,404065,295876,819394,440214,770396,-769.294,36087.3,42252,37322.4,11055.5,9199.21,3438.76,10.2009
