FSC-A,FSC-H,FSC-W,SSC-A,SSC-B-A,SSC-B-H,SSC-B-W,SSC-H,SSC-W,Comp-BV650-A,Comp-CTV-A,Comp-FITC-A,Comp-PE-A,Comp-Alexa Fluor 647-A,Comp-PE-Cy7-A,Comp-eFluor 780-A,Time
1.58E+06,1.09E+06,865414,964768,786804,537098,878951,700430,826436,-190.723,8811.81,54625.6,37645.5,23738.3,21167.5,5188.46,16.5391
1.40E+06,980206,859016,784250,488634,338988,864870,592017,794826,130.868,6695.17,60989.9,38479.5,26716.2,12064,3246.17,16.5423
1.68E+06,1.16E+06,872499,753033,515334,361428,855497,551499,819258,2023.87,8275.02,61506.3,34497.2,20792.8,17102,5936.82,16.5455
1.61E+06,1.22E+06,791765,596175,381380,267644,854973,453354,789019,1029.97,210780,38452.4,15563.7,10840.9,15340,3256.43,16.546
1.94E+06,1.42E+06,818894,251881,206853,151500,819221,199947,755844,748.954,104500,35830.3,23073.5,19693.3,19899.2,1989.27,16.5471
1.90E+06,1.43E+06,798312,587565,476756,332510,860286,458581,768760,-226.019,13504.1,50432,18009.2,19482.8,10543.8,3736.47,16.5547
1.79E+06,1.29E+06,829490,519590,403926,299793,808410,412730,755347,-214.165,1255.39,73874.1,42463.9,24659.7,15738.2,3262.11,16.5607
1.30E+06,993706,782494,324275,197947,157039,756299,281713,690650,-909.634,1503.15,38776.2,18737.2,11915.6,9889.41,3548.84,16.5733
2.31E+06,1.77E+06,782889,760519,656538,496719,793049,593039,769446,1184.2,51281.6,54734.6,14623.8,21529.9,12072.8,6796.81,16.5763
1.77E+06,1.29E+06,818463,713823,612386,420586,873618,527237,812336,1951.19,27271,51514.8,27493.4,14843.8,14660.4,4865.62,16.5768
1.42E+06,952817,893165,808708,636408,431890,884125,591767,819959,-1481.83,17120.8,46022.6,39213.8,25498.7,15726.4,4018.45,16.5775
1.93E+06,1.31E+06,882961,672992,375595,248359,907383,484216,833916,1598.7,11052.2,50774.6,36512.4,26327.4,14890.1,6284.27,16.5892
1.67E+06,1.29E+06,773320,554082,453045,336014,808975,447687,742592,-1307.08,20516.4,58893.3,20112,12107,8640.85,4066.56,16.6035
1.81E+06,1.31E+06,826062,766317,579271,399644,869681,585441,785374,3059.99,94812.8,43970,22734.2,15242.6,17916.2,6475.82,16.6215
1.42E+06,1.11E+06,768409,454740,395493,297048,798847,366638,744178,-485.487,6361.55,44397.6,26218.3,11926.3,9754.25,4565.21,16.6227
1.87E+06,1.46E+06,765430,712557,482399,374380,773117,580611,736352,1301.08,97927.5,48244.5,17047.2,4414.48,11941.7,3326,16.6337
1.49E+06,1.08E+06,825870,638934,393200,263161,896485,475646,805978,-321.719,958.999,57126.4,37713.6,18003.4,11523.1,1482.76,16.6385
